// Data mode  : Standard
// Transmission speed  : 100Hz
// Accelerometer sensor's range  : 2g
// Gyroscope sensor's range  : 250dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,EOG_L1,EOG_R1,EOG_L2,EOG_R2,EOG_H1,EOG_H2,EOG_V1,EOG_V2
,1930,2018/03/15 01:39:08.21,-2662,9656,-12876,-1,123,12,142,-124,-130,-61,-77
,1931,2018/03/15 01:39:08.22,-2775,9585,-12878,7,132,-5,122,-125,-127,-69,-58
,1932,2018/03/15 01:39:08.23,-2685,9622,-12935,-8,109,4,129,-117,-125,-50,-66
,1933,2018/03/15 01:39:08.24,-2754,9719,-12884,1,123,1,116,-122,-115,-62,-58
,1934,2018/03/15 01:39:08.25,-2670,9693,-12763,14,132,17,138,-118,-121,-73,-77
,1935,2018/03/15 01:39:08.26,-2681,9685,-12855,-1,116,3,125,-117,-122,-57,-64
,1936,2018/03/15 01:39:08.27,-2689,9574,-12852,4,127,-1,127,-123,-128,-65,-63
,1937,2018/03/15 01:39:08.28,-2710,9662,-12856,-3,124,12,147,-127,-135,-60,-79
,1938,2018/03/15 01:39:08.29,-2667,9707,-12946,-4,125,-16,116,-129,-132,-60,-50
,1939,2018/03/15 01:39:08.30,-2661,9699,-12911,-31,98,-62,68,-129,-130,-33,-3
,1940,2018/03/15 01:39:08.31,-2656,9639,-12918,-89,39,-95,40,-128,-135,25,27
,1941,2018/03/15 01:39:08.32,-2639,9707,-12911,-97,38,-104,32,-135,-136,29,36
,1942,2018/03/15 01:39:08.33,-2619,9712,-12896,-101,32,-84,56,-133,-140,34,14
,1943,2018/03/15 01:39:08.34,-2593,9594,-12929,-85,49,-82,56,-134,-138,18,13
,1944,2018/03/15 01:39:08.35,-2580,9638,-13004,-75,64,-70,73,-139,-143,5,-1
,1945,2018/03/15 01:39:08.36,-2635,9701,-13050,-82,55,-76,64,-137,-140,13,6
,1946,2018/03/15 01:39:08.37,-2650,9681,-12984,-80,58,-88,50,-138,-138,11,19
,1947,2018/03/15 01:39:08.38,-2574,9792,-13020,-92,43,-80,61,-135,-141,24,9
,1948,2018/03/15 01:39:08.39,-2579,9818,-12900,-83,54,-79,60,-137,-139,14,9
,1949,2018/03/15 01:39:08.40,-2696,9833,-12931,-69,67,-64,72,-136,-136,1,-4
,1950,2018/03/15 01:39:08.41,-2612,9627,-12769,-73,57,-65,70,-130,-135,8,-2
,1951,2018/03/15 01:39:08.42,-2587,9702,-12859,-69,63,-74,60,-132,-134,3,7
,1952,2018/03/15 01:39:08.43,-2692,9719,-13047,-74,57,-63,72,-131,-135,8,-4
,1953,2018/03/15 01:39:08.44,-2637,9785,-12882,-74,56,-74,59,-130,-133,9,7
,1954,2018/03/15 01:39:08.45,-2698,9534,-12810,-68,62,-66,65,-130,-131,3,0
,1955,2018/03/15 01:39:08.46,-2684,9576,-12837,-78,47,-72,54,-125,-126,15,9
,1956,2018/03/15 01:39:08.47,-2670,9527,-12901,-76,45,-76,44,-121,-120,15,16
,1957,2018/03/15 01:39:08.48,-2687,9600,-12914,-65,50,-45,72,-115,-117,7,-13
,1958,2018/03/15 01:39:08.49,-2680,9663,-12842,-45,65,-44,69,-110,-113,-10,-12
,1959,2018/03/15 01:39:08.50,-2672,9664,-12857,-41,71,-43,70,-112,-113,-15,-13
,1960,2018/03/15 01:39:08.51,-2640,9699,-12911,-53,55,-42,69,-108,-111,-1,-13
,1961,2018/03/15 01:39:08.52,-2648,9757,-12920,-41,66,-42,67,-107,-109,-12,-12
,1962,2018/03/15 01:39:08.53,-2619,9743,-12981,-36,73,-23,92,-109,-115,-18,-34
,1963,2018/03/15 01:39:08.54,-2534,9826,-12944,-34,79,-31,86,-113,-117,-22,-27
,1964,2018/03/15 01:39:08.55,-2555,9755,-12879,-26,88,-29,88,-114,-117,-31,-29
,1965,2018/03/15 01:39:08.56,-2596,9735,-12965,-38,75,-29,89,-113,-118,-18,-30
,1966,2018/03/15 01:39:08.57,-2568,9741,-12957,-35,80,-44,73,-115,-117,-22,-14
,1967,2018/03/15 01:39:08.58,-2563,9708,-12947,-50,65,-48,71,-115,-119,-7,-11
,1968,2018/03/15 01:39:08.59,-2657,9711,-12826,-61,52,-60,56,-113,-116,4,2
,1969,2018/03/15 01:39:08.60,-2571,9753,-12835,-56,58,-60,57,-114,-117,-1,1
,1970,2018/03/15 01:39:08.61,-2653,9687,-12880,-61,54,-51,67,-115,-118,3,-8
,1971,2018/03/15 01:39:08.62,-2673,9715,-12870,-47,67,-35,82,-114,-117,-10,-23
,1972,2018/03/15 01:39:08.63,-2656,9729,-12915,-32,81,-21,96,-113,-117,-24,-37
,1973,2018/03/15 01:39:08.64,-2695,9713,-12923,-26,83,-25,92,-109,-117,-28,-33
,1974,2018/03/15 01:39:08.65,-2584,9772,-12830,-17,100,-19,95,-117,-114,-41,-38
,1975,2018/03/15 01:39:08.66,-2715,9745,-12812,-28,88,-17,104,-116,-121,-30,-43
,1976,2018/03/15 01:39:08.67,-2651,9719,-12971,-25,93,-35,85,-118,-120,-34,-25
,1977,2018/03/15 01:39:08.68,-2681,9590,-12918,-35,83,-34,89,-118,-123,-24,-27
,1978,2018/03/15 01:39:08.69,-2619,9671,-12842,-50,69,-52,73,-119,-125,-9,-10
,1979,2018/03/15 01:39:08.70,-2649,9658,-12822,-58,68,-59,72,-126,-131,-5,-6
,1980,2018/03/15 01:39:08.71,-2706,9685,-12849,-68,59,-69,61,-127,-130,4,4
,1981,2018/03/15 01:39:08.72,-2770,9681,-12868,-71,55,-80,48,-126,-128,8,16
,1982,2018/03/15 01:39:08.73,-2674,9757,-12868,-80,48,-84,49,-128,-133,16,17
,1983,2018/03/15 01:39:08.74,-2713,9817,-12893,-100,29,-92,40,-129,-132,35,26
,1984,2018/03/15 01:39:08.75,-2635,9828,-12924,-87,42,-83,47,-129,-130,22,18
,1985,2018/03/15 01:39:08.76,-2701,9870,-12887,-77,46,-53,71,-123,-124,15,-9
,1986,2018/03/15 01:39:08.77,-2739,9800,-12867,-51,66,-46,70,-117,-116,-7,-12
,1987,2018/03/15 01:39:08.78,-2717,9841,-12847,-37,77,-29,90,-114,-119,-20,-30
,1988,2018/03/15 01:39:08.79,-2648,9767,-12743,-36,82,-32,93,-118,-125,-23,-30
,1989,2018/03/15 01:39:08.80,-2611,9761,-12834,-33,93,-41,89,-126,-130,-30,-24
,1990,2018/03/15 01:39:08.81,-2691,9719,-12807,-51,78,-46,89,-129,-135,-13,-21
,1991,2018/03/15 01:39:08.82,-2633,9742,-12871,-59,72,-68,65,-131,-133,-6,1
,1992,2018/03/15 01:39:08.83,-2773,9796,-12939,-72,58,-74,58,-130,-132,7,8
,1993,2018/03/15 01:39:08.84,-2664,9766,-12878,-88,38,-82,45,-126,-127,25,18
,1994,2018/03/15 01:39:08.85,-2696,9710,-12888,-80,43,-82,41,-123,-123,18,20
,1995,2018/03/15 01:39:08.86,-2712,9722,-12769,-84,34,-75,50,-118,-125,25,12
,1996,2018/03/15 01:39:08.87,-2672,9614,-12812,-82,39,-83,40,-121,-123,21,21
,1997,2018/03/15 01:39:08.88,-2684,9676,-12833,-80,39,-79,43,-119,-122,20,18
,1998,2018/03/15 01:39:08.89,-2746,9605,-12886,-85,32,-80,39,-117,-119,26,20
,1999,2018/03/15 01:39:08.90,-2725,9606,-12877,-76,39,-74,42,-115,-116,18,16
,2000,2018/03/15 01:39:08.91,-2733,9737,-12911,-75,38,-63,54,-113,-117,18,4
,2001,2018/03/15 01:39:08.92,-2643,9682,-12859,-71,42,-70,46,-113,-116,14,12
,2002,2018/03/15 01:39:08.93,-2648,9754,-12907,-67,46,-67,48,-113,-115,10,9
,2003,2018/03/15 01:39:08.94,-2698,9815,-12852,-76,34,-70,44,-110,-114,21,13
,2004,2018/03/15 01:39:08.95,-2698,9863,-12852,-69,44,-71,44,-113,-115,12,13
,2005,2018/03/15 01:39:08.96,-2648,9833,-12869,-69,44,-57,59,-113,-116,12,-1
,2006,2018/03/15 01:39:08.97,-2539,9767,-12764,-61,50,-58,54,-111,-112,5,2
,2007,2018/03/15 01:39:08.98,-2604,9791,-12959,-58,55,-59,60,-113,-119,1,0
,2008,2018/03/15 01:39:08.99,-2589,9858,-12960,-60,58,-56,70,-118,-126,1,-7
,2009,2018/03/15 01:39:09.00,-2563,9769,-12849,-64,58,-106,19,-122,-125,3,43
,2010,2018/03/15 01:39:09.01,-2605,9743,-12793,-179,-51,-263,-129,-128,-134,115,196
,2011,2018/03/15 01:39:09.02,-2579,9603,-12887,-378,-251,-500,-382,-127,-118,314,441
,2012,2018/03/15 01:39:09.03,-2623,9574,-12943,-606,-497,-651,-543,-109,-108,551,597
,2013,2018/03/15 01:39:09.04,-2613,9688,-12976,-660,-559,-618,-514,-101,-104,609,566
,2014,2018/03/15 01:39:09.05,-2595,9725,-12908,-552,-452,-443,-336,-100,-107,502,389
,2015,2018/03/15 01:39:09.06,-2632,9728,-12878,-236,-131,18,116,-105,-98,183,-67
,2016,2018/03/15 01:39:09.07,-2601,9756,-12816,272,366,484,576,-94,-92,-319,-530
,2017,2018/03/15 01:39:09.08,-2564,9876,-12854,652,738,740,825,-86,-85,-695,-782
,2018,2018/03/15 01:39:09.09,-2533,9786,-12861,785,863,812,895,-78,-83,-824,-853
,2019,2018/03/15 01:39:09.10,-2594,9710,-12885,818,895,804,882,-77,-78,-856,-843
,2020,2018/03/15 01:39:09.11,-2541,9814,-12902,794,870,807,893,-76,-86,-832,-850
,2021,2018/03/15 01:39:09.12,-2549,9749,-12822,769,851,760,844,-82,-84,-810,-802
,2022,2018/03/15 01:39:09.13,-2589,9671,-12899,743,825,703,788,-82,-85,-784,-745
,2023,2018/03/15 01:39:09.14,-2551,9701,-12878,648,728,612,699,-80,-87,-688,-655
,2024,2018/03/15 01:39:09.15,-2583,9653,-12910,545,633,488,580,-88,-92,-589,-534
,2025,2018/03/15 01:39:09.16,-2528,9634,-12869,455,547,436,537,-92,-101,-501,-486
,2026,2018/03/15 01:39:09.17,-2528,9686,-12870,397,498,398,510,-101,-112,-447,-454
,2027,2018/03/15 01:39:09.18,-2583,9614,-12877,397,513,376,498,-116,-122,-455,-437
,2028,2018/03/15 01:39:09.19,-2663,9721,-12793,352,476,347,486,-124,-139,-414,-416
,2029,2018/03/15 01:39:09.20,-2582,9692,-12859,316,454,290,427,-138,-137,-385,-358
,2030,2018/03/15 01:39:09.21,-2598,9651,-12867,277,407,263,394,-130,-131,-342,-328
,2031,2018/03/15 01:39:09.22,-2538,9702,-12839,218,341,202,331,-123,-129,-279,-266
,2032,2018/03/15 01:39:09.23,-2561,9791,-12873,190,319,166,298,-129,-132,-254,-232
,2033,2018/03/15 01:39:09.24,-2673,9746,-12882,146,272,152,284,-126,-132,-209,-218
,2034,2018/03/15 01:39:09.25,-2654,9817,-12839,125,255,103,240,-130,-137,-190,-171
,2035,2018/03/15 01:39:09.26,-2639,9809,-12869,98,240,96,251,-142,-155,-169,-173
,2036,2018/03/15 01:39:09.27,-2573,9766,-12855,75,229,85,245,-154,-160,-152,-165
,2037,2018/03/15 01:39:09.28,-2623,9812,-12866,92,248,77,233,-156,-156,-170,-155
,2038,2018/03/15 01:39:09.29,-2586,9904,-12930,62,214,70,228,-152,-158,-138,-149
,2039,2018/03/15 01:39:09.30,-2556,9834,-12914,52,206,39,193,-154,-154,-129,-116
,2040,2018/03/15 01:39:09.31,-2592,9757,-12952,43,191,43,190,-148,-147,-117,-116
,2041,2018/03/15 01:39:09.32,-2591,9785,-12893,15,152,13,153,-137,-140,-83,-83
,2042,2018/03/15 01:39:09.33,-2653,9757,-12923,7,143,-12,122,-136,-134,-75,-55
,2043,2018/03/15 01:39:09.34,-2525,9679,-12951,-25,101,-18,111,-126,-129,-38,-46
,2044,2018/03/15 01:39:09.35,-2546,9710,-12891,-41,83,-59,68,-124,-127,-21,-4
,2045,2018/03/15 01:39:09.36,-2667,9657,-12763,-66,61,-72,57,-127,-129,2,7
,2046,2018/03/15 01:39:09.37,-2548,9690,-12778,-94,30,-87,40,-124,-127,32,23
,2047,2018/03/15 01:39:09.38,-2582,9789,-12849,-82,42,-87,39,-124,-126,20,24
,2048,2018/03/15 01:39:09.39,-2591,9780,-12847,-83,40,-65,66,-123,-131,21,0
,2049,2018/03/15 01:39:09.40,-2560,9761,-12980,-66,59,-55,68,-125,-123,3,-6
,2050,2018/03/15 01:39:09.41,-2519,9775,-12929,-31,84,-15,96,-115,-111,-26,-40
,2051,2018/03/15 01:39:09.42,-2540,9802,-12980,-21,79,-7,94,-100,-101,-29,-43
,2052,2018/03/15 01:39:09.43,-2581,9856,-12955,-4,100,-11,90,-104,-101,-48,-39
,2053,2018/03/15 01:39:09.44,-2638,9813,-12856,-18,85,1,115,-103,-114,-33,-58
,2054,2018/03/15 01:39:09.45,-2577,9786,-12853,-21,90,-25,89,-111,-114,-34,-32
,2055,2018/03/15 01:39:09.46,-2652,9748,-12794,-9,101,-12,97,-110,-109,-46,-42
,2056,2018/03/15 01:39:09.47,-2599,9757,-12797,-23,76,-9,86,-99,-95,-26,-38
,2057,2018/03/15 01:39:09.48,-2611,9717,-12924,-3,97,-8,96,-100,-104,-47,-44
,2058,2018/03/15 01:39:09.49,-2554,9651,-12973,-1,103,18,130,-104,-112,-51,-74
,2059,2018/03/15 01:39:09.50,-2579,9643,-12894,15,124,19,131,-109,-112,-69,-75
,2060,2018/03/15 01:39:09.51,-2558,9665,-12885,45,158,60,176,-113,-116,-101,-118
,2061,2018/03/15 01:39:09.52,-2592,9782,-12934,59,166,93,204,-107,-111,-112,-148
,2062,2018/03/15 01:39:09.53,-2595,9691,-12846,108,213,110,213,-105,-103,-160,-161
,2063,2018/03/15 01:39:09.54,-2454,9714,-12843,114,213,131,234,-99,-103,-163,-182
,2064,2018/03/15 01:39:09.55,-2591,9799,-12912,123,219,123,218,-96,-95,-171,-170
,2065,2018/03/15 01:39:09.56,-2572,9763,-13005,130,220,122,211,-90,-89,-175,-166
,2066,2018/03/15 01:39:09.57,-2643,9881,-13062,94,173,79,161,-79,-82,-133,-120
,2067,2018/03/15 01:39:09.58,-2616,9796,-12838,39,116,-13,63,-77,-76,-77,-25
,2068,2018/03/15 01:39:09.59,-2655,9770,-12779,-56,17,-86,-6,-73,-80,19,46
,2069,2018/03/15 01:39:09.60,-2655,9783,-12707,-126,-47,-133,-49,-79,-84,86,91
,2070,2018/03/15 01:39:09.61,-2744,9685,-12716,-120,-36,-107,-19,-84,-88,78,63
,2071,2018/03/15 01:39:09.62,-2743,9559,-12838,-95,-9,-53,38,-86,-91,52,7
,2072,2018/03/15 01:39:09.63,-2855,9444,-13008,-19,69,8,101,-88,-93,-25,-54
,2073,2018/03/15 01:39:09.64,-2530,9771,-12919,43,138,80,185,-95,-105,-90,-132
,2074,2018/03/15 01:39:09.65,-2525,9848,-12792,87,190,102,211,-103,-109,-138,-156
,2075,2018/03/15 01:39:09.66,-2592,9752,-12793,119,229,125,240,-110,-115,-174,-182
,2076,2018/03/15 01:39:09.67,-2569,9836,-12897,120,234,135,257,-114,-122,-177,-196
,2077,2018/03/15 01:39:09.68,-2522,9863,-12902,127,248,115,238,-121,-123,-187,-176
,2078,2018/03/15 01:39:09.69,-2544,9905,-12883,113,232,115,238,-119,-123,-172,-176
,2079,2018/03/15 01:39:09.70,-2502,9834,-12801,99,215,103,221,-116,-118,-157,-162
,2080,2018/03/15 01:39:09.71,-2590,9806,-12845,109,226,110,227,-117,-117,-167,-168
,2081,2018/03/15 01:39:09.72,-2577,9781,-12867,105,216,126,240,-111,-114,-160,-183
,2082,2018/03/15 01:39:09.73,-2623,9737,-12887,127,236,127,238,-109,-111,-181,-182
,2083,2018/03/15 01:39:09.74,-2674,9728,-12833,136,245,146,260,-109,-114,-190,-203
,2084,2018/03/15 01:39:09.75,-2635,9667,-12862,133,242,136,247,-109,-111,-187,-191
,2085,2018/03/15 01:39:09.76,-2681,9630,-12884,136,245,126,236,-109,-110,-190,-181
,2086,2018/03/15 01:39:09.77,-2560,9621,-12856,108,213,112,222,-105,-110,-160,-167
,2087,2018/03/15 01:39:09.78,-2653,9581,-12817,96,200,81,188,-104,-107,-148,-134
,2088,2018/03/15 01:39:09.79,-2618,9702,-12968,81,184,80,187,-103,-107,-132,-133
,2089,2018/03/15 01:39:09.80,-2569,9823,-12896,65,167,73,181,-102,-108,-116,-127
,2090,2018/03/15 01:39:09.81,-2803,9436,-12871,90,194,92,197,-104,-105,-142,-144
,2091,2018/03/15 01:39:09.82,-2520,10207,-13082,89,189,103,207,-100,-104,-139,-155
,2092,2018/03/15 01:39:09.83,-2669,9809,-12963,93,194,82,186,-101,-104,-143,-134
,2093,2018/03/15 01:39:09.84,-2604,9963,-12738,76,186,77,184,-110,-107,-131,-130
,2094,2018/03/15 01:39:09.85,-2639,9724,-12758,59,159,66,173,-100,-107,-109,-119
,2095,2018/03/15 01:39:09.86,-2673,9667,-12858,63,167,60,165,-104,-105,-115,-112
,2096,2018/03/15 01:39:09.87,-2668,9574,-12782,66,169,73,180,-103,-107,-117,-126
,2097,2018/03/15 01:39:09.88,-2670,9658,-12737,70,172,68,168,-102,-100,-121,-118
,2098,2018/03/15 01:39:09.89,-2695,9521,-12867,72,178,72,181,-106,-109,-125,-126
,2099,2018/03/15 01:39:09.90,-2757,9639,-12935,54,157,57,162,-103,-105,-105,-109
,2100,2018/03/15 01:39:09.91,-2639,9821,-12949,54,153,45,147,-99,-102,-103,-96
,2101,2018/03/15 01:39:09.92,-2653,9762,-12856,36,134,43,148,-98,-105,-85,-95
,2102,2018/03/15 01:39:09.93,-2683,9737,-12931,29,131,24,133,-102,-109,-80,-78
,2103,2018/03/15 01:39:09.94,-2600,9870,-12969,28,138,22,135,-110,-113,-83,-78
,2104,2018/03/15 01:39:09.95,-2566,9888,-12911,18,132,26,145,-114,-119,-75,-85
,2105,2018/03/15 01:39:09.96,-2613,9819,-12910,33,153,32,152,-120,-120,-93,-92
,2106,2018/03/15 01:39:09.97,-2702,9939,-12936,32,148,48,168,-116,-120,-90,-108
,2107,2018/03/15 01:39:09.98,-2678,9853,-12877,40,154,37,152,-114,-115,-97,-94
,2108,2018/03/15 01:39:09.99,-2622,9793,-12912,40,155,37,158,-115,-121,-97,-97
,2109,2018/03/15 01:39:10.00,-2656,9756,-12908,19,138,24,148,-119,-124,-78,-86
,2110,2018/03/15 01:39:10.01,-2687,9743,-12795,24,144,18,139,-120,-121,-84,-78
,2111,2018/03/15 01:39:10.02,-2694,9737,-12717,13,131,23,148,-118,-125,-72,-85
,2112,2018/03/15 01:39:10.03,-2615,9713,-12769,13,135,12,138,-122,-126,-74,-75
,2113,2018/03/15 01:39:10.04,-2625,9753,-12766,14,141,13,144,-127,-131,-77,-78
,2114,2018/03/15 01:39:10.05,-2673,9821,-12850,-1,126,7,139,-127,-132,-62,-73
,2115,2018/03/15 01:39:10.06,-2613,9810,-12929,6,138,1,135,-132,-134,-72,-68
,2116,2018/03/15 01:39:10.07,-2575,9725,-12967,-2,130,7,145,-132,-138,-64,-76
,2117,2018/03/15 01:39:10.08,-2596,9823,-13008,-4,129,-5,131,-133,-136,-62,-63
,2118,2018/03/15 01:39:10.09,-2605,9800,-12990,-3,133,-7,133,-136,-140,-65,-63
,2119,2018/03/15 01:39:10.10,-2595,9829,-12869,-20,116,-12,131,-136,-143,-48,-59
,2120,2018/03/15 01:39:10.11,-2662,9821,-12865,-12,130,-16,127,-142,-143,-59,-55
,2121,2018/03/15 01:39:10.12,-2579,9821,-12813,-16,121,-5,135,-137,-140,-52,-65
,2122,2018/03/15 01:39:10.13,-2653,9685,-12827,-16,118,-18,120,-134,-138,-51,-51
,2123,2018/03/15 01:39:10.14,-2620,9769,-12901,-16,123,-17,128,-139,-145,-53,-55
,2124,2018/03/15 01:39:10.15,-2676,9666,-12840,-30,115,-21,131,-145,-152,-42,-55
,2125,2018/03/15 01:39:10.16,-2595,9648,-12855,-20,130,-22,129,-150,-151,-55,-53
,2126,2018/03/15 01:39:10.17,-2637,9474,-12727,-19,127,-8,142,-146,-150,-54,-67
,2127,2018/03/15 01:39:10.18,-2689,9522,-12958,-19,124,-18,128,-143,-146,-52,-55
,2128,2018/03/15 01:39:10.19,-2530,9294,-12653,-13,134,-16,134,-147,-150,-60,-59
,2129,2018/03/15 01:39:10.20,-2553,9182,-12790,-24,122,-11,139,-146,-150,-49,-64
,2130,2018/03/15 01:39:10.21,-2564,9615,-12946,-9,135,-9,134,-144,-143,-63,-62
,2131,2018/03/15 01:39:10.22,-2679,9820,-13041,-4,132,6,144,-136,-138,-64,-75
,2132,2018/03/15 01:39:10.23,-2613,9986,-13053,-2,126,1,128,-128,-127,-62,-64
,2133,2018/03/15 01:39:10.24,-2706,10084,-12956,3,126,0,122,-123,-122,-64,-61
,2134,2018/03/15 01:39:10.25,-2714,10241,-12939,-14,109,3,124,-123,-121,-47,-63
,2135,2018/03/15 01:39:10.26,-2713,10268,-12766,1,119,3,125,-118,-122,-60,-64
,2136,2018/03/15 01:39:10.27,-2729,10017,-12702,1,118,12,132,-117,-120,-59,-72
,2137,2018/03/15 01:39:10.28,-2735,9936,-12733,13,126,11,126,-113,-115,-69,-68
,2138,2018/03/15 01:39:10.29,-2717,9729,-12697,20,132,22,130,-112,-108,-76,-76
,2139,2018/03/15 01:39:10.30,-2707,9469,-12789,14,121,28,138,-107,-110,-67,-83
,2140,2018/03/15 01:39:10.31,-2670,9423,-12878,28,131,27,128,-103,-101,-79,-77
,2141,2018/03/15 01:39:10.32,-2728,9515,-12919,29,124,36,133,-95,-97,-76,-84
,2142,2018/03/15 01:39:10.33,-2656,9536,-12907,24,117,26,125,-93,-99,-70,-75
,2143,2018/03/15 01:39:10.34,-2595,9606,-12936,25,123,23,127,-98,-104,-74,-75
,2144,2018/03/15 01:39:10.35,-2613,9737,-12993,14,114,14,118,-100,-104,-64,-66
,2145,2018/03/15 01:39:10.36,-2495,9864,-12958,18,120,16,119,-102,-103,-69,-67
,2146,2018/03/15 01:39:10.37,-2531,9833,-12968,20,122,28,131,-102,-103,-71,-79
,2147,2018/03/15 01:39:10.38,-2591,9885,-12975,18,116,23,124,-98,-101,-67,-73
,2148,2018/03/15 01:39:10.39,-2586,9861,-12931,27,127,20,123,-100,-103,-77,-71
,2149,2018/03/15 01:39:10.40,-2618,9828,-12919,11,109,20,123,-98,-103,-60,-71
,2150,2018/03/15 01:39:10.41,-2550,9756,-12852,11,111,8,111,-100,-103,-61,-59
,2151,2018/03/15 01:39:10.42,-2576,9709,-12854,9,112,14,122,-103,-108,-60,-68
,2152,2018/03/15 01:39:10.43,-2509,9612,-12771,1,105,4,115,-104,-111,-53,-59
,2153,2018/03/15 01:39:10.44,-2618,9611,-12856,4,114,-3,110,-110,-113,-59,-53
,2154,2018/03/15 01:39:10.45,-2714,9591,-12888,-15,97,-7,109,-112,-116,-41,-51
,2155,2018/03/15 01:39:10.46,-2593,9532,-12856,-16,94,-19,90,-110,-109,-39,-35
,2156,2018/03/15 01:39:10.47,-2659,9561,-12847,-14,88,-6,95,-102,-101,-37,-44
,2157,2018/03/15 01:39:10.48,-2633,9637,-12860,-16,78,-10,87,-94,-97,-31,-38
,2158,2018/03/15 01:39:10.49,-2603,9613,-12844,-12,85,-28,75,-97,-103,-36,-23
,2159,2018/03/15 01:39:10.50,-2639,9690,-12847,-44,58,-48,61,-102,-109,-7,-6
,2160,2018/03/15 01:39:10.51,-2593,9676,-12844,-69,38,-82,28,-107,-110,15,27
,2161,2018/03/15 01:39:10.52,-2617,9739,-12821,-88,20,-88,22,-108,-110,34,33
,2162,2018/03/15 01:39:10.53,-2633,9834,-12882,-98,7,-86,22,-105,-108,45,32
,2163,2018/03/15 01:39:10.54,-2638,9956,-12945,-76,31,-70,40,-107,-110,22,15
,2164,2018/03/15 01:39:10.55,-2687,9895,-12901,-62,43,-42,66,-105,-108,9,-12
,2165,2018/03/15 01:39:10.56,-2622,9829,-12735,-46,57,-45,60,-103,-105,-5,-7
,2166,2018/03/15 01:39:10.57,-2611,9621,-12739,-40,62,-35,69,-102,-104,-11,-17
,2167,2018/03/15 01:39:10.58,-2610,9588,-12834,-44,56,-34,70,-100,-104,-6,-18
,2168,2018/03/15 01:39:10.59,-2653,9676,-12972,-29,75,-34,73,-104,-107,-23,-19
,2169,2018/03/15 01:39:10.60,-2647,9753,-13080,-35,72,-27,89,-107,-116,-18,-31
,2170,2018/03/15 01:39:10.61,-2651,9825,-12996,-33,79,-29,83,-112,-112,-23,-27
,2171,2018/03/15 01:39:10.62,-2710,9796,-12803,-23,87,-17,94,-110,-111,-32,-38
,2172,2018/03/15 01:39:10.63,-2608,9729,-12751,-25,81,-17,97,-106,-114,-28,-40
,2173,2018/03/15 01:39:10.64,-2598,9610,-12874,-14,101,-13,107,-115,-120,-43,-47
,2174,2018/03/15 01:39:10.65,-2631,9714,-13001,-12,109,-3,126,-121,-129,-48,-61
,2175,2018/03/15 01:39:10.66,-2631,9788,-12859,-18,110,-11,115,-128,-126,-46,-52
,2176,2018/03/15 01:39:10.67,-2641,9723,-12730,-5,118,0,126,-123,-126,-56,-63
,2177,2018/03/15 01:39:10.68,-2644,9771,-12716,-12,108,-4,120,-120,-124,-48,-58
,2178,2018/03/15 01:39:10.69,-2656,9852,-12856,2,126,-6,117,-124,-123,-64,-55
,2179,2018/03/15 01:39:10.70,-2644,9872,-12843,-5,117,9,133,-122,-124,-56,-71
,2180,2018/03/15 01:39:10.71,-2583,9925,-12912,-4,119,-2,122,-123,-124,-57,-60
,2181,2018/03/15 01:39:10.72,-2585,9879,-12965,5,126,5,130,-121,-125,-65,-67
,2182,2018/03/15 01:39:10.73,-2605,9818,-12949,-2,119,5,133,-121,-128,-58,-69
,2183,2018/03/15 01:39:10.74,-2604,9853,-12917,5,132,0,130,-127,-130,-68,-65
,2184,2018/03/15 01:39:10.75,-2676,9854,-12864,-3,124,7,138,-127,-131,-60,-72
,2185,2018/03/15 01:39:10.76,-2614,9845,-12833,-4,120,-7,115,-124,-122,-58,-54
,2186,2018/03/15 01:39:10.77,-2586,9796,-12871,1,125,0,126,-124,-126,-63,-63
,2187,2018/03/15 01:39:10.78,-2588,9638,-12709,-13,110,-1,128,-123,-129,-48,-63
,2188,2018/03/15 01:39:10.79,-2585,9336,-12567,0,129,-4,128,-129,-132,-64,-62
,2189,2018/03/15 01:39:10.80,-2598,9333,-12963,-7,124,0,135,-131,-135,-58,-67
,2190,2018/03/15 01:39:10.81,-2640,9751,-13140,-14,115,-12,118,-129,-130,-50,-53
,2191,2018/03/15 01:39:10.82,-2589,9847,-13093,-13,115,-16,114,-128,-130,-51,-49
,2192,2018/03/15 01:39:10.83,-2618,10001,-12972,-24,99,-14,112,-123,-126,-37,-49
,2193,2018/03/15 01:39:10.84,-2564,10123,-12801,-18,106,-22,107,-124,-129,-44,-42
,2194,2018/03/15 01:39:10.85,-2718,10062,-12780,-22,107,-13,120,-129,-133,-42,-53
,2195,2018/03/15 01:39:10.86,-2631,10063,-12802,-23,103,-19,110,-126,-129,-40,-45
,2196,2018/03/15 01:39:10.87,-2711,9825,-12763,-15,108,-16,107,-123,-123,-46,-45
,2197,2018/03/15 01:39:10.88,-2710,9748,-12807,-25,96,-16,110,-121,-126,-35,-47
,2198,2018/03/15 01:39:10.89,-2706,9547,-12650,-19,107,-25,100,-126,-125,-44,-37
,2199,2018/03/15 01:39:10.90,-2876,9401,-12987,-24,99,-16,114,-123,-130,-37,-49
,2200,2018/03/15 01:39:10.91,-2797,9787,-12896,-26,103,-19,117,-129,-136,-38,-49
,2201,2018/03/15 01:39:10.92,-2759,9633,-12715,-12,123,-8,127,-135,-135,-55,-59
