// Data mode  : Standard
// Transmission speed  : 100Hz
// Accelerometer sensor's range  : 2g
// Gyroscope sensor's range  : 250dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,EOG_L1,EOG_R1,EOG_L2,EOG_R2,EOG_H1,EOG_H2,EOG_V1,EOG_V2
,131,2018/03/15 01:38:50.22,-1887,10224,-12771,-26,107,-27,104,-133,-131,-40,-38
,132,2018/03/15 01:38:50.23,-1831,10265,-12662,-31,98,-22,110,-129,-132,-33,-44
,133,2018/03/15 01:38:50.24,-1895,10034,-12728,-37,88,-33,94,-125,-127,-25,-30
,134,2018/03/15 01:38:50.25,-1894,9948,-12818,-27,100,-38,94,-127,-132,-36,-28
,135,2018/03/15 01:38:50.26,-1857,10081,-12799,-41,85,-35,91,-126,-126,-22,-28
,136,2018/03/15 01:38:50.27,-1875,9965,-12774,-37,88,-34,91,-125,-125,-25,-28
,137,2018/03/15 01:38:50.28,-1850,9790,-12878,-32,92,-28,98,-124,-126,-30,-35
,138,2018/03/15 01:38:50.29,-1850,9926,-12799,-29,89,-28,98,-118,-126,-30,-35
,139,2018/03/15 01:38:50.30,-1803,9903,-12867,-27,93,-22,96,-120,-118,-33,-37
,140,2018/03/15 01:38:50.31,-1917,10003,-12844,-27,82,-12,96,-109,-108,-27,-42
,141,2018/03/15 01:38:50.32,-1884,10085,-12799,-16,86,-14,91,-102,-105,-35,-38
,142,2018/03/15 01:38:50.33,-1845,10050,-12774,-15,88,-14,98,-103,-112,-36,-42
,143,2018/03/15 01:38:50.34,-1904,10121,-12798,-14,93,-15,102,-107,-117,-39,-43
,144,2018/03/15 01:38:50.35,-1914,10114,-12806,-21,96,-24,100,-117,-124,-37,-38
,145,2018/03/15 01:38:50.36,-1907,10198,-12770,-28,93,-22,105,-121,-127,-32,-41
,146,2018/03/15 01:38:50.37,-1904,10147,-12776,-28,95,-24,102,-123,-126,-33,-39
,147,2018/03/15 01:38:50.38,-1914,10120,-12742,-22,103,-17,110,-125,-127,-40,-46
,148,2018/03/15 01:38:50.39,-1919,10170,-12824,-24,106,-18,114,-130,-132,-41,-48
,149,2018/03/15 01:38:50.40,-1948,9999,-12785,-22,112,-22,112,-134,-134,-45,-45
,150,2018/03/15 01:38:50.41,-1993,9933,-12884,-26,105,-24,113,-131,-137,-39,-44
,151,2018/03/15 01:38:50.42,-1906,10063,-12874,-29,104,-26,112,-133,-138,-37,-43
,152,2018/03/15 01:38:50.43,-1904,10010,-12747,-25,112,-21,120,-137,-141,-43,-49
,153,2018/03/15 01:38:50.44,-1951,9967,-12794,-28,109,-22,120,-137,-142,-40,-49
,154,2018/03/15 01:38:50.45,-1924,10090,-12923,-26,112,-24,115,-138,-139,-43,-45
,155,2018/03/15 01:38:50.46,-2026,10005,-12907,-28,108,-19,118,-136,-137,-40,-49
,156,2018/03/15 01:38:50.47,-1959,9974,-12873,-23,109,-21,112,-132,-133,-43,-45
,157,2018/03/15 01:38:50.48,-1932,9972,-12857,-22,109,-27,113,-131,-140,-43,-43
,158,2018/03/15 01:38:50.49,-1920,10041,-12777,-32,105,-31,110,-137,-141,-36,-39
,159,2018/03/15 01:38:50.50,-1916,10057,-12701,-33,103,-32,106,-136,-138,-35,-37
,160,2018/03/15 01:38:50.51,-1930,10046,-12647,-33,100,-26,111,-133,-137,-33,-42
,161,2018/03/15 01:38:50.52,-2013,10047,-12779,-32,100,-30,106,-132,-136,-34,-38
,162,2018/03/15 01:38:50.53,-1929,10081,-12821,-33,103,-30,109,-136,-139,-35,-39
,163,2018/03/15 01:38:50.54,-1935,10212,-12891,-37,100,-32,107,-137,-139,-31,-37
,164,2018/03/15 01:38:50.55,-1983,10147,-12844,-39,103,-41,101,-142,-142,-32,-30
,165,2018/03/15 01:38:50.56,-2006,10240,-12977,-46,101,-44,109,-147,-153,-27,-32
,166,2018/03/15 01:38:50.57,-2033,10258,-12954,-49,100,-45,107,-149,-152,-25,-31
,167,2018/03/15 01:38:50.58,-2016,10187,-12919,-45,105,-44,109,-150,-153,-30,-32
,168,2018/03/15 01:38:50.59,-2123,10213,-12947,-48,103,-45,109,-151,-154,-27,-32
,169,2018/03/15 01:38:50.60,-2096,10176,-12968,-49,99,-47,103,-148,-150,-25,-28
,170,2018/03/15 01:38:50.61,-2091,10086,-12895,-48,99,-45,109,-147,-154,-25,-32
,171,2018/03/15 01:38:50.62,-2177,10026,-12810,-52,98,-48,106,-150,-154,-23,-29
,172,2018/03/15 01:38:50.63,-2221,9916,-12766,-49,108,-41,106,-157,-147,-29,-32
,173,2018/03/15 01:38:50.64,-2244,9731,-12889,-44,102,-31,118,-146,-149,-29,-43
,174,2018/03/15 01:38:50.65,-2308,9931,-13101,-42,102,-45,102,-144,-147,-30,-28
,175,2018/03/15 01:38:50.66,-2391,10191,-13001,-38,104,-44,105,-142,-149,-33,-30
,176,2018/03/15 01:38:50.67,-2431,10128,-12810,-51,93,-45,96,-144,-141,-21,-25
,177,2018/03/15 01:38:50.68,-2448,9964,-12671,-48,92,-48,93,-140,-141,-22,-22
,178,2018/03/15 01:38:50.69,-2572,9859,-12643,-49,85,-46,93,-134,-139,-18,-23
,179,2018/03/15 01:38:50.70,-2505,9748,-12872,-53,85,-59,80,-138,-139,-16,-10
,180,2018/03/15 01:38:50.71,-2655,9760,-12892,-54,84,-50,90,-138,-140,-15,-20
,181,2018/03/15 01:38:50.72,-2709,9747,-12923,-59,75,-53,86,-134,-139,-8,-16
,182,2018/03/15 01:38:50.73,-2637,9685,-12796,-52,83,-53,85,-135,-138,-15,-16
,183,2018/03/15 01:38:50.74,-2689,9747,-12728,-58,74,-54,84,-132,-138,-8,-15
,184,2018/03/15 01:38:50.75,-2791,9543,-12788,-57,77,-58,79,-134,-137,-10,-10
,185,2018/03/15 01:38:50.76,-3070,9674,-12805,-62,74,-57,81,-136,-138,-6,-12
,186,2018/03/15 01:38:50.77,-2828,9749,-12736,-59,76,-52,88,-135,-140,-8,-18
,187,2018/03/15 01:38:50.78,-2846,9645,-12712,-57,80,-58,81,-137,-139,-11,-11
,188,2018/03/15 01:38:50.79,-2915,9422,-12556,-66,74,-61,79,-140,-140,-4,-9
,189,2018/03/15 01:38:50.80,-2944,9378,-12752,-64,76,-56,83,-140,-139,-6,-13
,190,2018/03/15 01:38:50.81,-2962,9525,-12853,-53,88,-49,94,-141,-143,-17,-22
,191,2018/03/15 01:38:50.82,-3170,9224,-12785,-51,87,-39,102,-138,-141,-18,-31
,192,2018/03/15 01:38:50.83,-2871,9301,-12819,-29,108,-16,122,-137,-138,-39,-53
,193,2018/03/15 01:38:50.84,-2850,9389,-12742,-11,122,2,139,-133,-137,-55,-70
,194,2018/03/15 01:38:50.85,-2948,9250,-12716,-3,128,-3,131,-131,-134,-62,-64
,195,2018/03/15 01:38:50.86,-3023,9350,-12684,-1,129,9,142,-130,-133,-64,-75
,196,2018/03/15 01:38:50.87,-3020,9419,-12730,6,135,11,145,-129,-134,-70,-78
,197,2018/03/15 01:38:50.88,-3024,9504,-12846,4,136,4,133,-132,-129,-70,-68
,198,2018/03/15 01:38:50.89,-3090,9570,-12746,-1,131,0,131,-132,-131,-65,-65
,199,2018/03/15 01:38:50.90,-3001,9685,-12727,-8,123,-7,125,-131,-132,-57,-59
,200,2018/03/15 01:38:50.91,-2996,9687,-12707,-9,121,-10,125,-130,-135,-56,-57
,201,2018/03/15 01:38:50.92,-2957,9721,-12734,-19,111,-16,119,-130,-135,-46,-51
,202,2018/03/15 01:38:50.93,-2854,9712,-12754,-21,112,-22,115,-133,-137,-45,-46
,203,2018/03/15 01:38:50.94,-2848,9821,-12812,-25,109,-21,119,-134,-140,-42,-49
,204,2018/03/15 01:38:50.95,-2924,9754,-12816,-27,108,-28,111,-135,-139,-40,-41
,205,2018/03/15 01:38:50.96,-2866,9640,-12829,-30,107,-28,112,-137,-140,-38,-42
,206,2018/03/15 01:38:50.97,-2924,9748,-12782,-37,99,-33,105,-136,-138,-31,-36
,207,2018/03/15 01:38:50.98,-2934,9788,-12806,-40,96,-46,95,-136,-141,-28,-24
,208,2018/03/15 01:38:50.99,-3001,9861,-12818,-52,87,-53,87,-139,-140,-17,-17
,209,2018/03/15 01:38:51.00,-2940,9840,-12838,-56,75,-57,79,-131,-136,-9,-11
,210,2018/03/15 01:38:51.01,-2911,9771,-12772,-58,78,-57,81,-136,-138,-10,-12
,211,2018/03/15 01:38:51.02,-2928,9799,-12780,-64,69,-62,76,-133,-138,-2,-7
,212,2018/03/15 01:38:51.03,-2934,9837,-12753,-66,68,-66,70,-134,-136,-1,-2
,213,2018/03/15 01:38:51.04,-2918,9789,-12808,-64,72,-62,74,-136,-136,-4,-6
,214,2018/03/15 01:38:51.05,-2959,9802,-12842,-69,62,-61,74,-131,-135,3,-6
,215,2018/03/15 01:38:51.06,-2945,9777,-12753,-64,67,-63,68,-131,-131,-1,-2
,216,2018/03/15 01:38:51.07,-2929,9727,-12841,-55,67,-59,71,-122,-130,-6,-6
,217,2018/03/15 01:38:51.08,-2891,9801,-12936,-58,67,-58,68,-125,-126,-4,-5
,218,2018/03/15 01:38:51.09,-2999,9763,-12930,-62,68,-60,74,-130,-134,-3,-7
,219,2018/03/15 01:38:51.10,-2892,9742,-12747,-69,64,-66,71,-133,-137,2,-2
,220,2018/03/15 01:38:51.11,-2899,9843,-12886,-70,66,-68,71,-136,-139,2,-1
,221,2018/03/15 01:38:51.12,-2895,9780,-12818,-71,62,-64,72,-133,-136,4,-4
,222,2018/03/15 01:38:51.13,-2938,9750,-12794,-67,62,-61,69,-129,-130,2,-4
,223,2018/03/15 01:38:51.14,-2930,9604,-12846,-60,68,-65,65,-128,-130,-4,0
,224,2018/03/15 01:38:51.15,-2956,9750,-12835,-64,65,-62,71,-129,-133,0,-4
,225,2018/03/15 01:38:51.16,-2899,9685,-12884,-64,71,-67,68,-135,-135,-3,0
,226,2018/03/15 01:38:51.17,-2758,9616,-12855,-68,60,-63,72,-128,-135,4,-4
,227,2018/03/15 01:38:51.18,-2909,9657,-12767,-67,60,-68,62,-127,-130,3,3
,228,2018/03/15 01:38:51.19,-2862,9728,-12656,-66,60,-65,66,-126,-131,3,0
,229,2018/03/15 01:38:51.20,-2859,9721,-12704,-72,53,-68,61,-125,-129,9,3
,230,2018/03/15 01:38:51.21,-2830,9778,-12749,-69,57,-68,60,-126,-128,6,4
,231,2018/03/15 01:38:51.22,-2847,9776,-12793,-71,53,-62,67,-124,-129,9,-2
,232,2018/03/15 01:38:51.23,-2866,9762,-12853,-67,61,-66,68,-128,-134,3,-1
,233,2018/03/15 01:38:51.24,-2885,9778,-12929,-68,66,-64,75,-134,-139,1,-5
,234,2018/03/15 01:38:51.25,-2830,9777,-12845,-72,64,-65,71,-136,-136,4,-3
,235,2018/03/15 01:38:51.26,-2848,9772,-12898,-64,73,-61,74,-137,-135,-4,-6
,236,2018/03/15 01:38:51.27,-2877,9836,-12850,-64,72,-57,80,-136,-137,-4,-11
,237,2018/03/15 01:38:51.28,-2922,9918,-12771,-62,75,-64,73,-137,-137,-6,-4
,238,2018/03/15 01:38:51.29,-2882,9859,-12802,-62,73,-63,74,-135,-137,-5,-5
,239,2018/03/15 01:38:51.30,-2810,9823,-12780,-67,63,-65,73,-130,-138,2,-4
,240,2018/03/15 01:38:51.31,-2866,9824,-12777,-61,71,-61,77,-132,-138,-5,-8
,241,2018/03/15 01:38:51.32,-2852,9846,-12799,-65,69,-56,82,-134,-138,-2,-13
,242,2018/03/15 01:38:51.33,-2885,9875,-12819,-58,73,-55,77,-131,-132,-7,-11
,243,2018/03/15 01:38:51.34,-2844,9832,-12830,-57,73,-52,81,-130,-133,-8,-14
,244,2018/03/15 01:38:51.35,-2781,9808,-12806,-59,70,-54,79,-129,-133,-5,-12
,245,2018/03/15 01:38:51.36,-2853,9842,-12802,-57,75,-55,80,-132,-135,-9,-12
,246,2018/03/15 01:38:51.37,-2904,9763,-12795,-57,76,-49,88,-133,-137,-9,-19
,247,2018/03/15 01:38:51.38,-2875,9741,-12792,-57,80,-57,81,-137,-138,-11,-12
,248,2018/03/15 01:38:51.39,-2835,9710,-12779,-56,83,-54,86,-139,-140,-13,-16
,249,2018/03/15 01:38:51.40,-2814,9738,-12745,-54,77,-49,89,-131,-138,-11,-20
,250,2018/03/15 01:38:51.41,-2787,9743,-12722,-44,87,-44,92,-131,-136,-21,-24
,251,2018/03/15 01:38:51.42,-2878,9709,-12804,-48,85,-44,96,-133,-140,-18,-26
,252,2018/03/15 01:38:51.43,-2834,9709,-12800,-50,85,-47,90,-135,-137,-17,-21
,253,2018/03/15 01:38:51.44,-2734,9733,-12757,-47,83,-42,89,-130,-131,-18,-23
,254,2018/03/15 01:38:51.45,-2765,9736,-12720,-48,81,-40,86,-129,-126,-16,-23
,255,2018/03/15 01:38:51.46,-2813,9779,-12768,-42,82,-38,92,-124,-130,-20,-27
,256,2018/03/15 01:38:51.47,-2685,9695,-12801,-44,82,-36,89,-126,-125,-19,-26
,257,2018/03/15 01:38:51.48,-2653,9734,-12851,-33,89,-38,83,-122,-121,-28,-22
,258,2018/03/15 01:38:51.49,-2781,9768,-12833,-38,83,-30,87,-121,-117,-22,-28
,259,2018/03/15 01:38:51.50,-2682,9799,-12832,-42,81,-40,88,-123,-128,-19,-24
,260,2018/03/15 01:38:51.51,-2767,9819,-12804,-44,83,-46,84,-127,-130,-19,-19
,261,2018/03/15 01:38:51.52,-2716,9770,-12869,-49,77,-46,85,-126,-131,-14,-19
,262,2018/03/15 01:38:51.53,-2875,9736,-12844,-51,77,-48,86,-128,-134,-13,-19
,263,2018/03/15 01:38:51.54,-2819,9819,-12820,-52,79,-44,93,-131,-137,-13,-24
,264,2018/03/15 01:38:51.55,-2731,9838,-12861,-48,84,-48,84,-132,-132,-18,-18
,265,2018/03/15 01:38:51.56,-2798,9859,-12833,-41,88,-36,89,-129,-125,-23,-26
,266,2018/03/15 01:38:51.57,-2704,9858,-12799,-38,86,-35,89,-124,-124,-24,-27
,267,2018/03/15 01:38:51.58,-2746,9857,-12757,-43,79,-38,88,-122,-126,-18,-25
,268,2018/03/15 01:38:51.59,-2787,9854,-12797,-42,84,-41,87,-126,-128,-21,-23
,269,2018/03/15 01:38:51.60,-2764,9812,-12810,-42,77,-37,89,-119,-126,-17,-26
