// Data mode  : Standard
// Transmission speed  : 50Hz
// Accelerometer sensor's range  : 2g
// Gyroscope sensor's range  : 250dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,EOG_L1,EOG_R1,EOG_L2,EOG_R2,EOG_H1,EOG_H2,EOG_V1,EOG_V2
,65,2018/03/15 01:36:18.29,-3399,9837,-13244,-79,61,-127,6,-140,-133,9,60
,66,2018/03/15 01:36:18.31,-3336,9984,-13196,-79,46,-72,52,-125,-124,16,10
,67,2018/03/15 01:36:18.33,-3190,10089,-13226,-142,-29,-176,-53,-113,-123,85,114
,68,2018/03/15 01:36:18.35,-3130,9732,-13085,-309,-185,-355,-234,-124,-121,247,294
,69,2018/03/15 01:36:18.37,-2836,9431,-12678,-370,-247,-398,-282,-123,-116,308,340
,70,2018/03/15 01:36:18.39,-2592,9164,-12307,-318,-201,-303,-186,-117,-117,259,244
,71,2018/03/15 01:36:18.41,-2460,8963,-12378,-238,-121,-155,-32,-117,-123,179,93
,72,2018/03/15 01:36:18.43,-2281,8744,-12622,-112,17,37,184,-129,-147,47,-110
,73,2018/03/15 01:36:18.45,-2074,8562,-12886,108,260,181,346,-152,-165,-184,-263
,74,2018/03/15 01:36:18.47,-1861,8407,-13036,256,435,238,409,-179,-171,-345,-323
,75,2018/03/15 01:36:18.49,-1684,8462,-12984,286,470,211,390,-184,-179,-378,-300
,76,2018/03/15 01:36:18.51,-1548,8541,-13163,147,309,151,320,-162,-169,-228,-235
,77,2018/03/15 01:36:18.53,-1329,9020,-13243,116,271,155,314,-155,-159,-193,-234
,78,2018/03/15 01:36:18.55,-1143,9524,-13587,118,273,84,235,-155,-151,-195,-159
,79,2018/03/15 01:36:18.57,-1079,10241,-13671,70,234,-18,136,-164,-154,-152,-59
,80,2018/03/15 01:36:18.59,-1234,10691,-13888,-9,138,-38,111,-147,-149,-64,-36
,81,2018/03/15 01:36:18.61,-1417,10673,-14065,-58,88,-30,121,-146,-151,-15,-45
,82,2018/03/15 01:36:18.63,-1595,10539,-13797,-86,60,-40,108,-146,-148,13,-34
,83,2018/03/15 01:36:18.65,-1801,10283,-13470,-45,103,-58,84,-148,-142,-29,-13
,84,2018/03/15 01:36:18.67,-1750,9784,-13307,-16,131,-54,89,-147,-143,-57,-17
,85,2018/03/15 01:36:18.69,-1796,9460,-13116,19,167,52,201,-148,-149,-93,-126
,86,2018/03/15 01:36:18.71,-1764,9323,-12858,74,224,180,341,-150,-161,-149,-260
,87,2018/03/15 01:36:18.73,-1776,9116,-13059,196,360,223,394,-164,-171,-278,-308
,88,2018/03/15 01:36:18.75,-1826,8528,-13169,131,295,-5,145,-164,-150,-213,-70
,89,2018/03/15 01:36:18.77,-1750,8992,-13035,-41,102,-118,16,-143,-134,-30,51
,90,2018/03/15 01:36:18.79,-2016,9152,-13272,-87,55,-70,74,-142,-144,16,-2
,91,2018/03/15 01:36:18.81,-2084,9153,-13290,-85,49,-28,117,-134,-145,18,-44
,92,2018/03/15 01:36:18.83,-1977,9199,-13455,-72,70,-52,92,-142,-144,1,-20
,93,2018/03/15 01:36:18.85,-2077,9506,-13334,-45,100,-82,54,-145,-136,-27,14
,94,2018/03/15 01:36:18.87,-2017,9506,-12774,-46,92,-93,33,-138,-126,-23,30
,95,2018/03/15 01:36:18.89,-2021,9682,-12900,-78,45,-66,56,-123,-122,16,5
,96,2018/03/15 01:36:18.91,-2016,10132,-12906,-108,14,-59,63,-122,-122,47,-2
,97,2018/03/15 01:36:18.93,-2116,10247,-13053,-95,21,-75,38,-116,-113,37,18
,98,2018/03/15 01:36:18.95,-2022,10201,-12955,-67,52,-99,18,-119,-117,7,40
,99,2018/03/15 01:36:18.97,-1963,10198,-13030,-52,67,-86,29,-119,-115,-7,28
,100,2018/03/15 01:36:18.99,-1942,10179,-12990,-70,41,-44,59,-111,-103,14,-7
,101,2018/03/15 01:36:19.01,-1919,10089,-12980,-90,-5,-42,42,-85,-84,47,0
,102,2018/03/15 01:36:19.03,-1937,9980,-12976,-62,13,-55,21,-75,-76,24,17
,103,2018/03/15 01:36:19.05,-1980,9717,-13009,-34,53,-85,2,-87,-87,-9,41
,104,2018/03/15 01:36:19.07,-1907,9618,-12878,-57,44,-87,12,-101,-99,6,37
,105,2018/03/15 01:36:19.09,-1981,9566,-12926,-75,16,-28,72,-91,-100,29,-22
,106,2018/03/15 01:36:19.11,-1927,9620,-12790,-64,32,-20,85,-96,-105,16,-32
,107,2018/03/15 01:36:19.13,-2015,9680,-13076,-46,70,-36,83,-116,-119,-12,-23
,108,2018/03/15 01:36:19.15,-2084,9642,-13048,13,130,-40,69,-117,-109,-71,-14
,109,2018/03/15 01:36:19.17,-2218,9671,-12929,-8,105,-34,71,-113,-105,-48,-18
,110,2018/03/15 01:36:19.19,-2382,9712,-12957,-49,59,-13,108,-108,-121,-5,-47
,111,2018/03/15 01:36:19.21,-2406,9918,-13040,-58,60,-25,105,-118,-130,-1,-40
,112,2018/03/15 01:36:19.23,-2423,10007,-12995,-44,89,-56,73,-133,-129,-22,-8
,113,2018/03/15 01:36:19.25,-2549,9927,-12901,-9,133,-58,81,-142,-139,-62,-11
,114,2018/03/15 01:36:19.27,-2631,9901,-12994,-26,112,-50,90,-138,-140,-43,-20
,115,2018/03/15 01:36:19.29,-2732,9798,-12961,-76,56,-44,91,-132,-135,10,-23
,116,2018/03/15 01:36:19.31,-2806,9719,-12947,-92,42,-66,83,-134,-149,25,-8
,117,2018/03/15 01:36:19.33,-2821,9585,-12893,-64,76,-92,43,-140,-135,-6,24
,118,2018/03/15 01:36:19.35,-2969,9472,-12846,-40,94,-84,40,-134,-124,-27,22
,119,2018/03/15 01:36:19.37,-3009,9227,-12843,-50,77,-53,74,-127,-127,-13,-10
,120,2018/03/15 01:36:19.39,-3136,9093,-12853,-83,42,-48,91,-125,-139,20,-21
,121,2018/03/15 01:36:19.41,-3090,9023,-12774,-92,42,-53,70,-134,-123,25,-8
,122,2018/03/15 01:36:19.43,-3078,9049,-12737,-48,78,-80,45,-126,-125,-15,17
,123,2018/03/15 01:36:19.45,-3089,9274,-12778,-28,111,-74,58,-139,-132,-41,8
,124,2018/03/15 01:36:19.47,-3021,9370,-12833,-46,84,-32,97,-130,-129,-19,-32
,125,2018/03/15 01:36:19.49,-2977,9534,-12905,-67,55,-12,121,-122,-133,6,-54
,126,2018/03/15 01:36:19.51,-2934,9550,-12933,-44,83,-22,107,-127,-129,-19,-42
,127,2018/03/15 01:36:19.53,-2903,9654,-12939,5,138,-35,92,-133,-127,-71,-28
,128,2018/03/15 01:36:19.55,-2853,9764,-12945,5,140,-39,93,-135,-132,-72,-27
,129,2018/03/15 01:36:19.57,-2844,9779,-12925,-35,97,-9,130,-132,-139,-31,-60
,130,2018/03/15 01:36:19.59,-2845,9824,-12948,-43,96,6,161,-139,-155,-26,-83
,131,2018/03/15 01:36:19.61,-2772,9698,-12929,-33,126,-31,134,-159,-165,-46,-51
,132,2018/03/15 01:36:19.63,-2781,9682,-12827,-8,170,-55,122,-178,-177,-81,-33
,133,2018/03/15 01:36:19.65,-2814,9749,-12883,-12,175,-44,135,-187,-179,-81,-45
,134,2018/03/15 01:36:19.67,-2784,9712,-12878,-45,127,-18,155,-172,-173,-41,-68
,135,2018/03/15 01:36:19.69,-2795,9687,-12892,-66,99,-22,152,-165,-174,-16,-65
,136,2018/03/15 01:36:19.71,-2732,9587,-12824,-57,122,-71,111,-179,-182,-32,-20
,137,2018/03/15 01:36:19.73,-2668,9684,-12857,-52,144,-89,95,-196,-184,-46,-3
,138,2018/03/15 01:36:19.75,-2705,9727,-12889,-46,137,-60,115,-183,-175,-45,-27
,139,2018/03/15 01:36:19.77,-2622,9640,-12953,-66,103,-24,147,-169,-171,-18,-61
,140,2018/03/15 01:36:19.79,-2652,9603,-12876,-76,84,-39,124,-160,-163,-4,-42
,141,2018/03/15 01:36:19.81,-2839,9686,-12942,-60,100,-78,79,-160,-157,-20,0
,142,2018/03/15 01:36:19.83,-2753,9706,-12804,-37,126,-79,69,-163,-148,-44,5
,143,2018/03/15 01:36:19.85,-2800,9644,-12899,-40,106,-53,96,-146,-149,-33,-21
,144,2018/03/15 01:36:19.87,-2761,9594,-12957,-75,74,-33,123,-149,-156,0,-45
,145,2018/03/15 01:36:19.89,-2850,9663,-12900,-76,71,-45,107,-147,-152,2,-31
,146,2018/03/15 01:36:19.91,-2834,9750,-12923,-57,99,-78,72,-156,-150,-21,3
,147,2018/03/15 01:36:19.93,-2832,9665,-13009,-28,122,-77,64,-150,-141,-47,6
,148,2018/03/15 01:36:19.95,-2903,9629,-12915,-50,92,-50,92,-142,-142,-21,-21
,149,2018/03/15 01:36:19.97,-2951,9584,-12908,-79,59,-42,115,-138,-157,10,-36
,150,2018/03/15 01:36:19.99,-3023,9644,-12816,-83,63,-46,88,-146,-134,10,-21
,151,2018/03/15 01:36:20.01,-2942,9577,-12796,-34,97,-70,55,-131,-125,-31,7
,152,2018/03/15 01:36:20.03,-3039,9574,-12855,-27,105,-71,54,-132,-125,-39,8
,153,2018/03/15 01:36:20.05,-2936,9602,-13024,-56,71,-46,81,-127,-127,-7,-17
,154,2018/03/15 01:36:20.07,-2917,9543,-12819,-82,40,-46,83,-122,-129,21,-18
,155,2018/03/15 01:36:20.09,-2822,9652,-12840,-86,37,-59,60,-123,-119,24,0
,156,2018/03/15 01:36:20.11,-2899,9589,-12806,-31,85,-73,40,-116,-113,-27,16
,157,2018/03/15 01:36:20.13,-2885,9666,-12796,-33,96,-77,54,-129,-131,-31,11
,158,2018/03/15 01:36:20.15,-2818,9728,-12779,-56,66,-32,94,-122,-126,-5,-31
,159,2018/03/15 01:36:20.17,-2819,9775,-12834,-77,41,-44,83,-118,-127,18,-19
,160,2018/03/15 01:36:20.19,-2790,9779,-12882,-74,51,-58,62,-125,-120,11,-2
,161,2018/03/15 01:36:20.21,-2734,9782,-12858,-22,104,-67,54,-126,-121,-41,6
,162,2018/03/15 01:36:20.23,-2740,9728,-12854,-32,96,-66,55,-128,-121,-32,5
,163,2018/03/15 01:36:20.25,-2827,9701,-12913,-59,57,-26,101,-116,-127,1,-37
,164,2018/03/15 01:36:20.27,-2767,9659,-12878,-70,53,-22,109,-123,-131,8,-43
,165,2018/03/15 01:36:20.29,-2724,9734,-12849,-43,82,-48,74,-125,-122,-19,-13
,166,2018/03/15 01:36:20.31,-2834,9597,-12799,-14,113,-51,64,-127,-115,-49,-6
,167,2018/03/15 01:36:20.33,-2797,9643,-12816,2,114,-19,88,-112,-107,-58,-34
,168,2018/03/15 01:36:20.35,-2807,9678,-12853,-34,70,-3,113,-104,-116,-18,-55
,169,2018/03/15 01:36:20.37,-2783,9625,-12818,-64,50,-38,85,-114,-123,7,-23
,170,2018/03/15 01:36:20.39,-2871,9690,-12867,-55,65,-58,55,-120,-113,-5,1
,171,2018/03/15 01:36:20.41,-2814,9600,-12877,-8,110,-52,61,-118,-113,-51,-4
,172,2018/03/15 01:36:20.43,-2852,9750,-12812,-16,104,-31,86,-120,-117,-44,-27
,173,2018/03/15 01:36:20.45,-2895,9566,-12940,-54,57,-10,107,-111,-117,-1,-48
,174,2018/03/15 01:36:20.47,-2939,9614,-12818,-58,44,-23,77,-102,-100,7,-27
,175,2018/03/15 01:36:20.49,-2921,9775,-12723,-25,75,-42,54,-100,-96,-25,-6
,176,2018/03/15 01:36:20.51,-2960,9772,-12653,15,118,-17,80,-103,-97,-66,-31
,177,2018/03/15 01:36:20.53,-2964,9829,-12873,12,115,2,110,-103,-108,-63,-56
,178,2018/03/15 01:36:20.55,-2927,9865,-12878,-44,62,6,116,-106,-110,-9,-61
,179,2018/03/15 01:36:20.57,-2966,9982,-12753,-36,70,-6,107,-106,-113,-17,-50
,180,2018/03/15 01:36:20.59,-2843,9879,-12795,-4,111,-42,65,-115,-107,-53,-11
,181,2018/03/15 01:36:20.61,-2807,9786,-12792,-1,111,-39,67,-112,-106,-55,-14
,182,2018/03/15 01:36:20.63,-2849,9742,-12845,-18,90,-6,108,-108,-114,-36,-51
,183,2018/03/15 01:36:20.65,-2873,9737,-12862,-35,71,20,129,-106,-109,-18,-74
,184,2018/03/15 01:36:20.67,-2755,9710,-12762,-26,74,-18,80,-100,-98,-24,-31
,185,2018/03/15 01:36:20.69,-2850,9669,-12808,-7,93,-38,55,-100,-93,-43,-8
,186,2018/03/15 01:36:20.71,-2807,9680,-12894,18,121,-21,82,-103,-103,-69,-30
,187,2018/03/15 01:36:20.73,-2894,9649,-12793,-12,94,-4,109,-106,-113,-41,-52
,188,2018/03/15 01:36:20.75,-2836,9613,-12841,-56,52,-8,110,-108,-118,2,-51
,189,2018/03/15 01:36:20.77,-2795,9645,-12716,-33,80,-23,80,-113,-103,-23,-28
,190,2018/03/15 01:36:20.79,-2850,9668,-12785,-1,106,-55,47,-107,-102,-52,4
,191,2018/03/15 01:36:20.81,-2677,9666,-12920,-20,91,-48,60,-111,-108,-35,-6
,192,2018/03/15 01:36:20.83,-2792,9703,-12916,-45,62,-6,106,-107,-112,-8,-50
,193,2018/03/15 01:36:20.85,-2737,9569,-12836,-40,63,13,125,-103,-112,-11,-69
,194,2018/03/15 01:36:20.87,-2791,9765,-12965,-10,98,-23,80,-108,-103,-44,-28
,195,2018/03/15 01:36:20.89,-2748,9797,-12818,5,116,-44,59,-111,-103,-60,-7
,196,2018/03/15 01:36:20.91,-2770,9763,-12878,-4,109,-24,90,-113,-114,-52,-33
,197,2018/03/15 01:36:20.93,-2797,9683,-12884,-36,76,-2,119,-112,-121,-20,-58
,198,2018/03/15 01:36:20.95,-2782,9630,-12799,-48,64,-16,94,-112,-110,-8,-39
,199,2018/03/15 01:36:20.97,-2832,9680,-12836,-22,77,-39,52,-99,-91,-27,-6
,200,2018/03/15 01:36:20.99,-2886,9650,-12810,4,112,-52,52,-108,-104,-58,0
,201,2018/03/15 01:36:21.01,-2880,9718,-12880,-15,94,-19,88,-109,-107,-39,-34
,202,2018/03/15 01:36:21.03,-2811,9729,-12791,-36,69,2,118,-105,-116,-16,-60
,203,2018/03/15 01:36:21.05,-2823,9675,-12842,-46,65,-14,102,-111,-116,-9,-44
,204,2018/03/15 01:36:21.07,-2884,9750,-12816,-18,98,-44,67,-116,-111,-40,-11
,205,2018/03/15 01:36:21.09,-2861,9645,-12950,0,121,-45,68,-121,-113,-60,-11
,206,2018/03/15 01:36:21.11,-2853,9565,-12931,-16,96,-18,96,-112,-114,-40,-39
,207,2018/03/15 01:36:21.13,-2864,9691,-12693,-49,57,-1,111,-106,-112,-4,-55
,208,2018/03/15 01:36:21.15,-2806,9742,-12776,-35,70,-12,99,-105,-111,-17,-43
,209,2018/03/15 01:36:21.17,-2817,9754,-12847,-13,98,-51,51,-111,-102,-42,0
,210,2018/03/15 01:36:21.19,-2732,9815,-12831,-1,111,-36,77,-112,-113,-55,-20
,211,2018/03/15 01:36:21.21,-2770,9676,-12679,-8,110,8,127,-118,-119,-51,-67
,212,2018/03/15 01:36:21.23,-2850,9798,-12819,-35,73,-1,117,-108,-118,-19,-58
,213,2018/03/15 01:36:21.25,-2892,9795,-12823,-40,76,-20,98,-116,-118,-18,-39
,214,2018/03/15 01:36:21.27,-2777,9695,-12825,-2,116,-42,67,-118,-109,-57,-12
,215,2018/03/15 01:36:21.29,-2797,9768,-12799,4,121,-29,82,-117,-111,-62,-26
,216,2018/03/15 01:36:21.31,-2772,9773,-12805,-24,84,-8,105,-108,-113,-30,-48
,217,2018/03/15 01:36:21.33,-2768,9879,-12818,-52,53,-3,104,-105,-107,0,-50
,218,2018/03/15 01:36:21.35,-2829,9869,-12813,-36,65,-27,69,-101,-96,-14,-21
,219,2018/03/15 01:36:21.37,-2764,9837,-12713,-16,84,-59,36,-100,-95,-34,11
,220,2018/03/15 01:36:21.39,-2820,9798,-12766,-23,82,-48,57,-105,-105,-29,-4
,221,2018/03/15 01:36:21.41,-2775,9753,-12788,-43,56,-6,103,-99,-109,-6,-48
,222,2018/03/15 01:36:21.43,-2700,9749,-12790,-52,53,-14,98,-105,-112,0,-42
,223,2018/03/15 01:36:21.45,-2705,9685,-12836,-40,66,-38,65,-106,-103,-13,-13
,224,2018/03/15 01:36:21.47,-2690,9752,-12831,0,110,-49,54,-110,-103,-55,-2
,225,2018/03/15 01:36:21.49,-2791,9810,-12818,-9,92,-24,72,-101,-96,-41,-24
,226,2018/03/15 01:36:21.51,-2725,9865,-12836,-35,62,-4,106,-97,-110,-13,-51
,227,2018/03/15 01:36:21.53,-2774,9857,-12843,-54,54,-7,105,-108,-112,0,-49
,228,2018/03/15 01:36:21.55,-2740,9887,-12807,-12,99,-24,72,-111,-96,-43,-24
,229,2018/03/15 01:36:21.57,-2686,9708,-12747,17,120,-32,76,-103,-108,-68,-22
,230,2018/03/15 01:36:21.59,-2768,9755,-12808,0,116,-12,101,-116,-113,-58,-44
,231,2018/03/15 01:36:21.61,-2816,9761,-12703,-40,70,-1,119,-110,-120,-15,-59
,232,2018/03/15 01:36:21.63,-2767,9766,-12755,-44,64,-12,93,-108,-105,-10,-40
,233,2018/03/15 01:36:21.65,-2774,9742,-12797,-12,91,-42,62,-103,-104,-39,-10
,234,2018/03/15 01:36:21.67,-2722,9703,-12764,-8,112,-55,58,-120,-113,-52,-1
,235,2018/03/15 01:36:21.69,-2749,9796,-12758,-24,89,-11,101,-113,-112,-32,-45
,236,2018/03/15 01:36:21.71,-2747,9844,-12762,-33,77,16,136,-110,-120,-22,-76
,237,2018/03/15 01:36:21.73,-2787,9872,-12767,-27,85,-8,102,-112,-110,-29,-47
,238,2018/03/15 01:36:21.75,-2762,9876,-12701,4,114,-31,78,-110,-109,-59,-23
,239,2018/03/15 01:36:21.77,-2770,9766,-12846,20,137,-36,77,-117,-113,-78,-20
,240,2018/03/15 01:36:21.79,-2849,9750,-12952,-14,107,-3,121,-121,-124,-46,-59
,241,2018/03/15 01:36:21.81,-2743,9730,-12627,-35,74,-1,113,-109,-114,-19,-56
,242,2018/03/15 01:36:21.83,-2744,9791,-12676,-54,58,-53,56,-112,-109,-2,-1
,243,2018/03/15 01:36:21.85,-2793,9747,-12765,-32,82,-64,46,-114,-110,-25,9
,244,2018/03/15 01:36:21.87,-2826,9797,-12796,-15,107,-62,55,-122,-117,-46,3
,245,2018/03/15 01:36:21.89,-2842,9861,-12784,-78,34,-78,38,-112,-116,22,20
,246,2018/03/15 01:36:21.91,-2718,9888,-12767,-121,-7,-68,62,-114,-130,64,3
,247,2018/03/15 01:36:21.93,-2759,9888,-12800,-82,43,-62,59,-125,-121,19,1
,248,2018/03/15 01:36:21.95,-2713,9881,-12842,-18,104,-52,62,-122,-114,-43,-5
,249,2018/03/15 01:36:21.97,-2774,9858,-12830,-6,122,-33,96,-128,-129,-58,-31
,250,2018/03/15 01:36:21.99,-2721,9782,-12741,-38,89,-10,122,-127,-132,-25,-56
,251,2018/03/15 01:36:22.01,-2858,9763,-12772,-53,68,-10,113,-121,-123,-7,-51
,252,2018/03/15 01:36:22.03,-2790,9709,-12739,-34,87,-40,78,-121,-118,-26,-19
,253,2018/03/15 01:36:22.05,-2871,9712,-12745,-2,122,-41,74,-124,-115,-60,-16
,254,2018/03/15 01:36:22.07,-2879,9654,-12777,4,124,-10,110,-120,-120,-64,-50
,255,2018/03/15 01:36:22.09,-2764,9767,-12664,-28,88,4,126,-116,-122,-30,-65
,256,2018/03/15 01:36:22.11,-2886,9804,-12766,-40,73,-7,117,-113,-124,-16,-55
,257,2018/03/15 01:36:22.13,-2770,9813,-12808,-21,108,-42,84,-129,-126,-43,-21
,258,2018/03/15 01:36:22.15,-2771,9877,-12806,-9,119,-48,69,-128,-117,-55,-10
,259,2018/03/15 01:36:22.17,-2722,9850,-12813,-20,100,-26,95,-120,-121,-40,-34
,260,2018/03/15 01:36:22.19,-2825,9823,-12826,-49,63,19,130,-112,-111,-7,-74
,261,2018/03/15 01:36:22.21,-2799,9828,-12783,-23,76,-10,96,-99,-106,-26,-43
,262,2018/03/15 01:36:22.23,-2837,9790,-12798,-27,80,-58,51,-107,-109,-26,3
,263,2018/03/15 01:36:22.25,-2907,9773,-12807,-8,109,-40,67,-117,-107,-50,-13
,264,2018/03/15 01:36:22.27,-2859,9816,-12787,-16,91,-14,102,-107,-116,-37,-44
,265,2018/03/15 01:36:22.29,-2782,9802,-12821,-45,68,2,118,-113,-116,-11,-60
,266,2018/03/15 01:36:22.31,-2802,9748,-12713,-32,72,-17,90,-104,-107,-20,-36
,267,2018/03/15 01:36:22.33,-2795,9714,-12756,-13,95,-42,60,-108,-102,-41,-9
,268,2018/03/15 01:36:22.35,-2750,9691,-12765,1,109,-40,66,-108,-106,-55,-13
,269,2018/03/15 01:36:22.37,-2770,9717,-12787,-12,94,1,115,-106,-114,-41,-58
,270,2018/03/15 01:36:22.39,-2756,9811,-12802,-38,67,1,111,-105,-110,-14,-56
,271,2018/03/15 01:36:22.41,-2780,9768,-12728,-46,69,-46,86,-115,-132,-11,-20
,272,2018/03/15 01:36:22.43,-2758,9812,-12758,-35,103,-79,41,-138,-120,-34,19
