// Data mode  : Standard
// Transmission speed  : 50Hz
// Accelerometer sensor's range  : 2g
// Gyroscope sensor's range  : 250dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,EOG_L1,EOG_R1,EOG_L2,EOG_R2,EOG_H1,EOG_H2,EOG_V1,EOG_V2
,271,2018/03/15 01:38:39.23,-1240,9579,-13380,-56,71,-57,67,-127,-124,-7,-5
,272,2018/03/15 01:38:39.25,-1313,9538,-13308,-47,78,-42,84,-125,-126,-15,-21
,273,2018/03/15 01:38:39.27,-1309,9492,-13319,-38,95,-42,96,-133,-138,-28,-27
,274,2018/03/15 01:38:39.29,-1399,9379,-13295,-42,87,-36,92,-129,-128,-22,-28
,275,2018/03/15 01:38:39.31,-1347,9288,-13352,-34,88,-29,90,-122,-119,-27,-30
,276,2018/03/15 01:38:39.33,-1350,9318,-13271,-34,89,-44,87,-123,-131,-27,-21
,277,2018/03/15 01:38:39.35,-1344,9439,-13193,-36,90,-33,89,-126,-122,-27,-28
,278,2018/03/15 01:38:39.37,-1394,9416,-13200,-28,91,-22,90,-119,-112,-31,-34
,279,2018/03/15 01:38:39.39,-1305,9478,-13232,-28,91,-25,98,-119,-123,-31,-36
,280,2018/03/15 01:38:39.41,-1254,9509,-13275,-26,94,-28,89,-120,-117,-34,-30
,281,2018/03/15 01:38:39.43,-1265,9386,-13286,-32,89,-37,82,-121,-119,-28,-22
,282,2018/03/15 01:38:39.45,-1240,9467,-13308,-25,90,-18,96,-115,-114,-32,-39
,283,2018/03/15 01:38:39.47,-1305,9640,-13363,-8,110,4,123,-118,-119,-51,-63
,284,2018/03/15 01:38:39.49,-1331,9442,-13338,1,128,6,139,-127,-133,-64,-72
,285,2018/03/15 01:38:39.51,-1334,9398,-13300,1,139,3,145,-138,-142,-70,-74
,286,2018/03/15 01:38:39.53,-1367,9392,-13178,-6,135,-10,130,-141,-140,-64,-60
,287,2018/03/15 01:38:39.55,-1290,9455,-13429,-9,122,7,131,-131,-124,-56,-69
,288,2018/03/15 01:38:39.57,-1280,9425,-13229,20,126,27,121,-106,-94,-73,-74
,289,2018/03/15 01:38:39.59,-1381,9430,-13507,32,120,25,115,-88,-90,-76,-70
,290,2018/03/15 01:38:39.61,-1163,8946,-13036,15,106,5,103,-91,-98,-60,-54
,291,2018/03/15 01:38:39.63,-1208,8792,-12986,2,105,-13,97,-103,-110,-53,-42
,292,2018/03/15 01:38:39.65,-1275,9569,-13978,-10,108,-16,102,-118,-118,-49,-43
,293,2018/03/15 01:38:39.67,-1203,9514,-13237,-18,91,-17,96,-109,-113,-36,-39
,294,2018/03/15 01:38:39.69,-1260,9908,-13303,-20,86,-17,86,-106,-103,-33,-34
,295,2018/03/15 01:38:39.71,-1324,9672,-13542,-28,80,-27,78,-108,-105,-26,-25
,296,2018/03/15 01:38:39.73,-1480,9741,-13328,-20,90,-12,93,-110,-105,-35,-40
,297,2018/03/15 01:38:39.75,-1552,9457,-13110,-2,100,-15,82,-102,-97,-49,-33
,298,2018/03/15 01:38:39.77,-1367,9434,-12979,7,100,27,125,-93,-98,-53,-76
,299,2018/03/15 01:38:39.79,-1545,9248,-12945,21,120,22,123,-99,-101,-70,-72
,300,2018/03/15 01:38:39.81,-1508,9506,-13195,10,116,7,109,-106,-102,-63,-58
,301,2018/03/15 01:38:39.83,-1462,9560,-13184,18,122,19,121,-104,-102,-70,-70
,302,2018/03/15 01:38:39.85,-1350,9584,-13274,16,118,4,116,-102,-112,-67,-60
,303,2018/03/15 01:38:39.87,-1285,9555,-13087,-2,105,1,105,-107,-104,-51,-53
,304,2018/03/15 01:38:39.89,-1313,9601,-13345,-7,96,-11,99,-103,-110,-44,-44
,305,2018/03/15 01:38:39.91,-1268,9689,-13353,-17,98,-20,95,-115,-115,-40,-37
,306,2018/03/15 01:38:39.93,-1296,9578,-13263,-14,103,-33,85,-117,-118,-44,-26
,307,2018/03/15 01:38:39.95,-1344,9483,-13192,-36,85,-38,80,-121,-118,-24,-21
,308,2018/03/15 01:38:39.97,-1393,9400,-13325,-41,88,-44,93,-129,-137,-23,-24
,309,2018/03/15 01:38:39.99,-1352,9442,-13215,-59,88,-64,96,-147,-160,-14,-16
,310,2018/03/15 01:38:40.01,-1372,9394,-13232,-73,98,-87,93,-171,-180,-12,-3
,311,2018/03/15 01:38:40.03,-1285,9342,-13306,-85,103,-87,102,-188,-189,-9,-7
,312,2018/03/15 01:38:40.05,-1240,9375,-13285,-88,102,-85,95,-190,-180,-7,-5
,313,2018/03/15 01:38:40.07,-1165,9435,-13340,-81,90,-71,99,-171,-170,-4,-14
,314,2018/03/15 01:38:40.09,-1172,9574,-13479,-70,95,-69,92,-165,-161,-12,-11
,315,2018/03/15 01:38:40.11,-1207,9347,-13286,-66,92,-64,90,-158,-154,-13,-13
,316,2018/03/15 01:38:40.13,-1243,9420,-13368,-53,98,-56,95,-151,-151,-22,-19
,317,2018/03/15 01:38:40.15,-1284,9292,-13248,-56,93,-48,100,-149,-148,-18,-26
,318,2018/03/15 01:38:40.17,-1321,9251,-13411,-43,99,-34,106,-142,-140,-28,-36
,319,2018/03/15 01:38:40.19,-1362,9286,-13263,-28,108,-30,107,-136,-137,-40,-38
,320,2018/03/15 01:38:40.21,-1407,9437,-13356,-30,110,-42,101,-140,-143,-40,-29
,321,2018/03/15 01:38:40.23,-1392,9415,-13277,-38,103,-32,102,-141,-134,-32,-35
,322,2018/03/15 01:38:40.25,-1351,9520,-13290,-36,96,-34,96,-132,-130,-30,-31
,323,2018/03/15 01:38:40.27,-1458,9521,-13210,-42,86,-44,86,-128,-130,-22,-21
,324,2018/03/15 01:38:40.29,-1544,9328,-13238,-50,79,-56,78,-129,-134,-14,-11
,325,2018/03/15 01:38:40.31,-1504,9244,-13240,-49,86,-51,84,-135,-135,-18,-16
,326,2018/03/15 01:38:40.33,-1486,9246,-13297,-56,80,-48,87,-136,-135,-12,-19
,327,2018/03/15 01:38:40.35,-1443,9289,-13257,-56,72,-44,79,-128,-123,-8,-17
,328,2018/03/15 01:38:40.37,-1479,9400,-13305,-50,65,-51,72,-115,-123,-7,-10
,329,2018/03/15 01:38:40.39,-1383,9312,-13360,-47,75,-53,70,-122,-123,-14,-8
,330,2018/03/15 01:38:40.41,-1499,9429,-13163,-41,83,-43,77,-124,-120,-21,-17
,331,2018/03/15 01:38:40.43,-1364,9426,-13286,-36,83,-34,90,-119,-124,-23,-28
,332,2018/03/15 01:38:40.45,-1394,9531,-13457,-40,82,-44,82,-122,-126,-21,-19
,333,2018/03/15 01:38:40.47,-1283,9512,-13436,-47,83,-43,94,-130,-137,-18,-25
,334,2018/03/15 01:38:40.49,-1269,9470,-13340,-40,99,-34,97,-139,-131,-29,-31
,335,2018/03/15 01:38:40.51,-1277,9522,-13400,-28,102,-33,91,-130,-124,-37,-29
,336,2018/03/15 01:38:40.53,-1264,9322,-13285,-38,88,-37,100,-126,-137,-25,-31
,337,2018/03/15 01:38:40.55,-1319,9596,-13377,-39,100,-33,107,-139,-140,-30,-37
