// Data mode  : Standard
// Transmission speed  : 50Hz
// Accelerometer sensor's range  : 2g
// Gyroscope sensor's range  : 250dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,EOG_L1,EOG_R1,EOG_L2,EOG_R2,EOG_H1,EOG_H2,EOG_V1,EOG_V2
,39,2018/03/15 01:38:34.59,-1105,9318,-11566,-108,26,-104,29,-134,-133,41,37
,40,2018/03/15 01:38:34.61,-824,8916,-12093,-97,38,-97,47,-135,-144,29,25
,41,2018/03/15 01:38:34.63,-658,8929,-12816,-88,60,-76,70,-148,-146,14,3
,42,2018/03/15 01:38:34.65,-657,9322,-13598,-76,75,-65,84,-151,-149,0,-9
,43,2018/03/15 01:38:34.67,-752,10148,-13900,-73,75,-54,92,-148,-146,-1,-19
,44,2018/03/15 01:38:34.69,-895,10479,-13777,-49,94,-35,109,-143,-144,-22,-37
,45,2018/03/15 01:38:34.71,-1030,10888,-13184,-14,124,-4,134,-138,-138,-55,-65
,46,2018/03/15 01:38:34.73,-988,11018,-12603,11,141,10,137,-130,-127,-76,-73
,47,2018/03/15 01:38:34.75,-937,10880,-12558,-5,120,-23,105,-125,-128,-57,-41
,48,2018/03/15 01:38:34.77,-697,10430,-12865,-43,87,-40,88,-130,-128,-22,-24
,49,2018/03/15 01:38:34.79,-786,10274,-12328,-35,86,-33,83,-121,-116,-25,-25
,50,2018/03/15 01:38:34.81,-692,9887,-12489,-29,83,-38,77,-112,-115,-27,-19
,51,2018/03/15 01:38:34.83,-611,9470,-13255,-38,82,-41,84,-120,-125,-22,-21
,52,2018/03/15 01:38:34.85,-594,9188,-13614,-45,80,-48,81,-125,-129,-17,-16
,53,2018/03/15 01:38:34.87,-452,9039,-15216,-52,80,-45,96,-132,-141,-14,-25
,54,2018/03/15 01:38:34.89,-1196,10838,-14656,-45,100,-42,98,-145,-140,-27,-28
,55,2018/03/15 01:38:34.91,-1872,12700,-11615,-30,111,-29,121,-141,-150,-40,-46
,56,2018/03/15 01:38:34.93,-1509,11584,-14258,-8,146,5,157,-154,-152,-69,-81
,57,2018/03/15 01:38:34.95,-1640,12418,-11904,-45,104,-109,32,-149,-141,-29,38
,58,2018/03/15 01:38:34.97,-1909,11401,-12217,-163,-23,-179,-42,-140,-137,93,110
,59,2018/03/15 01:38:34.99,-1634,10651,-11727,-172,-32,-155,-15,-140,-140,102,85
,60,2018/03/15 01:38:35.01,-1728,10012,-9295,-130,10,-119,27,-140,-146,60,46
,61,2018/03/15 01:38:35.03,-1596,8591,-9187,-101,47,-95,50,-148,-145,27,22
,62,2018/03/15 01:38:35.05,-1209,8106,-10748,-76,71,-47,99,-147,-146,2,-26
,63,2018/03/15 01:38:35.07,-925,8542,-12523,-24,120,-8,126,-144,-134,-48,-59
,64,2018/03/15 01:38:35.09,-1142,8988,-14975,9,133,11,128,-124,-117,-71,-69
,65,2018/03/15 01:38:35.11,-1361,8715,-15888,33,142,37,140,-109,-103,-87,-88
,66,2018/03/15 01:38:35.13,-1567,9164,-15038,37,142,35,141,-105,-106,-89,-88
,67,2018/03/15 01:38:35.15,-1791,9934,-13989,16,123,8,124,-107,-116,-69,-66
,68,2018/03/15 01:38:35.17,-1762,10055,-13448,-4,118,-9,118,-122,-127,-57,-54
,69,2018/03/15 01:38:35.19,-2008,9888,-12801,-5,121,-16,112,-126,-128,-58,-48
,70,2018/03/15 01:38:35.21,-1819,9574,-12450,-16,111,-24,99,-127,-123,-47,-37
,71,2018/03/15 01:38:35.23,-1694,8955,-12538,-28,102,-30,107,-130,-137,-37,-38
,72,2018/03/15 01:38:35.25,-1610,8706,-12993,-38,106,-25,125,-144,-150,-34,-50
,73,2018/03/15 01:38:35.27,-1728,8603,-13592,-18,136,-9,150,-154,-159,-59,-70
,74,2018/03/15 01:38:35.29,-1673,8228,-13440,0,160,-15,145,-160,-160,-80,-65
,75,2018/03/15 01:38:35.31,-1932,8381,-13906,-26,138,-38,127,-164,-165,-56,-44
,76,2018/03/15 01:38:35.33,-2051,8803,-13954,-41,120,-33,126,-161,-159,-39,-46
,77,2018/03/15 01:38:35.35,-2260,9550,-13247,-50,101,-48,96,-151,-144,-25,-24
,78,2018/03/15 01:38:35.37,-2447,9732,-13319,-52,83,-55,77,-135,-132,-15,-11
,79,2018/03/15 01:38:35.39,-2594,9547,-12688,-39,84,-16,80,-123,-96,-22,-32
,80,2018/03/15 01:38:35.41,-2256,9458,-12379,20,103,42,127,-83,-85,-61,-84
,81,2018/03/15 01:38:35.43,-1969,9139,-12656,37,141,31,146,-104,-115,-89,-88
,82,2018/03/15 01:38:35.45,-1943,8976,-12833,-4,116,-16,102,-120,-118,-56,-43
,83,2018/03/15 01:38:35.47,-1952,8941,-13160,-16,98,-11,96,-114,-107,-41,-42
,84,2018/03/15 01:38:35.49,-2022,9027,-13407,-5,103,-10,100,-108,-110,-49,-45
,85,2018/03/15 01:38:35.51,-2086,9172,-13392,-19,89,-18,87,-108,-105,-35,-34
,86,2018/03/15 01:38:35.53,-2042,9306,-13202,-26,72,-29,77,-98,-106,-23,-24
,87,2018/03/15 01:38:35.55,-1891,9356,-13198,-37,66,-46,57,-103,-103,-14,-5
,88,2018/03/15 01:38:35.57,-1957,9521,-13443,-43,60,-43,54,-103,-97,-8,-5
,89,2018/03/15 01:38:35.59,-2099,9382,-13498,-41,61,-54,53,-102,-107,-10,0
,90,2018/03/15 01:38:35.61,-2113,10100,-13818,-66,43,-61,54,-109,-115,11,3
,91,2018/03/15 01:38:35.63,-2260,10124,-13043,-56,59,-51,68,-115,-119,-1,-8
,92,2018/03/15 01:38:35.65,-2253,9636,-13194,-51,70,-56,69,-121,-125,-9,-6
,93,2018/03/15 01:38:35.67,-2364,9189,-13422,-56,75,-60,77,-131,-137,-9,-8
,94,2018/03/15 01:38:35.69,-2317,9330,-13349,-52,88,-52,89,-140,-141,-18,-18
,95,2018/03/15 01:38:35.71,-2186,9591,-13156,-49,94,-44,95,-143,-139,-22,-25
,96,2018/03/15 01:38:35.73,-2123,9502,-13170,-58,85,-53,93,-143,-146,-13,-20
,97,2018/03/15 01:38:35.75,-2155,9357,-13246,-54,93,-51,99,-147,-150,-19,-24
,98,2018/03/15 01:38:35.77,-2072,9292,-13212,-40,109,-41,112,-149,-153,-34,-35
,99,2018/03/15 01:38:35.79,-2009,9338,-13371,-33,121,-36,113,-154,-149,-44,-38
,100,2018/03/15 01:38:35.81,-1886,9336,-13178,-48,110,-44,123,-158,-167,-31,-39
,101,2018/03/15 01:38:35.83,-1815,9425,-13389,-41,124,-38,126,-165,-164,-41,-44
,102,2018/03/15 01:38:35.85,-1685,9459,-13272,-35,124,-56,106,-159,-162,-44,-25
,103,2018/03/15 01:38:35.87,-1364,8753,-12612,-53,108,-62,92,-161,-154,-27,-15
,104,2018/03/15 01:38:35.89,-1536,9024,-13521,-58,95,-65,90,-153,-155,-18,-12
,105,2018/03/15 01:38:35.91,-1622,9306,-13435,-71,77,-81,62,-148,-143,-3,9
,106,2018/03/15 01:38:35.93,-1641,9619,-13346,-78,60,-65,69,-138,-134,9,-2
,107,2018/03/15 01:38:35.95,-1759,9890,-13208,-63,74,-64,62,-137,-126,-5,1
,108,2018/03/15 01:38:35.97,-1694,9905,-13499,-50,67,-44,70,-117,-114,-8,-13
,109,2018/03/15 01:38:35.99,-1483,9732,-13308,-28,78,1,105,-106,-104,-25,-53
,110,2018/03/15 01:38:36.01,-1606,9731,-12952,11,124,20,139,-113,-119,-67,-79
,111,2018/03/15 01:38:36.03,-1698,9247,-13233,11,126,-2,119,-115,-121,-68,-58
,112,2018/03/15 01:38:36.05,-1727,9341,-13117,-4,121,-7,116,-125,-123,-58,-54
,113,2018/03/15 01:38:36.07,-1743,9462,-13165,-6,113,-14,98,-119,-112,-53,-42
,114,2018/03/15 01:38:36.09,-1753,9652,-13254,-22,94,-24,99,-116,-123,-36,-37
,115,2018/03/15 01:38:36.11,-1693,9559,-13232,-30,90,-32,89,-120,-121,-30,-28
,116,2018/03/15 01:38:36.13,-1634,9490,-13133,-44,82,-56,83,-126,-139,-19,-13
,117,2018/03/15 01:38:36.15,-1808,9356,-13227,-68,90,-80,88,-158,-168,-11,-4
,118,2018/03/15 01:38:36.17,-1727,9462,-13102,-80,94,-85,93,-174,-178,-7,-4
,119,2018/03/15 01:38:36.19,-1965,9633,-13567,-79,94,-69,94,-173,-163,-7,-12
,120,2018/03/15 01:38:36.21,-1845,9873,-12976,-73,89,-68,96,-162,-164,-8,-14
,121,2018/03/15 01:38:36.23,-1664,9320,-13059,-73,88,-70,88,-161,-158,-7,-9
,122,2018/03/15 01:38:36.25,-1617,9360,-13279,-72,86,-75,74,-158,-149,-7,0
,123,2018/03/15 01:38:36.27,-1618,9413,-13199,-80,74,-69,82,-154,-151,3,-6
,124,2018/03/15 01:38:36.29,-1481,9387,-13268,-69,78,-64,91,-147,-155,-4,-13
,125,2018/03/15 01:38:36.31,-1409,9561,-13187,-68,84,-63,80,-152,-143,-8,-8
,126,2018/03/15 01:38:36.33,-1378,9668,-13205,-70,71,-61,80,-141,-141,0,-9
,127,2018/03/15 01:38:36.35,-1345,9586,-13243,-49,89,-51,94,-138,-145,-20,-21
,128,2018/03/15 01:38:36.37,-1319,9623,-13284,-51,99,-47,92,-150,-139,-24,-22
,129,2018/03/15 01:38:36.39,-1304,9602,-13371,-47,92,-41,97,-139,-138,-22,-28
,130,2018/03/15 01:38:36.41,-1352,9651,-13369,-44,87,-40,99,-131,-139,-21,-29
,131,2018/03/15 01:38:36.43,-1437,9599,-13343,-32,104,-29,96,-136,-125,-36,-33
,132,2018/03/15 01:38:36.45,-1293,9559,-13316,-34,101,-37,98,-135,-135,-33,-30
,133,2018/03/15 01:38:36.47,-1358,9600,-13287,-31,98,-32,100,-129,-132,-33,-34
,134,2018/03/15 01:38:36.49,-1336,9437,-13264,-34,97,-32,98,-131,-130,-31,-33
,135,2018/03/15 01:38:36.51,-1232,9677,-13291,-45,90,-43,91,-135,-134,-22,-24
,136,2018/03/15 01:38:36.53,-1185,9170,-13255,-39,93,-36,89,-132,-125,-27,-26
,137,2018/03/15 01:38:36.55,-1347,9878,-13293,-10,115,6,125,-125,-119,-52,-65
,138,2018/03/15 01:38:36.57,-1289,9462,-13384,10,127,4,135,-117,-131,-68,-69
,139,2018/03/15 01:38:36.59,-1274,9344,-13315,-10,135,-19,133,-145,-152,-62,-57
,140,2018/03/15 01:38:36.61,-1219,9483,-13240,-30,127,-28,129,-157,-157,-48,-50
,141,2018/03/15 01:38:36.63,-1281,9406,-13230,-26,124,-34,120,-150,-154,-49,-43
,142,2018/03/15 01:38:36.65,-1267,9390,-13286,-24,128,-37,113,-152,-150,-52,-38
,143,2018/03/15 01:38:36.67,-1319,9336,-13038,-43,109,-46,101,-152,-147,-33,-27
,144,2018/03/15 01:38:36.69,-1231,8720,-13033,-36,109,-40,113,-145,-153,-36,-36
,145,2018/03/15 01:38:36.71,-1346,9473,-13430,-60,100,-62,88,-160,-150,-20,-13
,146,2018/03/15 01:38:36.73,-1417,9618,-13555,-56,91,-62,77,-147,-139,-17,-7
,147,2018/03/15 01:38:36.75,-1221,9978,-13427,-63,80,-79,60,-143,-139,-8,9
,148,2018/03/15 01:38:36.77,-1605,9856,-13354,-78,50,-62,57,-128,-119,14,2
,149,2018/03/15 01:38:36.79,-1532,9843,-13232,-61,50,-40,74,-111,-114,5,-17
,150,2018/03/15 01:38:36.81,-1146,9217,-12888,-15,104,2,120,-119,-118,-44,-61
,151,2018/03/15 01:38:36.83,-1290,9050,-13210,17,140,11,130,-123,-119,-78,-70
,152,2018/03/15 01:38:36.85,-1330,9238,-13182,-2,113,-16,100,-115,-116,-55,-42
,153,2018/03/15 01:38:36.87,-1328,9354,-13404,-14,107,-2,118,-121,-120,-46,-58
,154,2018/03/15 01:38:36.89,-1204,9570,-13301,-5,117,-6,115,-122,-121,-56,-54
,155,2018/03/15 01:38:36.91,-1251,9624,-13220,-11,102,-21,95,-113,-116,-45,-37
,156,2018/03/15 01:38:36.93,-1272,9629,-13255,-23,92,-31,79,-115,-110,-34,-24
,157,2018/03/15 01:38:36.95,-1212,9385,-13242,-35,86,-39,89,-121,-128,-25,-25
,158,2018/03/15 01:38:36.97,-1243,9315,-13260,-43,85,-44,88,-128,-132,-21,-22
,159,2018/03/15 01:38:36.99,-986,8546,-12971,-49,83,-41,86,-132,-127,-17,-22
,160,2018/03/15 01:38:37.01,-1159,10820,-13749,-46,82,-56,79,-128,-135,-18,-11
,161,2018/03/15 01:38:37.03,-1152,9757,-12785,-49,95,-45,97,-144,-142,-23,-26
,162,2018/03/15 01:38:37.05,-1265,9448,-13305,-37,106,-26,114,-143,-140,-34,-44
,163,2018/03/15 01:38:37.07,-1394,9120,-13314,-34,98,-29,104,-132,-133,-32,-37
,164,2018/03/15 01:38:37.09,-1329,9496,-13357,-35,91,-17,108,-126,-125,-28,-45
,165,2018/03/15 01:38:37.11,-1293,9494,-13238,-19,110,-23,114,-129,-137,-45,-45
,166,2018/03/15 01:38:37.13,-1356,9683,-13518,-16,120,-22,113,-136,-135,-52,-45
,167,2018/03/15 01:38:37.15,-1328,9515,-13159,-22,111,-26,111,-133,-137,-44,-42
,168,2018/03/15 01:38:37.17,-1376,9544,-13324,-40,104,-39,113,-144,-152,-32,-37
,169,2018/03/15 01:38:37.19,-1277,9599,-13277,-40,111,-40,115,-151,-155,-35,-37
,170,2018/03/15 01:38:37.21,-1325,9368,-13251,-38,119,-42,113,-157,-155,-40,-35
,171,2018/03/15 01:38:37.23,-1329,9356,-13148,-42,117,-44,118,-159,-162,-37,-37
,172,2018/03/15 01:38:37.25,-1341,9350,-13188,-42,118,-41,116,-160,-157,-38,-37
,173,2018/03/15 01:38:37.27,-1395,9252,-13229,-44,112,-36,122,-156,-158,-34,-43
,174,2018/03/15 01:38:37.29,-1468,9450,-13133,-30,125,-22,128,-155,-150,-47,-53
,175,2018/03/15 01:38:37.31,-1392,9495,-13116,-9,136,-6,130,-145,-136,-63,-62
,176,2018/03/15 01:38:37.33,-1356,9437,-13203,0,132,0,129,-132,-129,-66,-64
,177,2018/03/15 01:38:37.35,-1370,9598,-13436,-1,126,-4,123,-127,-127,-62,-59
,178,2018/03/15 01:38:37.37,-1322,9747,-13259,-15,114,-16,118,-129,-134,-49,-51
,179,2018/03/15 01:38:37.39,-1427,9933,-13179,-24,104,-33,96,-128,-129,-40,-31
,180,2018/03/15 01:38:37.41,-1498,9326,-13239,-39,89,-42,78,-128,-120,-25,-18
,181,2018/03/15 01:38:37.43,-1472,9552,-13433,-39,81,-47,74,-120,-121,-21,-13
,182,2018/03/15 01:38:37.45,-1521,9265,-13226,-43,76,-31,84,-119,-115,-16,-26
,183,2018/03/15 01:38:37.47,-1648,9718,-13257,-32,87,-46,74,-119,-120,-27,-14
,184,2018/03/15 01:38:37.49,-1343,9589,-13142,-30,82,-22,90,-112,-112,-26,-34
,185,2018/03/15 01:38:37.51,-1421,9436,-13063,14,138,13,139,-124,-126,-76,-76
,186,2018/03/15 01:38:37.53,-1400,9643,-13141,11,138,-3,125,-127,-128,-74,-61
,187,2018/03/15 01:38:37.55,-1351,9514,-13083,-5,116,-5,112,-121,-117,-55,-53
,188,2018/03/15 01:38:37.57,-1389,9395,-13266,-13,106,-14,109,-119,-123,-46,-47
,189,2018/03/15 01:38:37.59,-1329,9418,-13265,-15,109,-17,99,-124,-116,-47,-41
,190,2018/03/15 01:38:37.61,-1255,9444,-13231,-20,98,-32,84,-118,-116,-39,-26
,191,2018/03/15 01:38:37.63,-1217,9411,-13216,-43,78,-56,75,-121,-131,-17,-9
,192,2018/03/15 01:38:37.65,-1211,9128,-13180,-63,72,-60,78,-135,-138,-4,-9
,193,2018/03/15 01:38:37.67,-1240,9896,-13702,-66,66,-64,67,-132,-131,0,-1
,194,2018/03/15 01:38:37.69,-1158,10270,-13096,-62,68,-61,67,-130,-128,-3,-3
,195,2018/03/15 01:38:37.71,-1350,9595,-13127,-57,78,-52,81,-135,-133,-10,-14
,196,2018/03/15 01:38:37.73,-1328,9196,-13283,-48,87,-46,90,-135,-136,-19,-22
,197,2018/03/15 01:38:37.75,-1292,9509,-13413,-48,90,-40,101,-138,-141,-21,-30
,198,2018/03/15 01:38:37.77,-1321,9476,-13242,-38,95,-34,101,-133,-135,-28,-33
,199,2018/03/15 01:38:37.79,-1306,9567,-13184,-26,112,-20,117,-138,-137,-43,-48
,200,2018/03/15 01:38:37.81,-1275,9558,-13407,-6,126,-9,126,-132,-135,-60,-58
,201,2018/03/15 01:38:37.83,-1289,9559,-13325,-8,131,-8,127,-139,-135,-61,-59
,202,2018/03/15 01:38:37.85,-1307,9524,-13336,-19,112,-17,124,-131,-141,-46,-53
,203,2018/03/15 01:38:37.87,-1286,9409,-13363,-16,128,-10,132,-144,-142,-56,-61
,204,2018/03/15 01:38:37.89,-1285,9425,-13206,-31,125,-47,119,-156,-166,-47,-36
,205,2018/03/15 01:38:37.91,-1272,9485,-13199,-59,106,-57,106,-165,-163,-23,-24
,206,2018/03/15 01:38:37.93,-1239,9421,-13232,-58,101,-61,102,-159,-163,-21,-20
,207,2018/03/15 01:38:37.95,-1249,9322,-13437,-63,97,-53,108,-160,-161,-17,-27
,208,2018/03/15 01:38:37.97,-1173,9360,-13293,-53,109,-47,105,-162,-152,-28,-29
,209,2018/03/15 01:38:37.99,-1154,9372,-13282,-43,107,-44,104,-150,-148,-32,-30
,210,2018/03/15 01:38:38.01,-1078,9507,-13388,-36,111,-38,109,-147,-147,-37,-35
,211,2018/03/15 01:38:38.03,-1148,9511,-13276,-47,101,-47,100,-148,-147,-27,-26
,212,2018/03/15 01:38:38.05,-1128,9458,-13355,-51,92,-53,88,-143,-141,-20,-17
,213,2018/03/15 01:38:38.07,-1189,9660,-13217,-59,79,-58,72,-138,-130,-10,-7
,214,2018/03/15 01:38:38.09,-1320,9345,-13391,-51,76,-60,68,-127,-128,-12,-4
,215,2018/03/15 01:38:38.11,-1410,9540,-13599,-47,78,-46,78,-125,-124,-15,-16
,216,2018/03/15 01:38:38.13,-1305,9324,-12820,-52,69,-41,88,-121,-129,-8,-23
,217,2018/03/15 01:38:38.15,-1001,9316,-13110,-19,109,10,134,-128,-124,-45,-72
,218,2018/03/15 01:38:38.17,-1225,9362,-13471,18,151,6,136,-133,-130,-84,-71
,219,2018/03/15 01:38:38.19,-1167,9398,-13236,-2,125,-11,111,-127,-122,-61,-50
,220,2018/03/15 01:38:38.21,-1202,9525,-13310,-5,116,-5,117,-121,-122,-55,-56
,221,2018/03/15 01:38:38.23,-1226,9641,-13235,-7,113,-8,116,-120,-124,-53,-54
,222,2018/03/15 01:38:38.25,-1288,9502,-13251,-12,109,-6,106,-121,-112,-48,-50
,223,2018/03/15 01:38:38.27,-1274,9356,-13237,-7,104,-15,99,-111,-114,-48,-42
,224,2018/03/15 01:38:38.29,-1233,9292,-13192,-9,113,-30,90,-122,-120,-52,-30
,225,2018/03/15 01:38:38.31,-1369,9129,-13357,-38,86,-44,78,-124,-122,-24,-17
,226,2018/03/15 01:38:38.33,-1526,9240,-13604,-39,90,-35,92,-129,-127,-25,-28
,227,2018/03/15 01:38:38.35,-1499,9744,-13080,-38,85,-22,98,-123,-120,-23,-38
,228,2018/03/15 01:38:38.37,-1558,9417,-13018,-16,107,-24,104,-123,-128,-45,-40
,229,2018/03/15 01:38:38.39,-1467,9312,-13351,-21,109,-26,101,-130,-127,-44,-37
,230,2018/03/15 01:38:38.41,-1420,9316,-13325,-30,97,-28,101,-127,-129,-33,-36
,231,2018/03/15 01:38:38.43,-1288,9501,-13384,-26,97,-21,100,-123,-121,-35,-39
,232,2018/03/15 01:38:38.45,-1215,9612,-13217,-27,99,-28,102,-126,-130,-36,-37
,233,2018/03/15 01:38:38.47,-1279,9525,-13432,-24,108,-30,98,-132,-128,-42,-34
,234,2018/03/15 01:38:38.49,-1374,9361,-13346,-25,104,-24,103,-129,-127,-39,-39
,235,2018/03/15 01:38:38.51,-1269,9242,-13123,-23,102,-24,108,-125,-132,-39,-42
,236,2018/03/15 01:38:38.53,-1361,8884,-13170,-31,100,-36,99,-131,-135,-34,-31
,237,2018/03/15 01:38:38.55,-1314,9329,-13308,-42,90,-48,90,-132,-138,-24,-21
,238,2018/03/15 01:38:38.57,-1251,9374,-13309,-47,96,-54,87,-143,-141,-24,-16
,239,2018/03/15 01:38:38.59,-1253,9411,-13347,-50,86,-50,94,-136,-144,-18,-22
,240,2018/03/15 01:38:38.61,-1174,9381,-13363,-46,106,-32,119,-152,-151,-30,-43
,241,2018/03/15 01:38:38.63,-1239,9570,-13438,-27,119,-18,130,-146,-148,-46,-56
,242,2018/03/15 01:38:38.65,-1235,9530,-13406,-12,134,-10,141,-146,-151,-61,-65
,243,2018/03/15 01:38:38.67,-1285,9574,-13373,-3,150,-3,148,-153,-151,-73,-72
,244,2018/03/15 01:38:38.69,-1299,9398,-13329,-6,139,-6,130,-145,-136,-66,-62
,245,2018/03/15 01:38:38.71,-1402,9447,-13335,-20,117,-22,115,-137,-137,-48,-46
,246,2018/03/15 01:38:38.73,-1340,9469,-13355,-38,93,-27,104,-131,-131,-27,-38
,247,2018/03/15 01:38:38.75,-1179,9166,-12873,-31,102,-44,98,-133,-142,-35,-27
,248,2018/03/15 01:38:38.77,-1279,9141,-13214,-44,100,-50,82,-144,-132,-28,-16
,249,2018/03/15 01:38:38.79,-1367,9554,-13512,-56,82,-56,88,-138,-144,-13,-16
,250,2018/03/15 01:38:38.81,-1362,9710,-13494,-58,78,-53,77,-136,-130,-10,-12
,251,2018/03/15 01:38:38.83,-1304,9723,-13475,-60,75,-53,76,-135,-129,-7,-11
,252,2018/03/15 01:38:38.85,-1529,9512,-13419,-46,80,-59,67,-126,-126,-17,-4
,253,2018/03/15 01:38:38.87,-1397,9453,-13418,-63,67,-53,72,-130,-125,-2,-9
,254,2018/03/15 01:38:38.89,-1257,9433,-13224,-32,83,-12,110,-115,-122,-25,-49
,255,2018/03/15 01:38:38.91,-1128,9350,-13267,8,133,18,139,-125,-121,-70,-78
,256,2018/03/15 01:38:38.93,-1154,9309,-13098,8,123,-4,113,-115,-117,-65,-54
,257,2018/03/15 01:38:38.95,-1256,9261,-13294,-5,126,-4,130,-131,-134,-60,-63
,258,2018/03/15 01:38:38.97,-1146,9341,-13357,0,129,-6,118,-129,-124,-64,-56
,259,2018/03/15 01:38:38.99,-1200,9452,-13237,-7,114,-14,110,-121,-124,-53,-48
,260,2018/03/15 01:38:39.01,-1214,9481,-13218,-25,98,-29,100,-123,-129,-36,-35
,261,2018/03/15 01:38:39.03,-1171,9493,-13274,-37,94,-40,92,-131,-132,-28,-26
,262,2018/03/15 01:38:39.05,-1214,9422,-13335,-36,89,-45,79,-125,-124,-26,-17
,263,2018/03/15 01:38:39.07,-1243,9408,-13334,-50,77,-52,74,-127,-126,-13,-11
,264,2018/03/15 01:38:39.09,-1122,9511,-13220,-58,66,-63,65,-124,-128,-4,-1
,265,2018/03/15 01:38:39.11,-1288,10139,-13707,-50,76,-56,72,-126,-128,-13,-8
,266,2018/03/15 01:38:39.13,-1354,9554,-12999,-59,64,-74,50,-123,-124,-2,12
,267,2018/03/15 01:38:39.15,-1391,9215,-13105,-64,70,-63,69,-134,-132,-3,-3
,268,2018/03/15 01:38:39.17,-1387,9129,-13325,-64,65,-64,65,-129,-129,0,0
,269,2018/03/15 01:38:39.19,-1310,9242,-13234,-67,63,-58,70,-130,-128,2,-6
,270,2018/03/15 01:38:39.21,-1246,9523,-13387,-57,69,-54,71,-126,-125,-6,-8
