// Data mode  : Standard
// Transmission speed  : 50Hz
// Accelerometer sensor's range  : 2g
// Gyroscope sensor's range  : 250dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,EOG_L1,EOG_R1,EOG_L2,EOG_R2,EOG_H1,EOG_H2,EOG_V1,EOG_V2
,271,2018/03/15 01:40:54.07,-2336,10096,-12586,-26,88,-20,89,-114,-109,-31,-34
,272,2018/03/15 01:40:54.09,-2359,10083,-12585,-21,93,-28,87,-114,-115,-36,-29
,273,2018/03/15 01:40:54.11,-2409,10065,-12618,-28,89,-36,81,-117,-117,-30,-22
,274,2018/03/15 01:40:54.13,-2481,10129,-12646,-43,85,-46,87,-128,-133,-21,-20
,275,2018/03/15 01:40:54.15,-2345,10144,-12640,-50,83,-50,85,-133,-135,-16,-17
,276,2018/03/15 01:40:54.17,-2492,10183,-12672,-57,84,-59,86,-141,-145,-13,-13
,277,2018/03/15 01:40:54.19,-2423,10234,-12568,-59,87,-58,85,-146,-143,-14,-13
,278,2018/03/15 01:40:54.21,-2338,10215,-12568,-49,93,-46,94,-142,-140,-22,-24
,279,2018/03/15 01:40:54.23,-2370,10095,-12542,-42,93,-39,101,-135,-140,-25,-31
,280,2018/03/15 01:40:54.25,-2410,10101,-12618,-41,104,-41,108,-145,-149,-31,-33
,281,2018/03/15 01:40:54.27,-2399,10146,-12533,-39,109,-32,109,-148,-141,-35,-38
,282,2018/03/15 01:40:54.29,-2540,10049,-12576,-28,120,-24,119,-148,-143,-46,-47
,283,2018/03/15 01:40:54.31,-2511,10194,-12634,-19,123,-16,123,-142,-139,-52,-53
,284,2018/03/15 01:40:54.33,-2468,10109,-12400,-21,121,-22,121,-142,-143,-50,-49
,285,2018/03/15 01:40:54.35,-2485,10159,-12659,-21,116,-13,121,-137,-134,-47,-54
,286,2018/03/15 01:40:54.37,-2461,10150,-12480,-13,115,-20,108,-128,-128,-51,-44
,287,2018/03/15 01:40:54.39,-2503,10269,-12525,-19,107,-18,107,-126,-125,-44,-44
,288,2018/03/15 01:40:54.41,-2363,10159,-12476,-24,104,-29,100,-128,-129,-40,-35
,289,2018/03/15 01:40:54.43,-2403,10302,-12677,-33,91,-33,96,-124,-129,-29,-31
,290,2018/03/15 01:40:54.45,-2416,10304,-12697,-42,92,-56,85,-134,-141,-25,-14
,291,2018/03/15 01:40:54.47,-2377,10566,-12655,-60,87,-61,84,-147,-145,-13,-11
,292,2018/03/15 01:40:54.49,-2311,10473,-12568,-56,86,-58,76,-142,-134,-15,-9
,293,2018/03/15 01:40:54.51,-2387,10321,-12646,-49,74,-47,76,-123,-123,-12,-14
,294,2018/03/15 01:40:54.53,-2403,10066,-12478,-55,72,-54,70,-127,-124,-8,-8
,295,2018/03/15 01:40:54.55,-2380,9941,-12590,-54,64,-49,71,-118,-120,-5,-11
,296,2018/03/15 01:40:54.57,-2343,9974,-12475,-50,72,-53,68,-122,-121,-11,-7
,297,2018/03/15 01:40:54.59,-2403,10058,-12582,-44,72,-42,76,-116,-118,-14,-17
,298,2018/03/15 01:40:54.61,-2424,10181,-12545,-43,76,-40,80,-119,-120,-16,-20
,299,2018/03/15 01:40:54.63,-2304,10176,-12559,-40,78,-40,80,-118,-120,-19,-20
,300,2018/03/15 01:40:54.65,-2331,10135,-12594,-41,76,-38,74,-117,-112,-17,-18
,301,2018/03/15 01:40:54.67,-2460,10155,-12584,-38,82,-44,81,-120,-125,-22,-18
,302,2018/03/15 01:40:54.69,-2394,10125,-12601,-42,88,-42,84,-130,-126,-23,-21
,303,2018/03/15 01:40:54.71,-2492,10157,-12615,-44,83,-40,84,-127,-124,-19,-22
,304,2018/03/15 01:40:54.73,-2467,10112,-12621,-37,80,-34,83,-117,-117,-21,-24
,305,2018/03/15 01:40:54.75,-2491,10170,-12572,-40,84,-44,80,-124,-124,-22,-18
,306,2018/03/15 01:40:54.77,-2438,10275,-12538,-41,81,-42,79,-122,-121,-20,-18
,307,2018/03/15 01:40:54.79,-2408,10299,-12586,-37,87,-34,89,-124,-123,-25,-27
,308,2018/03/15 01:40:54.81,-2421,10225,-12557,-30,92,-32,94,-122,-126,-31,-31
,309,2018/03/15 01:40:54.83,-2488,10166,-12582,-34,92,-28,91,-126,-119,-29,-31
,310,2018/03/15 01:40:54.85,-2425,10162,-12596,-30,88,-33,83,-118,-116,-29,-25
,311,2018/03/15 01:40:54.87,-2449,10158,-12554,-36,82,-33,88,-118,-121,-23,-27
,312,2018/03/15 01:40:54.89,-2360,10155,-12632,-32,96,-31,97,-128,-128,-32,-33
,313,2018/03/15 01:40:54.91,-2328,10154,-12613,-34,89,-28,92,-123,-120,-27,-32
,314,2018/03/15 01:40:54.93,-2435,10135,-12629,-32,92,-28,94,-124,-122,-30,-33
,315,2018/03/15 01:40:54.95,-2476,10108,-12684,-25,92,-23,91,-117,-114,-33,-34
,316,2018/03/15 01:40:54.97,-2426,10044,-12571,-21,97,-25,93,-118,-118,-38,-34
,317,2018/03/15 01:40:54.99,-2434,10056,-12592,-25,96,-28,96,-121,-124,-35,-34
,318,2018/03/15 01:40:55.01,-2380,10142,-12516,-34,92,-29,96,-126,-125,-29,-33
,319,2018/03/15 01:40:55.03,-2426,10147,-12520,-36,84,-47,79,-120,-126,-24,-16
,320,2018/03/15 01:40:55.05,-2369,10193,-12799,-53,72,-67,56,-125,-123,-9,5
,321,2018/03/15 01:40:55.07,-2316,10156,-12674,-79,42,-106,14,-121,-120,18,46
,322,2018/03/15 01:40:55.09,-2393,10120,-12637,-128,-11,-141,-28,-117,-113,69,84
,323,2018/03/15 01:40:55.11,-2405,10219,-12637,-144,-25,-133,-7,-119,-126,84,70
,324,2018/03/15 01:40:55.13,-2388,10123,-12600,-122,6,-104,27,-128,-131,58,38
,325,2018/03/15 01:40:55.15,-2385,10077,-12549,-83,51,-67,66,-134,-133,16,0
,326,2018/03/15 01:40:55.17,-2471,10079,-12569,-42,87,-30,95,-129,-125,-22,-32
,327,2018/03/15 01:40:55.19,-2335,10108,-12630,-24,104,-13,113,-128,-126,-40,-50
,328,2018/03/15 01:40:55.21,-2315,10116,-12640,-8,116,1,133,-124,-132,-54,-67
,329,2018/03/15 01:40:55.23,-2407,10115,-12653,-2,125,3,128,-127,-125,-61,-65
,330,2018/03/15 01:40:55.25,-2364,10059,-12628,13,135,-1,128,-122,-129,-74,-63
,331,2018/03/15 01:40:55.27,-2385,10079,-12588,-1,128,-8,114,-129,-122,-63,-53
,332,2018/03/15 01:40:55.29,-2379,10159,-12664,-3,124,-3,127,-127,-130,-60,-62
,333,2018/03/15 01:40:55.31,-2423,10181,-12677,-14,115,-3,129,-129,-132,-50,-63
,334,2018/03/15 01:40:55.33,-2429,10227,-12596,-8,122,-15,114,-130,-129,-57,-49
,335,2018/03/15 01:40:55.35,-2430,10217,-12567,-10,117,-18,114,-127,-132,-53,-48
,336,2018/03/15 01:40:55.37,-2387,10133,-12595,-19,113,-22,108,-132,-130,-47,-43
,337,2018/03/15 01:40:55.39,-2434,10090,-12595,-19,109,-20,114,-128,-134,-45,-47
,338,2018/03/15 01:40:55.41,-2418,10101,-12612,-27,104,-24,100,-131,-124,-38,-38
,339,2018/03/15 01:40:55.43,-2333,10095,-12632,-26,99,-31,99,-125,-130,-36,-34
,340,2018/03/15 01:40:55.45,-2363,10108,-12632,-29,101,-29,98,-130,-127,-36,-34
,341,2018/03/15 01:40:55.47,-2307,10080,-12655,-30,101,-32,100,-131,-132,-35,-34
,342,2018/03/15 01:40:55.49,-2326,10093,-12518,-32,98,-28,105,-130,-133,-33,-38
,343,2018/03/15 01:40:55.51,-2279,10163,-12663,-31,96,-31,92,-127,-123,-32,-30
,344,2018/03/15 01:40:55.53,-2403,10089,-12640,-34,91,-41,92,-125,-133,-28,-25
,345,2018/03/15 01:40:55.55,-2405,10092,-12681,-41,93,-42,86,-134,-128,-26,-22
,346,2018/03/15 01:40:55.57,-2384,10070,-12624,-46,88,-44,88,-134,-132,-21,-22
,347,2018/03/15 01:40:55.59,-2443,10161,-12657,-44,81,-38,85,-125,-123,-18,-23
,348,2018/03/15 01:40:55.61,-2461,10141,-12669,-42,80,-43,80,-122,-123,-19,-18
,349,2018/03/15 01:40:55.63,-2489,10043,-12697,-46,79,-50,75,-125,-125,-16,-12
,350,2018/03/15 01:40:55.65,-2342,10113,-12473,-52,78,-47,79,-130,-126,-13,-16
,351,2018/03/15 01:40:55.67,-2409,10190,-12495,-48,80,-46,79,-128,-125,-16,-16
,352,2018/03/15 01:40:55.69,-2329,10162,-12633,-55,67,-53,72,-122,-125,-6,-9
,353,2018/03/15 01:40:55.71,-2388,10183,-12781,-59,64,-58,66,-123,-124,-2,-4
,354,2018/03/15 01:40:55.73,-2358,10101,-12646,-53,70,-56,67,-123,-123,-8,-5
,355,2018/03/15 01:40:55.75,-2387,10123,-12624,-55,71,-61,61,-126,-122,-8,0
,356,2018/03/15 01:40:55.77,-2412,10106,-12634,-59,63,-54,70,-122,-124,-2,-8
,357,2018/03/15 01:40:55.79,-2461,10084,-12637,-56,66,-54,71,-122,-125,-5,-8
,358,2018/03/15 01:40:55.81,-2441,10068,-12621,-54,73,-52,74,-127,-126,-9,-11
,359,2018/03/15 01:40:55.83,-2463,10124,-12588,-45,81,-44,76,-126,-120,-18,-16
,360,2018/03/15 01:40:55.85,-2554,10092,-12566,-44,83,-44,82,-127,-126,-19,-19
,361,2018/03/15 01:40:55.87,-2475,10094,-12578,-47,82,-42,89,-129,-131,-17,-23
,362,2018/03/15 01:40:55.89,-2543,10159,-12587,-46,84,-41,85,-130,-126,-19,-22
,363,2018/03/15 01:40:55.91,-2465,10162,-12645,-35,80,-40,78,-115,-118,-22,-19
,364,2018/03/15 01:40:55.93,-2445,10172,-12623,-38,83,-38,80,-121,-118,-22,-21
,365,2018/03/15 01:40:55.95,-2361,10182,-12658,-33,89,-37,87,-122,-124,-28,-25
,366,2018/03/15 01:40:55.97,-2392,10147,-12632,-40,80,-37,85,-120,-122,-20,-24
,367,2018/03/15 01:40:55.99,-2324,10143,-12604,-42,82,-40,83,-124,-123,-20,-21
,368,2018/03/15 01:40:56.01,-2358,10111,-12653,-36,88,-46,88,-124,-134,-26,-21
,369,2018/03/15 01:40:56.03,-2421,10146,-12571,-42,86,-46,78,-128,-124,-22,-16
,370,2018/03/15 01:40:56.05,-2367,10071,-12617,-30,86,-41,87,-116,-128,-28,-23
,371,2018/03/15 01:40:56.07,-2384,10123,-12603,-46,84,-42,84,-130,-126,-19,-21
,372,2018/03/15 01:40:56.09,-2433,10041,-12620,-41,85,-41,82,-126,-123,-22,-20
,373,2018/03/15 01:40:56.11,-2325,10031,-12532,-30,94,-32,90,-124,-122,-32,-29
,374,2018/03/15 01:40:56.13,-2438,10036,-12594,-32,91,-39,83,-123,-122,-29,-22
,375,2018/03/15 01:40:56.15,-2457,10055,-12626,-43,85,-47,83,-128,-130,-21,-18
,376,2018/03/15 01:40:56.17,-2393,10182,-12650,-49,77,-46,80,-126,-126,-14,-17
,377,2018/03/15 01:40:56.19,-2409,10192,-12651,-48,82,-48,85,-130,-133,-17,-18
,378,2018/03/15 01:40:56.21,-2399,10240,-12591,-44,92,-45,93,-136,-138,-24,-24
,379,2018/03/15 01:40:56.23,-2448,10151,-12638,-44,90,-47,86,-134,-133,-23,-19
,380,2018/03/15 01:40:56.25,-2454,10087,-12751,-39,99,-31,108,-138,-139,-30,-38
,381,2018/03/15 01:40:56.27,-2414,10037,-12556,-29,108,-21,113,-137,-134,-39,-46
,382,2018/03/15 01:40:56.29,-2533,10231,-12612,-30,112,-32,112,-142,-144,-41,-40
,383,2018/03/15 01:40:56.31,-2412,10176,-12513,-27,114,-29,113,-141,-142,-43,-42
,384,2018/03/15 01:40:56.33,-2355,10177,-12569,-26,120,-31,117,-146,-148,-47,-43
,385,2018/03/15 01:40:56.35,-2335,10314,-12603,-28,121,-24,122,-149,-146,-46,-49
,386,2018/03/15 01:40:56.37,-2405,10217,-12722,-30,113,-30,113,-143,-143,-41,-41
,387,2018/03/15 01:40:56.39,-2319,10329,-12616,-40,109,-41,106,-149,-147,-34,-32
,388,2018/03/15 01:40:56.41,-2430,10245,-12528,-26,114,-20,118,-140,-138,-44,-49
,389,2018/03/15 01:40:56.43,-2407,10131,-12594,-21,118,-22,114,-139,-136,-48,-46
,390,2018/03/15 01:40:56.45,-2450,10255,-12682,-30,110,-20,117,-140,-137,-40,-48
,391,2018/03/15 01:40:56.47,-2429,10357,-12464,-27,104,-19,106,-131,-125,-38,-43
,392,2018/03/15 01:40:56.49,-2438,10101,-12545,-30,96,-36,89,-126,-125,-33,-26
,393,2018/03/15 01:40:56.51,-2377,10015,-12515,-38,86,-35,90,-124,-125,-24,-27
,394,2018/03/15 01:40:56.53,-2344,9975,-12450,-32,98,-34,93,-130,-127,-33,-29
,395,2018/03/15 01:40:56.55,-2435,10083,-12589,-36,84,-35,90,-120,-125,-24,-27
,396,2018/03/15 01:40:56.57,-2410,10121,-12617,-40,88,-39,91,-128,-130,-24,-26
,397,2018/03/15 01:40:56.59,-2369,10208,-12651,-35,95,-36,91,-130,-127,-30,-27
,398,2018/03/15 01:40:56.61,-2376,10168,-12631,-30,97,-34,95,-127,-129,-33,-30
,399,2018/03/15 01:40:56.63,-2406,10281,-12659,-38,94,-37,92,-132,-129,-28,-27
,400,2018/03/15 01:40:56.65,-2380,10260,-12623,-36,91,-32,96,-127,-128,-27,-32
,401,2018/03/15 01:40:56.67,-2462,10219,-12648,-35,92,-38,92,-127,-130,-28,-27
,402,2018/03/15 01:40:56.69,-2466,10161,-12548,-42,93,-45,83,-135,-128,-25,-19
,403,2018/03/15 01:40:56.71,-2485,10220,-12540,-40,85,-42,86,-125,-128,-22,-22
,404,2018/03/15 01:40:56.73,-2458,10210,-12573,-44,88,-41,88,-132,-129,-22,-23
,405,2018/03/15 01:40:56.75,-2378,10275,-12611,-42,84,-40,86,-126,-126,-21,-23
,406,2018/03/15 01:40:56.77,-2427,10212,-12568,-42,85,-44,86,-127,-130,-21,-21
,407,2018/03/15 01:40:56.79,-2318,10116,-12543,-47,84,-47,83,-131,-130,-18,-18
,408,2018/03/15 01:40:56.81,-2361,10109,-12587,-38,97,-42,94,-135,-136,-29,-26
,409,2018/03/15 01:40:56.83,-2389,10171,-12599,-44,90,-45,90,-134,-135,-23,-22
,410,2018/03/15 01:40:56.85,-2327,10122,-12593,-51,87,-56,82,-138,-138,-18,-13
,411,2018/03/15 01:40:56.87,-2365,10083,-12612,-46,86,-44,89,-132,-133,-20,-22
,412,2018/03/15 01:40:56.89,-2379,10088,-12559,-32,98,-34,91,-130,-125,-33,-28
,413,2018/03/15 01:40:56.91,-2338,10167,-12617,-32,97,-38,88,-129,-126,-32,-25
,414,2018/03/15 01:40:56.93,-2389,10173,-12590,-35,93,-36,95,-128,-131,-29,-29
,415,2018/03/15 01:40:56.95,-2348,10152,-12527,-42,80,-33,89,-122,-122,-19,-28
,416,2018/03/15 01:40:56.97,-2369,10151,-12607,-36,91,-42,87,-127,-129,-27,-22
,417,2018/03/15 01:40:56.99,-2421,10246,-12594,-34,92,-35,92,-126,-127,-29,-28
,418,2018/03/15 01:40:57.01,-2474,10246,-12661,-37,92,-38,93,-129,-131,-27,-27
,419,2018/03/15 01:40:57.03,-2466,10227,-12620,-38,91,-40,91,-129,-131,-26,-25
,420,2018/03/15 01:40:57.05,-2494,10228,-12641,-47,85,-42,94,-132,-136,-19,-26
,421,2018/03/15 01:40:57.07,-2501,10180,-12570,-43,91,-46,85,-134,-131,-24,-19
,422,2018/03/15 01:40:57.09,-2486,10125,-12490,-39,93,-40,88,-132,-128,-27,-24
,423,2018/03/15 01:40:57.11,-2432,10116,-12560,-37,87,-38,83,-124,-121,-25,-22
,424,2018/03/15 01:40:57.13,-2446,10096,-12566,-39,82,-33,91,-121,-124,-21,-29
,425,2018/03/15 01:40:57.15,-2489,10147,-12588,-32,92,-35,94,-124,-129,-30,-29
,426,2018/03/15 01:40:57.17,-2488,10128,-12537,-39,92,-38,91,-131,-129,-26,-26
,427,2018/03/15 01:40:57.19,-2454,10161,-12529,-35,96,-39,86,-131,-125,-30,-23
,428,2018/03/15 01:40:57.21,-2400,10090,-12561,-40,84,-42,89,-124,-131,-22,-23
,429,2018/03/15 01:40:57.23,-2334,10196,-12605,-44,88,-35,92,-132,-127,-22,-28
,430,2018/03/15 01:40:57.25,-2356,10200,-12596,-41,87,-44,84,-128,-128,-23,-20
,431,2018/03/15 01:40:57.27,-2352,10185,-12650,-47,84,-42,89,-131,-131,-18,-23
,432,2018/03/15 01:40:57.29,-2376,10218,-12596,-41,92,-36,92,-133,-128,-25,-28
,433,2018/03/15 01:40:57.31,-2339,10202,-12620,-40,90,-40,92,-130,-132,-25,-26
,434,2018/03/15 01:40:57.33,-2364,10207,-12621,-46,86,-37,97,-132,-134,-20,-30
,435,2018/03/15 01:40:57.35,-2438,10119,-12592,-40,91,-36,90,-131,-126,-25,-27
,436,2018/03/15 01:40:57.37,-2405,10103,-12600,-39,92,-51,81,-131,-132,-26,-15
,437,2018/03/15 01:40:57.39,-2412,10196,-12606,-58,72,-66,60,-130,-126,-7,3
,438,2018/03/15 01:40:57.41,-2421,10148,-12587,-72,48,-77,37,-120,-114,12,20
,439,2018/03/15 01:40:57.43,-2367,10122,-12542,-95,19,-108,14,-114,-122,38,47
,440,2018/03/15 01:40:57.45,-2406,10148,-12582,-114,8,-112,14,-122,-126,53,49
,441,2018/03/15 01:40:57.47,-2353,10124,-12656,-104,32,-97,40,-136,-137,36,28
,442,2018/03/15 01:40:57.49,-2364,10101,-12582,-78,57,-66,72,-135,-138,10,-3
,443,2018/03/15 01:40:57.51,-2334,10067,-12628,-57,77,-43,88,-134,-131,-10,-22
,444,2018/03/15 01:40:57.53,-2522,10108,-12585,-38,96,-32,104,-134,-136,-29,-36
,445,2018/03/15 01:40:57.55,-2404,10178,-12623,-29,105,-30,108,-134,-138,-38,-39
,446,2018/03/15 01:40:57.57,-2418,10238,-12640,-28,109,-26,108,-137,-134,-40,-41
,447,2018/03/15 01:40:57.59,-2425,10204,-12647,-23,115,-28,110,-138,-138,-46,-41
,448,2018/03/15 01:40:57.61,-2357,10184,-12597,-24,108,-20,112,-132,-132,-42,-46
,449,2018/03/15 01:40:57.63,-2435,10094,-12593,-26,103,-30,105,-129,-135,-38,-37
,450,2018/03/15 01:40:57.65,-2489,10079,-12641,-34,104,-45,97,-138,-142,-35,-26
,451,2018/03/15 01:40:57.67,-2422,10009,-12717,-40,102,-57,87,-142,-144,-31,-15
,452,2018/03/15 01:40:57.69,-2392,10053,-12487,-57,87,-62,84,-144,-146,-15,-11
,453,2018/03/15 01:40:57.71,-2353,10036,-12563,-54,90,-53,90,-144,-143,-18,-18
,454,2018/03/15 01:40:57.73,-2396,10183,-12642,-56,85,-61,80,-141,-141,-14,-9
,455,2018/03/15 01:40:57.75,-2405,10221,-12741,-58,84,-62,80,-142,-142,-13,-9
,456,2018/03/15 01:40:57.77,-2405,10294,-12698,-59,85,-63,79,-144,-142,-13,-8
,457,2018/03/15 01:40:57.79,-2403,10218,-12671,-59,83,-56,82,-142,-138,-12,-13
,458,2018/03/15 01:40:57.81,-2407,10179,-12558,-62,73,-61,76,-135,-137,-5,-7
,459,2018/03/15 01:40:57.83,-2414,10118,-12574,-61,74,-58,78,-135,-136,-6,-10
,460,2018/03/15 01:40:57.85,-2436,10087,-12632,-58,81,-61,81,-139,-142,-11,-10
,461,2018/03/15 01:40:57.87,-2388,10090,-12594,-56,89,-56,88,-145,-144,-16,-16
,462,2018/03/15 01:40:57.89,-2390,10116,-12651,-52,91,-43,93,-143,-136,-19,-25
,463,2018/03/15 01:40:57.91,-2358,10121,-12602,-46,86,-45,90,-132,-135,-20,-22
,464,2018/03/15 01:40:57.93,-2432,10062,-12568,-48,85,-50,82,-133,-132,-18,-16
,465,2018/03/15 01:40:57.95,-2365,10051,-12633,-44,86,-40,86,-130,-126,-21,-23
,466,2018/03/15 01:40:57.97,-2380,10073,-12620,-36,90,-38,88,-126,-126,-27,-25
,467,2018/03/15 01:40:57.99,-2392,10163,-12673,-39,88,-36,92,-127,-128,-24,-28
,468,2018/03/15 01:40:58.01,-2336,10158,-12671,-38,87,-36,88,-125,-124,-24,-26
,469,2018/03/15 01:40:58.03,-2380,10115,-12659,-39,85,-42,84,-124,-126,-23,-21
,470,2018/03/15 01:40:58.05,-2503,10141,-12687,-42,85,-42,80,-127,-122,-21,-19
,471,2018/03/15 01:40:58.07,-2450,10115,-12657,-47,81,-49,80,-128,-129,-17,-15
,472,2018/03/15 01:40:58.09,-2435,10178,-12600,-60,68,-45,79,-128,-124,-4,-17
,473,2018/03/15 01:40:58.11,-2511,10153,-12642,-42,74,-36,82,-116,-118,-16,-23
,474,2018/03/15 01:40:58.13,-2493,10054,-12591,-45,72,-50,67,-117,-117,-13,-8
,475,2018/03/15 01:40:58.15,-2422,10006,-12682,-49,68,-51,70,-117,-121,-9,-9
,476,2018/03/15 01:40:58.17,-2396,10082,-12620,-51,71,-51,74,-122,-125,-10,-11
,477,2018/03/15 01:40:58.19,-2366,10133,-12607,-55,72,-50,76,-127,-126,-8,-13
,478,2018/03/15 01:40:58.21,-2296,10130,-12659,-48,72,-43,77,-120,-120,-12,-17
,479,2018/03/15 01:40:58.23,-2344,10086,-12646,-40,76,-45,70,-116,-115,-18,-12
,480,2018/03/15 01:40:58.25,-2418,10079,-12575,-49,76,-54,72,-125,-126,-13,-9
,481,2018/03/15 01:40:58.27,-2371,10070,-12583,-52,72,-49,74,-124,-123,-10,-12
,482,2018/03/15 01:40:58.29,-2423,10156,-12658,-53,70,-50,77,-123,-127,-8,-13
,483,2018/03/15 01:40:58.31,-2433,10135,-12580,-50,78,-49,76,-128,-125,-14,-13
,484,2018/03/15 01:40:58.33,-2475,10158,-12632,-52,74,-53,72,-126,-125,-11,-9
,485,2018/03/15 01:40:58.35,-2494,10149,-12657,-49,76,-52,70,-125,-122,-13,-9
,486,2018/03/15 01:40:58.37,-2495,10064,-12589,-48,73,-46,78,-121,-124,-12,-16
,487,2018/03/15 01:40:58.39,-2399,10086,-12653,-49,70,-48,73,-119,-121,-10,-12
,488,2018/03/15 01:40:58.41,-2438,10111,-12468,-46,74,-45,74,-120,-119,-14,-14
,489,2018/03/15 01:40:58.43,-2460,10188,-12456,-47,74,-51,69,-121,-120,-13,-9
,490,2018/03/15 01:40:58.45,-2447,10153,-12648,-48,73,-49,75,-121,-124,-12,-13
,491,2018/03/15 01:40:58.47,-2382,10190,-12724,-41,80,-42,78,-121,-120,-19,-18
,492,2018/03/15 01:40:58.49,-2486,10163,-12658,-40,75,-50,69,-115,-119,-17,-9
,493,2018/03/15 01:40:58.51,-2397,10148,-12646,-44,75,-43,73,-119,-116,-15,-15
,494,2018/03/15 01:40:58.53,-2422,10084,-12571,-40,82,-39,76,-122,-115,-21,-18
,495,2018/03/15 01:40:58.55,-2402,10064,-12614,-32,80,-33,75,-112,-108,-24,-21
,496,2018/03/15 01:40:58.57,-2353,9971,-12581,-34,72,-34,76,-106,-110,-19,-21
,497,2018/03/15 01:40:58.59,-2518,10112,-12605,-39,68,-36,71,-107,-107,-14,-17
,498,2018/03/15 01:40:58.61,-2440,10089,-12640,-31,74,-31,74,-105,-105,-21,-21
,499,2018/03/15 01:40:58.63,-2415,10120,-12620,-29,76,-32,74,-105,-106,-23,-21
,500,2018/03/15 01:40:58.65,-2435,10095,-12620,-31,76,-35,76,-107,-111,-22,-20
,501,2018/03/15 01:40:58.67,-2452,10142,-12519,-41,73,-41,76,-114,-117,-16,-17
,502,2018/03/15 01:40:58.69,-2413,10074,-12645,-43,73,-36,76,-116,-112,-15,-20
,503,2018/03/15 01:40:58.71,-2381,10148,-12631,-36,72,-40,70,-108,-110,-18,-15
,504,2018/03/15 01:40:58.73,-2409,10175,-12675,-41,75,-42,70,-116,-112,-17,-14
,505,2018/03/15 01:40:58.75,-2422,10100,-12650,-34,73,-31,75,-107,-106,-19,-22
,506,2018/03/15 01:40:58.77,-2510,10064,-12617,-37,73,-38,76,-110,-114,-18,-19
,507,2018/03/15 01:40:58.79,-2463,10148,-12626,-39,72,-35,79,-111,-114,-16,-22
,508,2018/03/15 01:40:58.81,-2431,10125,-12603,-29,78,-27,75,-107,-102,-24,-24
,509,2018/03/15 01:40:58.83,-2441,10086,-12625,-26,80,-30,78,-106,-108,-27,-24
,510,2018/03/15 01:40:58.85,-2389,10195,-12617,-27,80,-24,82,-107,-106,-26,-29
,511,2018/03/15 01:40:58.87,-2433,10091,-12585,-24,81,-16,89,-105,-105,-28,-36
,512,2018/03/15 01:40:58.89,-2351,10050,-12653,-32,76,-30,79,-108,-109,-22,-24
,513,2018/03/15 01:40:58.91,-2456,10070,-12703,-37,73,-26,84,-110,-110,-18,-29
,514,2018/03/15 01:40:58.93,-2408,10023,-12594,-24,88,-31,84,-112,-115,-32,-26
,515,2018/03/15 01:40:58.95,-2380,10072,-12632,-25,84,-20,88,-109,-108,-29,-34
,516,2018/03/15 01:40:58.97,-2416,10071,-12621,-27,81,-24,87,-108,-111,-27,-31
,517,2018/03/15 01:40:58.99,-2388,10147,-12641,-27,80,-23,82,-107,-105,-26,-29
,518,2018/03/15 01:40:59.01,-2348,10152,-12605,-18,87,-21,87,-105,-108,-34,-33
,519,2018/03/15 01:40:59.03,-2453,10084,-12617,-24,90,-25,87,-114,-112,-33,-31
,520,2018/03/15 01:40:59.05,-2477,10047,-12707,-22,86,-18,87,-108,-105,-32,-34
,521,2018/03/15 01:40:59.07,-2452,10105,-12667,-16,84,-16,85,-100,-101,-34,-34
,522,2018/03/15 01:40:59.09,-2423,10062,-12585,-20,81,-20,81,-101,-101,-30,-30
,523,2018/03/15 01:40:59.11,-2429,10127,-12548,-15,88,-20,88,-103,-108,-36,-34
,524,2018/03/15 01:40:59.13,-2435,10156,-12552,-17,91,-18,90,-108,-108,-37,-36
,525,2018/03/15 01:40:59.15,-2367,10151,-12740,-20,92,-18,96,-112,-114,-36,-39
,526,2018/03/15 01:40:59.17,-2381,10116,-12696,-17,92,-18,94,-109,-112,-37,-38
,527,2018/03/15 01:40:59.19,-2386,10188,-12675,-24,90,-28,86,-114,-114,-33,-29
,528,2018/03/15 01:40:59.21,-2326,10120,-12706,-22,91,-25,90,-113,-115,-34,-32
,529,2018/03/15 01:40:59.23,-2369,10092,-12596,-26,94,-26,93,-120,-119,-34,-33
,530,2018/03/15 01:40:59.25,-2376,10031,-12600,-26,91,-34,86,-117,-120,-32,-26
,531,2018/03/15 01:40:59.27,-2457,10054,-12686,-47,70,-52,61,-117,-113,-11,-4
,532,2018/03/15 01:40:59.29,-2409,10051,-12582,-54,55,-75,30,-109,-105,0,22
,533,2018/03/15 01:40:59.31,-2434,10016,-12620,-91,12,-121,-22,-103,-99,39,71
,534,2018/03/15 01:40:59.33,-2416,10080,-12628,-121,-14,-119,-9,-107,-110,67,64
,535,2018/03/15 01:40:59.35,-2398,10047,-12627,-108,3,-97,19,-111,-116,52,39
,536,2018/03/15 01:40:59.37,-2402,10113,-12602,-88,30,-75,45,-118,-120,29,15
,537,2018/03/15 01:40:59.39,-2490,10174,-12688,-56,65,-39,76,-121,-115,-4,-18
,538,2018/03/15 01:40:59.41,-2496,10075,-12718,-21,93,-13,101,-114,-114,-36,-44
,539,2018/03/15 01:40:59.43,-2362,10167,-12690,-6,112,1,118,-118,-117,-53,-59
,540,2018/03/15 01:40:59.45,-2390,10134,-12700,4,119,6,123,-115,-117,-61,-64
,541,2018/03/15 01:40:59.47,-2399,10112,-12666,2,117,4,118,-115,-114,-59,-61
,542,2018/03/15 01:40:59.49,-2392,10063,-12614,8,123,11,122,-115,-111,-65,-66
