// Data mode  : Standard
// Transmission speed  : 50Hz
// Accelerometer sensor's range  : 2g
// Gyroscope sensor's range  : 250dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,EOG_L1,EOG_R1,EOG_L2,EOG_R2,EOG_H1,EOG_H2,EOG_V1,EOG_V2
,76,2018/03/15 01:40:50.17,-1703,10386,-12533,-60,112,-58,113,-172,-171,-26,-27
,77,2018/03/15 01:40:50.19,-1722,10256,-12611,-63,98,-66,92,-161,-158,-17,-13
,78,2018/03/15 01:40:50.21,-1716,10383,-12697,-72,88,-69,90,-160,-159,-8,-10
,79,2018/03/15 01:40:50.23,-1666,10215,-12617,-68,98,-64,94,-166,-158,-15,-15
,80,2018/03/15 01:40:50.25,-1688,10284,-12768,-61,96,-63,91,-157,-154,-17,-14
,81,2018/03/15 01:40:50.27,-1677,10288,-12687,-57,96,-50,108,-153,-158,-19,-29
,82,2018/03/15 01:40:50.29,-1669,10131,-12713,-46,109,-38,121,-155,-159,-31,-41
,83,2018/03/15 01:40:50.31,-1740,10014,-12643,-41,115,-43,115,-156,-158,-37,-36
,84,2018/03/15 01:40:50.33,-1882,10350,-12508,-50,106,-39,116,-156,-155,-28,-38
,85,2018/03/15 01:40:50.35,-1851,10510,-12458,-36,121,-43,116,-157,-159,-42,-36
,86,2018/03/15 01:40:50.37,-1845,10620,-12669,-38,120,-26,116,-158,-142,-41,-45
,87,2018/03/15 01:40:50.39,-1803,10674,-12809,-32,94,-16,98,-126,-114,-31,-41
,88,2018/03/15 01:40:50.41,-1784,10646,-12777,-12,97,-15,97,-109,-112,-42,-41
,89,2018/03/15 01:40:50.43,-1827,10332,-12476,-16,102,-18,99,-118,-117,-43,-40
,90,2018/03/15 01:40:50.45,-1890,10033,-12787,-18,101,-22,97,-119,-119,-41,-37
,91,2018/03/15 01:40:50.47,-1990,10351,-12876,-25,98,-27,99,-123,-126,-36,-36
,92,2018/03/15 01:40:50.49,-2101,10625,-12573,-40,87,-49,82,-127,-131,-23,-16
,93,2018/03/15 01:40:50.51,-1984,10491,-12461,-47,80,-44,75,-127,-119,-16,-15
,94,2018/03/15 01:40:50.53,-2065,10116,-12564,-35,74,-44,71,-109,-115,-19,-13
,95,2018/03/15 01:40:50.55,-2155,9955,-12722,-52,68,-62,62,-120,-124,-8,0
,96,2018/03/15 01:40:50.57,-2279,9834,-12414,-66,55,-66,54,-121,-120,5,6
,97,2018/03/15 01:40:50.59,-2310,9837,-12459,-80,43,-76,45,-123,-121,18,15
,98,2018/03/15 01:40:50.61,-2512,9945,-12681,-69,59,-62,64,-128,-126,5,-1
,99,2018/03/15 01:40:50.63,-2358,10035,-12559,-64,64,-61,64,-128,-125,0,-1
,100,2018/03/15 01:40:50.65,-2461,10010,-12561,-51,75,-52,75,-126,-127,-12,-11
,101,2018/03/15 01:40:50.67,-2396,9870,-12606,-58,64,-66,55,-122,-121,-3,5
,102,2018/03/15 01:40:50.69,-2416,9873,-12580,-72,46,-78,42,-118,-120,13,18
,103,2018/03/15 01:40:50.71,-2436,9966,-12573,-73,44,-88,28,-117,-116,14,30
,104,2018/03/15 01:40:50.73,-2454,10011,-12627,-86,33,-94,24,-119,-118,26,35
,105,2018/03/15 01:40:50.75,-2454,10117,-12607,-69,44,-52,58,-113,-110,12,-3
,106,2018/03/15 01:40:50.77,-2477,10170,-12549,-43,63,-44,69,-106,-113,-10,-12
,107,2018/03/15 01:40:50.79,-2578,10300,-12551,-52,69,-58,68,-121,-126,-8,-5
,108,2018/03/15 01:40:50.81,-2512,10249,-12611,-55,71,-50,66,-126,-116,-8,-8
,109,2018/03/15 01:40:50.83,-2391,10179,-12524,-48,69,-51,70,-117,-121,-10,-9
,110,2018/03/15 01:40:50.85,-2201,9572,-12204,-48,73,-44,79,-121,-123,-12,-17
,111,2018/03/15 01:40:50.87,-2218,10659,-12876,-48,75,-46,76,-123,-122,-13,-15
,112,2018/03/15 01:40:50.89,-2382,10041,-12254,-44,78,-45,78,-122,-123,-17,-16
,113,2018/03/15 01:40:50.91,-2489,10226,-12714,-46,85,-50,82,-131,-132,-19,-16
,114,2018/03/15 01:40:50.93,-2502,9946,-12515,-43,89,-42,88,-132,-130,-23,-23
,115,2018/03/15 01:40:50.95,-2524,10120,-12547,-42,88,-42,98,-130,-140,-23,-28
,116,2018/03/15 01:40:50.97,-2582,10184,-12526,-41,98,-36,110,-139,-146,-28,-37
,117,2018/03/15 01:40:50.99,-2540,10130,-12656,-31,113,-34,111,-144,-145,-41,-38
,118,2018/03/15 01:40:51.01,-2482,10139,-12579,-36,111,-37,109,-147,-146,-37,-36
,119,2018/03/15 01:40:51.03,-2573,10138,-12664,-27,114,-23,120,-141,-143,-43,-48
,120,2018/03/15 01:40:51.05,-2528,10138,-12580,-20,119,-14,124,-139,-138,-49,-55
,121,2018/03/15 01:40:51.07,-2678,10110,-12408,-18,119,-20,121,-137,-141,-50,-50
,122,2018/03/15 01:40:51.09,-2608,10295,-12528,-23,116,-26,109,-139,-135,-46,-41
,123,2018/03/15 01:40:51.11,-2505,10063,-12364,-32,109,-31,113,-141,-144,-38,-41
,124,2018/03/15 01:40:51.13,-2447,10033,-12704,-50,98,-62,89,-148,-151,-24,-13
,125,2018/03/15 01:40:51.15,-2413,10244,-12506,-87,72,-81,86,-159,-167,7,-2
,126,2018/03/15 01:40:51.17,-2475,10470,-12877,-91,79,-90,76,-170,-166,6,7
,127,2018/03/15 01:40:51.19,-2447,10330,-12628,-82,79,-88,72,-161,-160,1,8
,128,2018/03/15 01:40:51.21,-2460,10133,-12606,-84,73,-77,74,-157,-151,5,1
,129,2018/03/15 01:40:51.23,-2227,10085,-12327,-72,79,-71,77,-151,-148,-3,-3
,130,2018/03/15 01:40:51.25,-2612,10290,-12888,-74,72,-63,86,-146,-149,1,-11
,131,2018/03/15 01:40:51.27,-2641,10024,-12368,-68,73,-60,74,-141,-134,-2,-7
,132,2018/03/15 01:40:51.29,-2513,10258,-12253,-45,89,-30,98,-134,-128,-22,-34
,133,2018/03/15 01:40:51.31,-2427,10004,-12479,-26,102,-36,88,-128,-124,-38,-26
,134,2018/03/15 01:40:51.33,-2448,9997,-12514,-35,92,-28,96,-127,-124,-28,-34
,135,2018/03/15 01:40:51.35,-2406,10158,-12501,-23,90,-23,95,-113,-118,-33,-36
,136,2018/03/15 01:40:51.37,-2381,10217,-12671,-30,90,-32,86,-120,-118,-30,-27
,137,2018/03/15 01:40:51.39,-2466,10341,-12581,-31,85,-34,81,-116,-115,-27,-23
,138,2018/03/15 01:40:51.41,-2416,10201,-12526,-31,83,-35,83,-114,-118,-26,-24
,139,2018/03/15 01:40:51.43,-2372,9532,-12083,-36,82,-41,81,-118,-122,-23,-20
,140,2018/03/15 01:40:51.45,-2535,10708,-13058,-53,73,-50,79,-126,-129,-10,-14
,141,2018/03/15 01:40:51.47,-2601,10897,-12410,-43,79,-35,83,-122,-118,-18,-24
,142,2018/03/15 01:40:51.49,-2713,10130,-12441,-30,91,-34,91,-121,-125,-30,-28
,143,2018/03/15 01:40:51.51,-2561,9992,-12559,-36,94,-39,92,-130,-131,-29,-26
,144,2018/03/15 01:40:51.53,-2537,10073,-12412,-25,102,-31,98,-127,-129,-38,-33
,145,2018/03/15 01:40:51.55,-2444,10247,-12679,-40,88,-51,79,-128,-130,-24,-14
,146,2018/03/15 01:40:51.57,-2451,10381,-12560,-45,88,-45,88,-133,-133,-21,-21
,147,2018/03/15 01:40:51.59,-2403,10331,-12495,-39,93,-46,92,-132,-138,-27,-23
,148,2018/03/15 01:40:51.61,-2338,10227,-12438,-47,99,-54,92,-146,-146,-26,-19
,149,2018/03/15 01:40:51.63,-2454,10117,-12500,-50,96,-46,101,-146,-147,-23,-27
,150,2018/03/15 01:40:51.65,-2516,10158,-12512,-50,100,-51,105,-150,-156,-25,-27
,151,2018/03/15 01:40:51.67,-2480,10190,-12507,-49,107,-47,105,-156,-152,-29,-29
,152,2018/03/15 01:40:51.69,-2416,10271,-12504,-42,105,-41,107,-147,-148,-31,-33
,153,2018/03/15 01:40:51.71,-2500,10243,-12642,-32,117,-32,118,-149,-150,-42,-43
,154,2018/03/15 01:40:51.73,-2444,10218,-12546,-43,105,-47,97,-148,-144,-31,-25
,155,2018/03/15 01:40:51.75,-2543,10281,-12441,-50,86,-57,79,-136,-136,-18,-11
,156,2018/03/15 01:40:51.77,-2471,10350,-12413,-66,62,-80,41,-128,-121,2,19
,157,2018/03/15 01:40:51.79,-2417,10386,-12471,-94,31,-110,10,-125,-120,31,50
,158,2018/03/15 01:40:51.81,-2405,10326,-12641,-116,1,-123,-2,-117,-121,57,62
,159,2018/03/15 01:40:51.83,-2496,10153,-12635,-124,-6,-123,-2,-118,-121,65,62
,160,2018/03/15 01:40:51.85,-2538,10178,-12509,-123,-6,-120,2,-117,-122,64,59
,161,2018/03/15 01:40:51.87,-2524,10141,-12503,-114,6,-113,5,-120,-118,54,54
,162,2018/03/15 01:40:51.89,-2492,10157,-12496,-108,13,-109,14,-121,-123,47,47
,163,2018/03/15 01:40:51.91,-2482,10250,-12524,-103,19,-102,26,-122,-128,42,38
,164,2018/03/15 01:40:51.93,-2499,10212,-12514,-101,29,-87,46,-130,-133,36,20
,165,2018/03/15 01:40:51.95,-2451,10187,-12511,-88,35,-81,38,-123,-119,26,21
,166,2018/03/15 01:40:51.97,-2481,10196,-12521,-81,41,-76,56,-122,-132,20,10
,167,2018/03/15 01:40:51.99,-2492,10109,-12538,-70,69,-73,67,-139,-140,0,3
,168,2018/03/15 01:40:52.01,-2477,10211,-12487,-62,82,-50,91,-144,-141,-10,-20
,169,2018/03/15 01:40:52.03,-2490,10183,-12550,-54,89,-35,113,-143,-148,-17,-39
,170,2018/03/15 01:40:52.05,-2476,10135,-12652,-29,119,-21,124,-148,-145,-45,-51
,171,2018/03/15 01:40:52.07,-2419,10258,-12555,-10,138,-4,141,-148,-145,-64,-68
,172,2018/03/15 01:40:52.09,-2470,10296,-12598,5,150,13,153,-145,-140,-77,-83
,173,2018/03/15 01:40:52.11,-2512,10224,-12574,19,156,21,161,-137,-140,-87,-91
,174,2018/03/15 01:40:52.13,-2452,10248,-12478,16,159,16,158,-143,-142,-87,-87
,175,2018/03/15 01:40:52.15,-2457,10261,-12612,16,158,15,152,-142,-137,-87,-83
,176,2018/03/15 01:40:52.17,-2403,10312,-12585,20,159,20,157,-139,-137,-89,-88
,177,2018/03/15 01:40:52.19,-2436,10211,-12651,19,158,16,154,-139,-138,-88,-85
,178,2018/03/15 01:40:52.21,-2379,10095,-12577,15,151,19,149,-136,-130,-83,-84
,179,2018/03/15 01:40:52.23,-2397,10061,-12566,10,142,11,146,-132,-135,-76,-78
,180,2018/03/15 01:40:52.25,-2474,10019,-12514,10,147,14,148,-137,-134,-78,-81
,181,2018/03/15 01:40:52.27,-2463,10050,-12531,18,153,16,150,-135,-134,-85,-83
,182,2018/03/15 01:40:52.29,-2417,10033,-12538,11,146,6,143,-135,-137,-78,-74
,183,2018/03/15 01:40:52.31,-2468,10035,-12557,0,137,1,136,-137,-135,-68,-68
,184,2018/03/15 01:40:52.33,-2437,10078,-12620,-11,125,-19,124,-136,-143,-57,-52
,185,2018/03/15 01:40:52.35,-2457,10222,-12619,-16,130,-29,113,-146,-142,-57,-42
,186,2018/03/15 01:40:52.37,-2472,10232,-12582,-33,116,-38,105,-149,-143,-41,-33
,187,2018/03/15 01:40:52.39,-2449,10320,-12615,-32,116,-31,118,-148,-149,-42,-43
,188,2018/03/15 01:40:52.41,-2486,10167,-12414,-33,113,-24,114,-146,-138,-40,-45
,189,2018/03/15 01:40:52.43,-2503,10185,-12565,-23,109,-32,104,-132,-136,-43,-36
,190,2018/03/15 01:40:52.45,-2550,10254,-12505,-24,116,-34,107,-140,-141,-46,-36
,191,2018/03/15 01:40:52.47,-2472,10253,-12594,-33,103,-42,98,-136,-140,-35,-28
,192,2018/03/15 01:40:52.49,-2472,10331,-12646,-47,92,-46,90,-139,-136,-22,-22
,193,2018/03/15 01:40:52.51,-2480,10477,-12648,-50,81,-50,82,-131,-132,-15,-16
,194,2018/03/15 01:40:52.53,-2568,10198,-12566,-48,88,-58,80,-136,-138,-20,-11
,195,2018/03/15 01:40:52.55,-2476,10207,-12525,-59,80,-60,78,-139,-138,-10,-9
,196,2018/03/15 01:40:52.57,-2718,10163,-12357,-50,85,-45,89,-135,-134,-17,-22
,197,2018/03/15 01:40:52.59,-2533,10033,-12466,-34,101,-29,106,-135,-135,-33,-38
,198,2018/03/15 01:40:52.61,-2384,9916,-12423,-31,102,-29,106,-133,-135,-35,-38
,199,2018/03/15 01:40:52.63,-2342,10075,-12498,-35,106,-43,97,-141,-140,-35,-27
,200,2018/03/15 01:40:52.65,-2389,10130,-12522,-42,99,-41,96,-141,-137,-28,-27
,201,2018/03/15 01:40:52.67,-2371,10191,-12525,-34,101,-39,97,-135,-136,-33,-29
,202,2018/03/15 01:40:52.69,-2276,10276,-12522,-47,89,-46,92,-136,-138,-21,-23
,203,2018/03/15 01:40:52.71,-2321,10164,-12565,-49,88,-41,93,-137,-134,-19,-26
,204,2018/03/15 01:40:52.73,-2206,10218,-12470,-39,93,-43,88,-132,-131,-27,-22
,205,2018/03/15 01:40:52.75,-2132,10166,-12447,-50,85,-46,88,-135,-134,-17,-21
,206,2018/03/15 01:40:52.77,-2301,10486,-12954,-48,86,-46,92,-134,-138,-19,-23
,207,2018/03/15 01:40:52.79,-2407,10867,-12341,-47,85,-44,94,-132,-138,-19,-25
,208,2018/03/15 01:40:52.81,-2634,10206,-12244,-45,89,-50,91,-134,-141,-22,-20
,209,2018/03/15 01:40:52.83,-2540,9802,-12686,-42,101,-45,99,-143,-144,-29,-27
,210,2018/03/15 01:40:52.85,-2509,9955,-12583,-39,103,-37,103,-142,-140,-32,-33
,211,2018/03/15 01:40:52.87,-2394,10229,-12539,-32,105,-31,104,-137,-135,-36,-36
,212,2018/03/15 01:40:52.89,-2314,10381,-12624,-37,92,-39,94,-129,-133,-27,-27
,213,2018/03/15 01:40:52.91,-2290,10425,-12655,-46,90,-50,93,-136,-143,-22,-21
,214,2018/03/15 01:40:52.93,-2350,10315,-12527,-48,98,-49,92,-146,-141,-25,-21
,215,2018/03/15 01:40:52.95,-2299,10160,-12546,-42,96,-45,91,-138,-136,-27,-23
,216,2018/03/15 01:40:52.97,-2463,9962,-12503,-48,90,-48,94,-138,-142,-21,-23
,217,2018/03/15 01:40:52.99,-2425,9985,-12536,-46,94,-32,104,-140,-136,-24,-36
,218,2018/03/15 01:40:53.01,-2482,9991,-12533,-34,99,-32,101,-133,-133,-32,-34
,219,2018/03/15 01:40:53.03,-2485,10060,-12621,-32,99,-34,95,-131,-129,-33,-30
,220,2018/03/15 01:40:53.05,-2445,10156,-12600,-29,103,-31,100,-132,-131,-37,-34
,221,2018/03/15 01:40:53.07,-2385,10135,-12640,-33,100,-30,104,-133,-134,-33,-37
,222,2018/03/15 01:40:53.09,-2480,10302,-12550,-28,101,-27,104,-129,-131,-36,-38
,223,2018/03/15 01:40:53.11,-2470,10459,-12509,-29,100,-33,96,-129,-129,-35,-31
,224,2018/03/15 01:40:53.13,-2445,10369,-12549,-30,97,-34,97,-127,-131,-33,-31
,225,2018/03/15 01:40:53.15,-2473,10296,-12629,-32,100,-35,95,-132,-130,-34,-30
,226,2018/03/15 01:40:53.17,-2479,10379,-12606,-29,98,-31,95,-127,-126,-34,-32
,227,2018/03/15 01:40:53.19,-2472,10236,-12583,-36,94,-36,92,-130,-128,-29,-28
,228,2018/03/15 01:40:53.21,-2351,10211,-12622,-37,96,-35,95,-133,-130,-29,-30
,229,2018/03/15 01:40:53.23,-2414,10150,-12549,-53,82,-66,66,-135,-132,-14,0
,230,2018/03/15 01:40:53.25,-2419,10075,-12606,-72,55,-91,27,-127,-118,8,32
,231,2018/03/15 01:40:53.27,-2377,10073,-12490,-104,16,-127,-1,-120,-126,44,64
,232,2018/03/15 01:40:53.29,-2353,9984,-12529,-152,-29,-164,-40,-123,-124,90,102
,233,2018/03/15 01:40:53.31,-2454,10042,-12546,-161,-44,-158,-38,-117,-120,102,98
,234,2018/03/15 01:40:53.33,-2403,10144,-12582,-144,-22,-132,-12,-122,-120,83,72
,235,2018/03/15 01:40:53.35,-2468,10182,-12582,-117,2,-110,15,-119,-125,57,47
,236,2018/03/15 01:40:53.37,-2389,10211,-12575,-107,24,-98,42,-131,-140,41,28
,237,2018/03/15 01:40:53.39,-2400,10304,-12612,-86,55,-72,71,-141,-143,15,0
,238,2018/03/15 01:40:53.41,-2422,10304,-12684,-66,83,-63,86,-149,-149,-8,-11
,239,2018/03/15 01:40:53.43,-2409,10233,-12564,-55,97,-38,107,-152,-145,-21,-34
,240,2018/03/15 01:40:53.45,-2451,10173,-12542,-24,116,-9,129,-140,-138,-46,-60
,241,2018/03/15 01:40:53.47,-2381,10203,-12532,-5,132,5,143,-137,-138,-63,-74
,242,2018/03/15 01:40:53.49,-2443,10062,-12605,10,148,11,152,-138,-141,-79,-81
,243,2018/03/15 01:40:53.51,-2434,10068,-12616,12,153,8,146,-141,-138,-82,-77
,244,2018/03/15 01:40:53.53,-2384,10091,-12563,9,147,6,137,-138,-131,-78,-71
,245,2018/03/15 01:40:53.55,-2331,10045,-12613,7,140,10,145,-133,-135,-73,-77
,246,2018/03/15 01:40:53.57,-2430,10134,-12582,2,146,9,159,-144,-150,-74,-84
,247,2018/03/15 01:40:53.59,-2417,10187,-12608,-3,141,-4,138,-144,-142,-69,-67
,248,2018/03/15 01:40:53.61,-2407,10089,-12617,-4,135,-8,133,-139,-141,-65,-62
,249,2018/03/15 01:40:53.63,-2390,10178,-12581,-1,140,-5,136,-141,-141,-69,-65
,250,2018/03/15 01:40:53.65,-2348,10141,-12620,-2,141,-6,140,-143,-146,-69,-67
,251,2018/03/15 01:40:53.67,-2396,10189,-12640,-18,116,-8,128,-134,-136,-49,-60
,252,2018/03/15 01:40:53.69,-2399,10186,-12657,-7,131,-9,131,-138,-140,-62,-61
,253,2018/03/15 01:40:53.71,-2392,10091,-12655,-7,136,-3,133,-143,-136,-64,-65
,254,2018/03/15 01:40:53.73,-2358,10083,-12514,-5,136,-7,133,-141,-140,-65,-63
,255,2018/03/15 01:40:53.75,-2395,10224,-12595,-12,127,-8,129,-139,-137,-57,-60
,256,2018/03/15 01:40:53.77,-2361,10231,-12580,-15,121,-21,122,-136,-143,-53,-50
,257,2018/03/15 01:40:53.79,-2350,10205,-12641,-19,123,-23,120,-142,-143,-52,-48
,258,2018/03/15 01:40:53.81,-2409,10269,-12601,-27,124,-33,117,-151,-150,-48,-42
,259,2018/03/15 01:40:53.83,-2402,10095,-12494,-31,119,-27,115,-150,-142,-44,-44
,260,2018/03/15 01:40:53.85,-2428,10243,-12715,-30,110,-28,109,-140,-137,-40,-40
,261,2018/03/15 01:40:53.87,-2382,10338,-12605,-30,105,-29,108,-135,-137,-37,-39
,262,2018/03/15 01:40:53.89,-2405,10237,-12513,-33,107,-38,104,-140,-142,-37,-33
,263,2018/03/15 01:40:53.91,-2393,10153,-12530,-36,104,-39,98,-140,-137,-34,-29
,264,2018/03/15 01:40:53.93,-2413,10083,-12532,-39,97,-42,94,-136,-136,-29,-26
,265,2018/03/15 01:40:53.95,-2420,10094,-12526,-43,89,-42,92,-132,-134,-23,-25
,266,2018/03/15 01:40:53.97,-2419,10017,-12567,-48,88,-52,82,-136,-134,-20,-15
,267,2018/03/15 01:40:53.99,-2364,10003,-12579,-42,91,-42,83,-133,-125,-24,-20
,268,2018/03/15 01:40:54.01,-2365,10169,-12654,-36,89,-31,83,-125,-114,-26,-26
,269,2018/03/15 01:40:54.03,-2362,10192,-12691,-28,91,-20,100,-119,-120,-31,-40
,270,2018/03/15 01:40:54.05,-2333,10275,-12687,-23,96,-26,93,-119,-119,-36,-33
