// Data mode  : Standard
// Transmission speed  : 50Hz
// Accelerometer sensor's range  : 2g
// Gyroscope sensor's range  : 250dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,EOG_L1,EOG_R1,EOG_L2,EOG_R2,EOG_H1,EOG_H2,EOG_V1,EOG_V2
,208,2018/03/15 00:36:42.33,-2693,11317,-11468,-19,86,-16,95,-105,-111,-33,-39
,209,2018/03/15 00:36:42.35,-2761,11211,-11420,-24,86,-18,92,-110,-110,-31,-37
,210,2018/03/15 00:36:42.37,-2732,11229,-11361,-5,105,-20,84,-110,-104,-50,-32
,211,2018/03/15 00:36:42.39,-2719,11234,-11423,-21,84,-39,62,-105,-101,-31,-11
,212,2018/03/15 00:36:42.41,-2738,11251,-11494,-53,45,-59,38,-98,-97,4,10
,213,2018/03/15 00:36:42.43,-2668,11311,-11445,-74,21,-70,34,-95,-104,26,18
,214,2018/03/15 00:36:42.45,-2631,11313,-11410,-72,36,-71,41,-108,-112,18,15
,215,2018/03/15 00:36:42.47,-2641,11332,-11457,-68,51,-93,29,-119,-122,8,32
,216,2018/03/15 00:36:42.49,-2655,11312,-11467,-95,34,-109,19,-129,-128,30,45
,217,2018/03/15 00:36:42.51,-2675,11325,-11498,-118,8,-109,13,-126,-122,55,48
,218,2018/03/15 00:36:42.53,-2637,11346,-11446,-111,3,-94,20,-114,-114,54,37
,219,2018/03/15 00:36:42.55,-2751,11312,-11444,-89,29,-87,37,-118,-124,30,25
,220,2018/03/15 00:36:42.57,-2734,11328,-11453,-85,43,-94,33,-128,-127,21,30
,221,2018/03/15 00:36:42.59,-2706,11313,-11432,-72,64,-66,80,-136,-146,4,-7
,222,2018/03/15 00:36:42.61,-2664,11333,-11435,-92,56,-89,54,-148,-143,18,17
,223,2018/03/15 00:36:42.63,-2651,11317,-11439,-107,32,-101,41,-139,-142,37,30
,224,2018/03/15 00:36:42.65,-2733,11299,-11478,-111,26,-121,13,-137,-134,42,54
,225,2018/03/15 00:36:42.67,-2686,11327,-11487,-110,23,-105,27,-133,-132,43,39
,226,2018/03/15 00:36:42.69,-2701,11321,-11427,-87,45,-88,46,-132,-134,21,21
,227,2018/03/15 00:36:42.71,-2590,11306,-11445,-103,34,-88,51,-137,-139,34,18
,228,2018/03/15 00:36:42.73,-2642,11270,-11419,-86,50,-71,67,-136,-138,18,2
,229,2018/03/15 00:36:42.75,-2671,11297,-11440,-63,76,-72,66,-139,-138,-6,3
,230,2018/03/15 00:36:42.77,-2685,11287,-11459,-70,70,-81,55,-140,-136,0,13
,231,2018/03/15 00:36:42.79,-2657,11267,-11376,-80,64,-83,63,-144,-146,8,10
,232,2018/03/15 00:36:42.81,-2617,11305,-11475,-82,52,-53,72,-134,-125,15,-9
,233,2018/03/15 00:36:42.83,-2710,11216,-11499,-48,72,-44,72,-120,-116,-12,-14
,234,2018/03/15 00:36:42.85,-2743,11276,-11445,-47,65,-70,30,-112,-100,-9,20
,235,2018/03/15 00:36:42.87,-2666,11261,-11345,-71,26,-76,22,-97,-98,22,27
,236,2018/03/15 00:36:42.89,-2671,11359,-11397,-68,41,-49,65,-109,-114,13,-8
,237,2018/03/15 00:36:42.91,-2698,11375,-11492,-45,64,-30,76,-109,-106,-9,-23
,238,2018/03/15 00:36:42.93,-2700,11417,-11457,-49,55,-59,51,-104,-110,-3,4
,239,2018/03/15 00:36:42.95,-2693,11480,-11430,-57,65,-64,59,-122,-123,-4,2
,240,2018/03/15 00:36:42.97,-2635,11445,-11379,-53,71,-63,62,-124,-125,-9,0
,241,2018/03/15 00:36:42.99,-2647,11366,-11417,-61,64,-55,76,-125,-131,-1,-10
,242,2018/03/15 00:36:43.01,-2732,11264,-11412,-61,74,-64,74,-135,-138,-6,-5
,243,2018/03/15 00:36:43.03,-2655,11256,-11400,-59,72,-57,72,-131,-129,-6,-7
,244,2018/03/15 00:36:43.05,-2746,11336,-11424,-44,89,-53,74,-133,-127,-22,-10
,245,2018/03/15 00:36:43.07,-2774,11385,-11430,-42,89,-49,85,-131,-134,-23,-18
,246,2018/03/15 00:36:43.09,-2720,11410,-11383,-58,80,-54,82,-138,-136,-11,-14
,247,2018/03/15 00:36:43.11,-2641,11309,-11335,-53,78,-29,105,-131,-134,-12,-38
,248,2018/03/15 00:36:43.13,-2703,11277,-11356,-18,107,-16,91,-125,-107,-44,-37
,249,2018/03/15 00:36:43.15,-2680,11287,-11452,-8,84,-27,61,-92,-88,-38,-17
,250,2018/03/15 00:36:43.17,-2647,11309,-11392,-25,71,-27,72,-96,-99,-23,-22
,251,2018/03/15 00:36:43.19,-2728,11299,-11446,-30,74,-26,85,-104,-111,-22,-29
,252,2018/03/15 00:36:43.21,-2740,11404,-11398,-40,77,-38,80,-117,-118,-18,-21
,253,2018/03/15 00:36:43.23,-2760,11430,-11376,-40,75,-46,77,-115,-123,-17,-15
,254,2018/03/15 00:36:43.25,-2678,11421,-11335,-28,102,-37,87,-130,-124,-37,-25
,255,2018/03/15 00:36:43.27,-2708,11401,-11321,-35,90,-40,97,-125,-137,-27,-28
,256,2018/03/15 00:36:43.29,-2703,11400,-11345,-59,88,-61,92,-147,-153,-14,-15
,257,2018/03/15 00:36:43.31,-2728,11413,-11401,-72,71,-68,61,-143,-129,0,3
,258,2018/03/15 00:36:43.33,-2659,11414,-11426,-64,63,-56,67,-127,-123,0,-5
,259,2018/03/15 00:36:43.35,-2738,11399,-11391,-40,86,-44,90,-126,-134,-23,-23
,260,2018/03/15 00:36:43.37,-2615,11360,-11371,-41,100,-32,106,-141,-138,-29,-37
,261,2018/03/15 00:36:43.39,-2584,11354,-11390,-32,98,-10,114,-130,-124,-33,-52
,262,2018/03/15 00:36:43.41,-2732,11357,-11476,-13,111,-4,122,-124,-126,-49,-59
,263,2018/03/15 00:36:43.43,-2712,11233,-11446,-10,122,-6,124,-132,-130,-56,-59
,264,2018/03/15 00:36:43.45,-2677,11359,-11411,0,132,-7,128,-132,-135,-66,-60
,265,2018/03/15 00:36:43.47,-2708,11403,-11394,-16,125,-18,122,-141,-140,-54,-52
,266,2018/03/15 00:36:43.49,-2791,11450,-11386,-34,96,-25,107,-130,-132,-31,-41
,267,2018/03/15 00:36:43.51,-2723,11374,-11462,-38,98,-45,101,-136,-146,-30,-28
,268,2018/03/15 00:36:43.53,-2738,11409,-11304,-44,108,-51,100,-152,-151,-32,-24
,269,2018/03/15 00:36:43.55,-2684,11399,-11305,-41,110,-41,103,-151,-144,-34,-31
,270,2018/03/15 00:36:43.57,-2696,11389,-11376,-38,102,-35,103,-140,-138,-32,-34
,271,2018/03/15 00:36:43.59,-2744,11421,-11371,-41,92,-34,106,-133,-140,-25,-36
,272,2018/03/15 00:36:43.61,-2633,11510,-11346,-43,96,-52,84,-139,-136,-26,-16
