// Data mode  : Full
// Transmission speed  : 50Hz
// Accelerometer sensor's range  : 2g
// Gyroscope sensor's range  : 250dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,EOG_L,EOG_R,EOG_H,EOG_V
,3169,2018/03/15 00:38:31.79,1255,2158,-16337,-28,900,6376,10,133,-123,-71
,3170,2018/03/15 00:38:31.81,1311,2486,-16569,98,695,5869,6,122,-116,-64
,3171,2018/03/15 00:38:31.83,1339,2763,-16695,204,279,4991,13,128,-115,-70
,3172,2018/03/15 00:38:31.85,1313,2972,-16646,274,-232,3877,16,129,-113,-72
,3173,2018/03/15 00:38:31.87,1322,3025,-16534,295,-620,2632,19,128,-109,-73
,3174,2018/03/15 00:38:31.89,1241,3000,-16445,315,-891,1322,21,128,-107,-74
,3175,2018/03/15 00:38:31.91,1177,2836,-16394,311,-1019,50,10,121,-111,-65
,3176,2018/03/15 00:38:31.93,954,2400,-16376,362,-1094,-957,7,126,-119,-66
,3177,2018/03/15 00:38:31.95,719,2071,-16169,490,-1167,-1609,2,134,-132,-68
,3178,2018/03/15 00:38:31.97,610,1700,-16036,553,-966,-1954,-4,131,-135,-63
,3179,2018/03/15 00:38:31.99,540,1544,-15995,519,-702,-2014,-10,123,-133,-56
,3180,2018/03/15 00:38:32.01,512,1338,-16087,401,-367,-1878,-13,122,-135,-54
,3181,2018/03/15 00:38:32.03,372,1242,-16169,268,-180,-1570,1,134,-133,-67
,3182,2018/03/15 00:38:32.05,397,1160,-16232,179,-37,-1163,-12,128,-140,-58
,3183,2018/03/15 00:38:32.07,390,1236,-16255,136,29,-759,-8,130,-138,-61
,3184,2018/03/15 00:38:32.09,493,1291,-16246,105,113,-393,-8,128,-136,-60
,3185,2018/03/15 00:38:32.11,517,1344,-16241,117,217,-104,-14,128,-142,-57
,3186,2018/03/15 00:38:32.13,623,1525,-16293,214,272,106,-13,131,-144,-59
,3187,2018/03/15 00:38:32.15,700,1711,-16320,260,331,159,-9,135,-144,-63
,3188,2018/03/15 00:38:32.17,716,1706,-16342,322,308,102,-15,131,-146,-58
,3189,2018/03/15 00:38:32.19,757,1764,-16382,335,277,16,-13,125,-138,-56
,3190,2018/03/15 00:38:32.21,850,1743,-16314,331,258,-87,-7,134,-141,-63
,3191,2018/03/15 00:38:32.23,822,1678,-16306,311,297,-193,-11,136,-147,-62
,3192,2018/03/15 00:38:32.25,850,1600,-16288,361,328,-238,-20,126,-146,-53
,3193,2018/03/15 00:38:32.27,811,1594,-16305,368,323,-226,-21,122,-143,-50
,3194,2018/03/15 00:38:32.29,834,1525,-16337,359,311,-188,-14,124,-138,-55
,3195,2018/03/15 00:38:32.31,890,1543,-16376,338,246,-127,-20,125,-145,-52
,3196,2018/03/15 00:38:32.33,880,1541,-16347,340,178,-64,-22,121,-143,-49
,3197,2018/03/15 00:38:32.35,914,1524,-16263,365,193,-22,-20,129,-149,-54
,3198,2018/03/15 00:38:32.37,885,1556,-16276,471,188,8,-16,126,-142,-55
,3199,2018/03/15 00:38:32.39,855,1594,-16250,736,259,49,4,140,-136,-72
,3200,2018/03/15 00:38:32.41,897,1421,-16160,1271,339,62,-15,125,-140,-55
,3201,2018/03/15 00:38:32.43,933,1416,-15900,2507,533,90,-18,132,-150,-57
,3202,2018/03/15 00:38:32.45,1221,741,-15047,5525,1281,79,-10,133,-143,-61
,3203,2018/03/15 00:38:32.47,948,1255,-15490,10985,2854,163,10,151,-141,-80
,3204,2018/03/15 00:38:32.49,669,2109,-16224,14096,3903,146,-26,116,-142,-45
,3205,2018/03/15 00:38:32.51,834,1462,-16652,13849,4217,4,-97,46,-143,25
,3206,2018/03/15 00:38:32.53,1118,-104,-17183,11191,3732,76,-190,-53,-137,121
,3207,2018/03/15 00:38:32.55,1543,-1394,-17206,7475,2607,410,-362,-226,-136,294
,3208,2018/03/15 00:38:32.57,1926,-2270,-16975,3524,1409,730,-451,-321,-130,386
,3209,2018/03/15 00:38:32.59,2115,-2671,-16484,337,429,892,-386,-250,-136,318
,3210,2018/03/15 00:38:32.61,2191,-2735,-16055,-1638,-217,849,-297,-157,-140,227
,3211,2018/03/15 00:38:32.63,2138,-2307,-16571,-3360,-721,673,-259,-114,-145,186
,3212,2018/03/15 00:38:32.65,2015,-1865,-16739,-5250,-1364,422,-216,-72,-144,144
,3213,2018/03/15 00:38:32.67,1866,-1387,-16877,-7124,-1997,153,-170,-26,-144,98
,3214,2018/03/15 00:38:32.69,1680,-960,-16800,-8615,-2592,-118,-143,0,-143,71
,3215,2018/03/15 00:38:32.71,1498,-773,-17116,-9601,-3042,-358,-113,41,-154,36
,3216,2018/03/15 00:38:32.73,1461,-296,-16350,-9270,-3530,-478,-102,50,-152,26
,3217,2018/03/15 00:38:32.75,1529,-342,-15470,-7698,-3045,-522,-62,82,-144,-10
,3218,2018/03/15 00:38:32.77,1081,384,-15468,-4632,-1944,-188,-20,118,-138,-49
,3219,2018/03/15 00:38:32.79,784,1111,-15973,-1807,-1010,208,-69,64,-133,2
,3220,2018/03/15 00:38:32.81,602,1384,-16459,125,-525,519,-160,-30,-130,95
,3221,2018/03/15 00:38:32.83,637,1518,-16407,1206,-310,694,-130,-8,-122,69
,3222,2018/03/15 00:38:32.85,606,1290,-16420,1658,-74,719,-48,78,-126,-15
,3223,2018/03/15 00:38:32.87,670,1027,-16321,1864,81,713,7,130,-123,-68
,3224,2018/03/15 00:38:32.89,753,791,-16211,1878,260,656,28,146,-118,-87
,3225,2018/03/15 00:38:32.91,819,540,-16160,1791,418,561,34,155,-121,-94
,3226,2018/03/15 00:38:32.93,944,290,-16218,1567,541,427,33,154,-121,-93
,3227,2018/03/15 00:38:32.95,970,157,-16272,1289,488,338,30,150,-120,-90
,3228,2018/03/15 00:38:32.97,1049,110,-16356,903,385,265,34,148,-114,-91
,3229,2018/03/15 00:38:32.99,1047,46,-16365,421,281,185,30,144,-114,-87
,3230,2018/03/15 00:38:33.01,1047,104,-16373,-141,194,147,20,128,-108,-74
,3231,2018/03/15 00:38:33.03,1020,275,-16282,-582,152,148,11,130,-119,-70
,3232,2018/03/15 00:38:33.05,1070,418,-16274,-716,177,125,14,135,-121,-74
,3233,2018/03/15 00:38:33.07,1071,645,-16307,-533,272,102,18,134,-116,-76
,3234,2018/03/15 00:38:33.09,1072,835,-16410,-250,355,35,20,137,-117,-78
,3235,2018/03/15 00:38:33.11,1178,838,-16533,7,358,-70,17,144,-127,-80
,3236,2018/03/15 00:38:33.13,1094,815,-16507,219,289,-163,18,138,-120,-78
,3237,2018/03/15 00:38:33.15,1125,724,-16507,357,228,-237,25,151,-126,-88
,3238,2018/03/15 00:38:33.17,1096,560,-16478,507,185,-273,34,155,-121,-94
,3239,2018/03/15 00:38:33.19,1217,343,-16481,599,142,-252,24,146,-122,-85
,3240,2018/03/15 00:38:33.21,1184,176,-16433,624,101,-184,33,156,-123,-94
,3241,2018/03/15 00:38:33.23,1163,55,-16379,597,56,-94,37,159,-122,-98
,3242,2018/03/15 00:38:33.25,1177,-24,-16388,532,83,-34,47,164,-117,-105
,3243,2018/03/15 00:38:33.27,1207,21,-16495,392,55,19,39,160,-121,-99
,3244,2018/03/15 00:38:33.29,1130,79,-16452,127,-9,28,45,160,-115,-102
,3245,2018/03/15 00:38:33.31,1002,91,-16542,-89,-90,14,44,161,-117,-102
,3246,2018/03/15 00:38:33.33,1188,178,-16290,-195,-143,0,36,165,-129,-100
,3247,2018/03/15 00:38:33.35,1063,285,-16195,-305,8,-69,36,162,-126,-99
,3248,2018/03/15 00:38:33.37,1121,469,-16272,-316,116,-152,26,146,-120,-86
,3249,2018/03/15 00:38:33.39,1047,496,-16408,-299,153,-203,12,140,-128,-76
,3250,2018/03/15 00:38:33.41,1086,585,-16434,-209,102,-249,8,130,-122,-69
,3251,2018/03/15 00:38:33.43,1043,540,-16426,-122,57,-197,6,136,-130,-71
,3252,2018/03/15 00:38:33.45,1114,467,-16369,-21,33,-133,11,148,-137,-79
,3253,2018/03/15 00:38:33.47,1107,445,-16345,116,45,-18,4,157,-153,-80
,3254,2018/03/15 00:38:33.49,1127,508,-16415,231,68,73,-7,158,-165,-75
,3255,2018/03/15 00:38:33.51,1118,588,-16324,315,71,121,-15,165,-180,-75
,3256,2018/03/15 00:38:33.53,1122,474,-16452,316,130,108,-12,169,-181,-78
,3257,2018/03/15 00:38:33.55,1211,451,-16376,386,75,74,5,180,-175,-92
,3258,2018/03/15 00:38:33.57,1178,363,-16371,396,86,3,10,185,-175,-97
,3259,2018/03/15 00:38:33.59,1217,255,-16332,405,68,-37,8,184,-176,-96
,3260,2018/03/15 00:38:33.61,1199,138,-16401,353,109,-52,1,177,-176,-89
,3261,2018/03/15 00:38:33.63,1194,145,-16417,286,61,-15,4,176,-172,-90
,3262,2018/03/15 00:38:33.65,1189,148,-16389,186,0,33,-9,154,-163,-72
,3263,2018/03/15 00:38:33.67,1146,165,-16423,80,-55,95,-7,164,-171,-78
,3264,2018/03/15 00:38:33.69,1155,161,-16410,10,-108,142,-13,165,-178,-76
,3265,2018/03/15 00:38:33.71,1099,260,-16372,15,-118,156,-16,158,-174,-71
,3266,2018/03/15 00:38:33.73,1108,266,-16416,88,-97,140,-26,146,-172,-60
,3267,2018/03/15 00:38:33.75,1050,273,-16361,155,-83,135,-26,153,-179,-63
,3268,2018/03/15 00:38:33.77,1077,290,-16362,185,-41,112,-19,153,-172,-67
,3269,2018/03/15 00:38:33.79,1076,245,-16274,210,-2,79,-18,153,-171,-67
,3270,2018/03/15 00:38:33.81,931,251,-16244,178,137,42,-18,144,-162,-63
,3271,2018/03/15 00:38:33.83,725,409,-16096,124,333,-133,-21,138,-159,-58
,3272,2018/03/15 00:38:33.85,329,627,-15934,-99,707,-648,-14,141,-155,-63
,3273,2018/03/15 00:38:33.87,-506,1438,-15879,-329,1166,-1960,-1,147,-148,-73
,3274,2018/03/15 00:38:33.89,-1323,2444,-15810,-642,1785,-4467,24,153,-129,-88
,3275,2018/03/15 00:38:33.91,-1935,3316,-15291,-1057,2784,-8345,28,178,-150,-103
,3276,2018/03/15 00:38:33.93,-2187,3749,-14604,-1922,4809,-13097,19,206,-187,-112
,3277,2018/03/15 00:38:33.95,-1624,2520,-14085,-3138,7619,-17564,12,230,-218,-121
,3278,2018/03/15 00:38:33.97,-647,404,-14835,-3834,10120,-20260,-19,239,-258,-110
,3279,2018/03/15 00:38:33.99,871,-1191,-15255,-3603,11314,-20475,-35,234,-269,-99
,3280,2018/03/15 00:38:34.01,2523,-1910,-15770,-3483,11708,-18401,-48,218,-266,-85
,3281,2018/03/15 00:38:34.03,4365,-1847,-16361,-3441,11019,-14576,-47,210,-257,-81
,3282,2018/03/15 00:38:34.05,6072,-668,-16293,-2969,9239,-9997,-88,137,-225,-24
,3283,2018/03/15 00:38:34.07,7172,781,-16836,-3001,7599,-5975,-42,122,-164,-40
,3284,2018/03/15 00:38:34.09,7743,1653,-17589,-2908,5521,-2637,20,140,-120,-80
,3285,2018/03/15 00:38:34.11,7963,2519,-17344,-2401,3092,-62,36,134,-98,-85
,3286,2018/03/15 00:38:34.13,8097,3160,-16906,-1805,1194,1816,31,124,-93,-77
,3287,2018/03/15 00:38:34.15,7789,3284,-16526,-903,-205,3213,0,120,-120,-60
,3288,2018/03/15 00:38:34.17,7604,3127,-16318,52,-1280,4453,-21,121,-142,-50
,3289,2018/03/15 00:38:34.19,7340,2736,-16172,989,-2131,5775,4,124,-120,-64
,3290,2018/03/15 00:38:34.21,7220,2367,-16163,1679,-2854,7225,18,126,-108,-72
,3291,2018/03/15 00:38:34.23,6862,2033,-16295,2055,-3644,8803,24,115,-91,-69
,3292,2018/03/15 00:38:34.25,6552,1916,-16122,2302,-4508,10288,38,115,-77,-76
,3293,2018/03/15 00:38:34.27,6086,1833,-16029,2252,-5202,11462,38,113,-75,-75
,3294,2018/03/15 00:38:34.29,5708,1839,-15792,2233,-5954,12190,25,93,-68,-59
,3295,2018/03/15 00:38:34.31,5105,1854,-15584,2060,-6468,12454,27,99,-72,-63
,3296,2018/03/15 00:38:34.33,4571,1796,-15508,1928,-6780,12307,12,101,-89,-56
,3297,2018/03/15 00:38:34.35,4020,1667,-15677,1629,-6939,11816,15,112,-97,-63
,3298,2018/03/15 00:38:34.37,3418,1742,-15523,1398,-7088,11052,0,105,-105,-52
,3299,2018/03/15 00:38:34.39,2783,1684,-15401,1019,-6775,10017,-13,98,-111,-42
,3300,2018/03/15 00:38:34.41,2150,1610,-15572,572,-6208,8773,-17,101,-118,-42
,3301,2018/03/15 00:38:34.43,1571,1565,-15609,207,-5725,7449,-34,100,-134,-33
,3302,2018/03/15 00:38:34.45,1173,1464,-15698,-73,-5109,6096,-21,91,-112,-35
,3303,2018/03/15 00:38:34.47,828,1404,-15781,-260,-4551,4794,-13,99,-112,-43
,3304,2018/03/15 00:38:34.49,655,1330,-15679,-316,-3970,3641,-6,123,-129,-58
,3305,2018/03/15 00:38:34.51,475,1284,-15671,-463,-3198,2564,-24,113,-137,-44
,3306,2018/03/15 00:38:34.53,404,1226,-15864,-565,-2504,1588,-27,110,-137,-41
,3307,2018/03/15 00:38:34.55,462,1100,-16018,-561,-1915,803,-32,109,-141,-38
,3308,2018/03/15 00:38:34.57,477,998,-16145,-458,-1503,228,-43,108,-151,-32
,3309,2018/03/15 00:38:34.59,534,799,-16198,-248,-1225,-145,-55,97,-152,-21
,3310,2018/03/15 00:38:34.61,462,614,-16247,-73,-988,-314,-52,101,-153,-24
,3311,2018/03/15 00:38:34.63,515,553,-16268,114,-709,-387,-40,114,-154,-37
,3312,2018/03/15 00:38:34.65,632,520,-16418,120,-587,-350,-38,117,-155,-39
,3313,2018/03/15 00:38:34.67,596,441,-16512,157,-573,-279,-42,121,-163,-39
,3314,2018/03/15 00:38:34.69,533,404,-16468,202,-642,-196,-44,113,-157,-34
,3315,2018/03/15 00:38:34.71,461,385,-16494,261,-753,-141,-36,121,-157,-42
,3316,2018/03/15 00:38:34.73,446,414,-16365,249,-793,-135,-37,127,-164,-45
,3317,2018/03/15 00:38:34.75,429,498,-16126,116,-681,-236,-47,121,-168,-37
,3318,2018/03/15 00:38:34.77,376,424,-16192,-85,-461,-431,-45,120,-165,-37
,3319,2018/03/15 00:38:34.79,292,409,-16332,-259,-353,-609,-40,121,-161,-40
,3320,2018/03/15 00:38:34.81,269,358,-16377,-439,-313,-774,-34,130,-164,-48
,3321,2018/03/15 00:38:34.83,229,396,-16389,-546,-347,-898,-35,127,-162,-46
,3322,2018/03/15 00:38:34.85,193,403,-16389,-607,-363,-983,-29,135,-164,-53
,3323,2018/03/15 00:38:34.87,270,389,-16421,-636,-341,-1009,-29,131,-160,-51
,3324,2018/03/15 00:38:34.89,170,473,-16357,-607,-299,-939,-27,138,-165,-55
,3325,2018/03/15 00:38:34.91,176,463,-16442,-569,-248,-857,-37,124,-161,-43
,3326,2018/03/15 00:38:34.93,199,528,-16444,-553,-204,-738,-30,138,-168,-54
,3327,2018/03/15 00:38:34.95,277,575,-16384,-513,-172,-614,-27,136,-163,-54
,3328,2018/03/15 00:38:34.97,376,596,-16354,-508,-51,-511,-26,144,-170,-59
,3329,2018/03/15 00:38:34.99,383,696,-16284,-486,68,-422,-36,133,-169,-48
,3330,2018/03/15 00:38:35.01,436,803,-16306,-521,236,-421,-38,131,-169,-46
,3331,2018/03/15 00:38:35.03,570,814,-16281,-526,391,-484,-35,127,-162,-46
,3332,2018/03/15 00:38:35.05,725,905,-16282,-497,522,-587,-34,134,-168,-50
,3333,2018/03/15 00:38:35.07,688,1030,-16320,-480,611,-726,-48,126,-174,-39
,3334,2018/03/15 00:38:35.09,800,1027,-16345,-538,654,-896,-47,120,-167,-36
,3335,2018/03/15 00:38:35.11,857,1048,-16405,-579,656,-1051,-48,128,-176,-40
,3336,2018/03/15 00:38:35.13,898,1056,-16378,-605,615,-1130,-36,139,-175,-51
,3337,2018/03/15 00:38:35.15,856,990,-16411,-620,607,-1146,-19,143,-162,-62
,3338,2018/03/15 00:38:35.17,778,1085,-16325,-617,562,-1082,-18,144,-162,-63
,3339,2018/03/15 00:38:35.19,875,1073,-16369,-597,575,-998,-15,150,-165,-67
,3340,2018/03/15 00:38:35.21,940,1057,-16383,-546,518,-886,-14,150,-164,-68
,3341,2018/03/15 00:38:35.23,966,1131,-16334,-464,494,-778,-28,140,-168,-56
,3342,2018/03/15 00:38:35.25,902,1215,-16343,-389,479,-687,-25,141,-166,-58
,3343,2018/03/15 00:38:35.27,935,1235,-16375,-290,446,-595,-24,138,-162,-57
,3344,2018/03/15 00:38:35.29,935,1247,-16374,-213,426,-531,-29,135,-164,-53
,3345,2018/03/15 00:38:35.31,1040,1232,-16363,-123,379,-462,-32,134,-166,-51
,3346,2018/03/15 00:38:35.33,967,1195,-16396,-65,348,-403,-34,130,-164,-48
,3347,2018/03/15 00:38:35.35,956,1126,-16343,2,297,-337,-21,139,-160,-59
,3348,2018/03/15 00:38:35.37,1021,1067,-16388,44,266,-303,-20,136,-156,-58
,3349,2018/03/15 00:38:35.39,988,1096,-16416,38,240,-246,-28,133,-161,-52
,3350,2018/03/15 00:38:35.41,1014,1072,-16387,-40,237,-214,-20,129,-149,-54
,3351,2018/03/15 00:38:35.43,990,1009,-16459,-108,209,-182,-17,128,-145,-55
,3352,2018/03/15 00:38:35.45,1004,1057,-16317,-71,147,-139,-20,138,-158,-59
,3353,2018/03/15 00:38:35.47,1130,1118,-16205,-115,281,-157,-26,136,-162,-55
,3354,2018/03/15 00:38:35.49,1070,1295,-16269,-148,395,-249,-26,133,-159,-53
,3355,2018/03/15 00:38:35.51,1014,1308,-16395,-234,435,-350,-21,130,-151,-54
,3356,2018/03/15 00:38:35.53,1036,1308,-16464,-253,322,-401,-27,128,-155,-50
,3357,2018/03/15 00:38:35.55,1064,1300,-16461,-201,202,-418,-24,129,-153,-52
,3358,2018/03/15 00:38:35.57,1002,1241,-16363,-103,103,-356,-28,129,-157,-50
,3359,2018/03/15 00:38:35.59,1005,1180,-16305,-10,93,-275,-22,130,-152,-54
,3360,2018/03/15 00:38:35.61,983,1235,-16302,103,102,-182,-20,137,-157,-58
,3361,2018/03/15 00:38:35.63,1023,1238,-16318,147,115,-88,-25,136,-161,-55
,3362,2018/03/15 00:38:35.65,1047,1246,-16324,147,127,-19,-35,126,-161,-45
,3363,2018/03/15 00:38:35.67,1062,1258,-16349,181,109,22,-29,139,-168,-55
,3364,2018/03/15 00:38:35.69,1108,1240,-16367,225,106,26,-22,133,-155,-55
,3365,2018/03/15 00:38:35.71,1081,1262,-16304,263,116,29,-28,129,-157,-50
,3366,2018/03/15 00:38:35.73,1140,1249,-16326,267,172,-9,-33,119,-152,-43
,3367,2018/03/15 00:38:35.75,1139,1210,-16340,236,168,-56,-18,125,-143,-53
,3368,2018/03/15 00:38:35.77,1066,1180,-16412,178,160,-111,-21,122,-143,-50
,3369,2018/03/15 00:38:35.79,1100,1212,-16324,102,125,-139,-28,115,-143,-43
,3370,2018/03/15 00:38:35.81,1097,1184,-16348,72,99,-157,-29,113,-142,-42
,3371,2018/03/15 00:38:35.83,1105,1152,-16307,64,74,-146,-30,116,-146,-43
,3372,2018/03/15 00:38:35.85,1090,1127,-16314,92,108,-118,-28,114,-142,-43
,3373,2018/03/15 00:38:35.87,1135,1226,-16327,138,146,-107,-29,115,-144,-43
,3374,2018/03/15 00:38:35.89,1177,1279,-16287,186,170,-89,-23,120,-143,-48
,3375,2018/03/15 00:38:35.91,1213,1248,-16377,210,212,-119,-20,122,-142,-51
,3376,2018/03/15 00:38:35.93,1169,1173,-16354,244,202,-142,-26,119,-145,-46
,3377,2018/03/15 00:38:35.95,1192,1192,-16371,238,188,-137,-33,119,-152,-43
,3378,2018/03/15 00:38:35.97,1212,1163,-16366,276,170,-142,-32,125,-157,-46
,3379,2018/03/15 00:38:35.99,1246,1142,-16388,318,161,-117,-20,127,-147,-53
,3380,2018/03/15 00:38:36.01,1248,1101,-16335,340,135,-102,-19,125,-144,-53
,3381,2018/03/15 00:38:36.03,1166,1195,-16424,390,116,-65,-28,118,-146,-45
,3382,2018/03/15 00:38:36.05,1152,1255,-16406,453,101,-24,-42,107,-149,-32
,3383,2018/03/15 00:38:36.07,1154,1325,-16344,563,94,8,-34,112,-146,-39
,3384,2018/03/15 00:38:36.09,863,1871,-16572,796,93,139,-17,130,-147,-56
,3385,2018/03/15 00:38:36.11,561,2613,-16504,1342,51,310,-18,127,-145,-54
,3386,2018/03/15 00:38:36.13,128,3760,-16642,2284,300,622,-44,97,-141,-26
,3387,2018/03/15 00:38:36.15,14,4047,-16136,3904,780,930,-68,64,-132,2
,3388,2018/03/15 00:38:36.17,86,3636,-15545,5993,1497,1203,-88,37,-125,25
,3389,2018/03/15 00:38:36.19,371,3130,-15271,7952,2265,1344,-122,-13,-109,67
,3390,2018/03/15 00:38:36.21,709,2309,-15271,9371,2839,1345,-97,25,-122,36
,3391,2018/03/15 00:38:36.23,960,1278,-15306,10317,3156,1272,-104,17,-121,43
,3392,2018/03/15 00:38:36.25,1296,106,-15361,10938,3243,1180,-231,-107,-124,169
,3393,2018/03/15 00:38:36.27,1678,-819,-15311,11154,3147,1090,-397,-271,-126,334
,3394,2018/03/15 00:38:36.29,1952,-1647,-15226,10868,3128,915,-443,-351,-92,397
,3395,2018/03/15 00:38:36.31,2183,-2715,-15363,10224,3118,727,-568,-451,-117,509
,3396,2018/03/15 00:38:36.33,2660,-3666,-15645,8893,3116,420,-774,-634,-140,704
,3397,2018/03/15 00:38:36.35,2830,-4232,-15727,8059,2892,257,-921,-769,-152,845
,3398,2018/03/15 00:38:36.37,2917,-4749,-15669,7210,2614,171,-873,-716,-157,794
,3399,2018/03/15 00:38:36.39,3114,-5149,-15663,6438,2375,68,-696,-530,-166,613
,3400,2018/03/15 00:38:36.41,3347,-5518,-15648,5686,2063,-14,-531,-362,-169,446
,3401,2018/03/15 00:38:36.43,3382,-5969,-15625,4847,1696,-44,-384,-238,-146,311
,3402,2018/03/15 00:38:36.45,3589,-6276,-15689,4091,1275,-55,-327,-190,-137,258
,3403,2018/03/15 00:38:36.47,3583,-6576,-15593,3477,797,-44,-358,-214,-144,286
,3404,2018/03/15 00:38:36.49,3687,-6709,-15434,2869,418,-121,-371,-211,-160,291
,3405,2018/03/15 00:38:36.51,3662,-7086,-15370,2316,210,-196,-321,-145,-176,233
,3406,2018/03/15 00:38:36.53,3662,-7484,-15365,1960,-59,-182,-253,-65,-188,159
,3407,2018/03/15 00:38:36.55,3652,-7721,-15166,1640,-182,-85,-240,-71,-169,155
,3408,2018/03/15 00:38:36.57,3575,-7974,-15201,1120,-207,1,-231,-60,-171,145
,3409,2018/03/15 00:38:36.59,3593,-8123,-15232,584,-291,32,-259,-58,-201,158
,3410,2018/03/15 00:38:36.61,3675,-8223,-15282,-143,-327,-57,-279,-93,-186,186
,3411,2018/03/15 00:38:36.63,3816,-8291,-15479,-998,-527,-164,-335,-147,-188,241
,3412,2018/03/15 00:38:36.65,3765,-8138,-15467,-1973,-873,-307,-401,-212,-189,306
,3413,2018/03/15 00:38:36.67,3824,-7960,-15488,-3182,-1141,-481,-386,-184,-202,285
,3414,2018/03/15 00:38:36.69,3702,-7819,-15655,-4390,-1556,-518,-294,-91,-203,192
,3415,2018/03/15 00:38:36.71,3552,-7480,-15595,-5502,-2044,-436,-217,-14,-203,115
,3416,2018/03/15 00:38:36.73,3383,-6924,-15495,-6477,-2401,-306,-144,82,-226,31
,3417,2018/03/15 00:38:36.75,3348,-6345,-15419,-7216,-2672,-160,-66,168,-234,-51
,3418,2018/03/15 00:38:36.77,3095,-5713,-15503,-7917,-2892,-64,-20,224,-244,-102
,3419,2018/03/15 00:38:36.79,2906,-5029,-15579,-8632,-3137,20,22,261,-239,-141
,3420,2018/03/15 00:38:36.81,2675,-4339,-15772,-9335,-3381,83,46,260,-214,-153
,3421,2018/03/15 00:38:36.83,2410,-3750,-15685,-9824,-3634,190,70,264,-194,-167
,3422,2018/03/15 00:38:36.85,2187,-2957,-15593,-10245,-3805,333,81,277,-196,-179
,3423,2018/03/15 00:38:36.87,1893,-2161,-15692,-10481,-3944,497,79,267,-188,-173
,3424,2018/03/15 00:38:36.89,1653,-1250,-15756,-10636,-4072,583,56,240,-184,-148
,3425,2018/03/15 00:38:36.91,1406,-275,-15596,-10559,-4087,579,49,250,-201,-149
,3426,2018/03/15 00:38:36.93,1068,629,-15521,-10142,-3902,465,97,285,-188,-191
,3427,2018/03/15 00:38:36.95,867,1451,-15634,-9429,-3659,291,100,288,-188,-194
,3428,2018/03/15 00:38:36.97,667,1988,-15771,-8668,-3439,76,37,228,-191,-132
,3429,2018/03/15 00:38:36.99,395,2230,-15762,-8153,-3332,-123,28,205,-177,-116
,3430,2018/03/15 00:38:37.01,122,2632,-15688,-7765,-3213,-241,22,192,-170,-107
,3431,2018/03/15 00:38:37.03,-191,2907,-15674,-7496,-3036,-247,23,188,-165,-105
,3432,2018/03/15 00:38:37.05,-444,3318,-15703,-7121,-2827,-150,-2,154,-156,-76
,3433,2018/03/15 00:38:37.07,-604,3701,-15668,-6573,-2576,0,-23,120,-143,-48
,3434,2018/03/15 00:38:37.09,-638,3902,-15529,-5914,-2298,127,-34,113,-147,-39
,3435,2018/03/15 00:38:37.11,-700,4055,-15506,-5314,-1974,196,-43,107,-150,-32
,3436,2018/03/15 00:38:37.13,-766,4247,-15527,-4721,-1663,220,-36,119,-155,-41
,3437,2018/03/15 00:38:37.15,-778,4534,-15669,-4279,-1387,197,-2,147,-149,-72
,3438,2018/03/15 00:38:37.17,-853,4758,-15635,-3774,-1184,152,16,165,-149,-90
,3439,2018/03/15 00:38:37.19,-986,5120,-15733,-3103,-866,114,18,158,-140,-88
,3440,2018/03/15 00:38:37.21,-975,5301,-15682,-2099,-578,80,7,134,-127,-70
,3441,2018/03/15 00:38:37.23,-999,5541,-15705,-1034,-263,37,-38,84,-122,-23
,3442,2018/03/15 00:38:37.25,-1016,5608,-15788,40,61,17,-28,105,-133,-38
,3443,2018/03/15 00:38:37.27,-1027,5416,-15716,1136,328,-3,-12,121,-133,-54
,3444,2018/03/15 00:38:37.29,-958,5486,-15935,2152,579,23,32,154,-122,-93
,3445,2018/03/15 00:38:37.31,-999,5429,-15901,3259,836,80,88,208,-120,-148
,3446,2018/03/15 00:38:37.33,-1111,5203,-15446,4575,1119,189,78,197,-119,-137
,3447,2018/03/15 00:38:37.35,-1225,5694,-15632,6273,1743,402,-27,98,-125,-35
,3448,2018/03/15 00:38:37.37,-1166,5407,-15593,8101,2468,565,-149,-32,-117,90
,3449,2018/03/15 00:38:37.39,-1128,4698,-15460,9668,3012,688,-163,-42,-121,102
,3450,2018/03/15 00:38:37.41,-892,4435,-15307,10761,3366,747,-102,21,-123,40
,3451,2018/03/15 00:38:37.43,-610,3328,-15021,11767,3775,703,-42,82,-124,-20
,3452,2018/03/15 00:38:37.45,-267,2500,-15046,12763,4089,659,4,118,-114,-61
,3453,2018/03/15 00:38:37.47,136,1473,-14963,13510,4230,545,21,132,-111,-76
,3454,2018/03/15 00:38:37.49,423,327,-14918,13813,4346,373,15,128,-113,-71
,3455,2018/03/15 00:38:37.51,909,-616,-14912,13934,4385,153,-39,78,-117,-19
,3456,2018/03/15 00:38:37.53,1226,-1644,-14793,14051,4444,-58,-65,54,-119,5
,3457,2018/03/15 00:38:37.55,1540,-2695,-14816,13825,4685,-312,-117,6,-123,55
,3458,2018/03/15 00:38:37.57,1817,-3749,-15002,13233,4982,-552,-160,-42,-118,101
,3459,2018/03/15 00:38:37.59,2112,-4695,-15373,12235,5092,-699,-205,-91,-114,148
