// Data mode  : Full
// Transmission speed  : 50Hz
// Accelerometer sensor's range  : 2g
// Gyroscope sensor's range  : 250dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,EOG_L,EOG_R,EOG_H,EOG_V
,828,2018/03/15 00:37:44.97,208,1458,-16318,-231,-385,-585,-238,-68,-170,153
,829,2018/03/15 00:37:44.99,58,1553,-16348,-225,-344,-567,-64,101,-165,-18
,830,2018/03/15 00:37:45.01,-9,1599,-16260,-274,-346,-491,-194,-29,-165,111
,831,2018/03/15 00:37:45.03,3,1694,-16223,-312,-307,-370,-252,-75,-177,163
,832,2018/03/15 00:37:45.05,-99,1681,-16157,-285,-194,-215,-645,-485,-160,565
,833,2018/03/15 00:37:45.07,24,1824,-16110,-215,-35,-35,-495,-310,-185,402
,834,2018/03/15 00:37:45.09,-98,2005,-16151,-193,167,56,-280,-80,-200,180
,835,2018/03/15 00:37:45.11,-4,2123,-16250,-195,242,52,-272,-72,-200,172
,836,2018/03/15 00:37:45.13,105,2224,-16290,-195,251,-16,-302,-109,-193,205
,837,2018/03/15 00:37:45.15,190,2229,-16237,-202,227,-143,-462,-283,-179,372
,838,2018/03/15 00:37:45.17,171,2175,-16303,-233,203,-240,-504,-337,-167,420
,839,2018/03/15 00:37:45.19,231,2138,-16263,-242,157,-268,-888,-742,-146,815
,840,2018/03/15 00:37:45.21,111,2032,-16241,-248,102,-223,-10,171,-181,-80
,841,2018/03/15 00:37:45.23,161,2097,-16269,-277,14,-99,425,576,-151,-500
,842,2018/03/15 00:37:45.25,100,2126,-16197,-360,-37,38,350,489,-139,-419
,843,2018/03/15 00:37:45.27,163,2199,-16231,-404,-86,147,286,412,-126,-349
,844,2018/03/15 00:37:45.29,37,2278,-16219,-493,-115,197,94,207,-113,-150
,845,2018/03/15 00:37:45.31,123,2343,-16268,-521,-147,203,-98,13,-111,42
,846,2018/03/15 00:37:45.33,70,2492,-16179,-464,-162,178,-272,-183,-89,227
,847,2018/03/15 00:37:45.35,32,2394,-16260,-403,-145,156,-428,-355,-73,391
,848,2018/03/15 00:37:45.37,77,2474,-16100,-229,-131,127,-216,-140,-76,178
,849,2018/03/15 00:37:45.39,17,2471,-16138,-232,27,81,138,224,-86,-181
,850,2018/03/15 00:37:45.41,29,2530,-16255,-240,102,1,202,271,-69,-236
,851,2018/03/15 00:37:45.43,164,2585,-16293,-234,89,-88,184,291,-107,-237
,852,2018/03/15 00:37:45.45,80,2559,-16258,-161,34,-189,181,257,-76,-219
,853,2018/03/15 00:37:45.47,148,2504,-16277,-65,-8,-192,166,254,-88,-210
,854,2018/03/15 00:37:45.49,69,2342,-16282,30,-24,-202,163,256,-93,-209
,855,2018/03/15 00:37:45.51,108,2270,-16292,140,-63,-119,148,249,-101,-198
,856,2018/03/15 00:37:45.53,58,2203,-16274,150,-96,-37,102,203,-101,-152
,857,2018/03/15 00:37:45.55,82,2206,-16279,106,-100,31,78,168,-90,-123
,858,2018/03/15 00:37:45.57,22,2146,-16290,80,-133,64,61,153,-92,-107
,859,2018/03/15 00:37:45.59,19,2194,-16264,102,-153,64,48,144,-96,-96
,860,2018/03/15 00:37:45.61,4,2190,-16251,96,-119,55,38,138,-100,-88
,861,2018/03/15 00:37:45.63,-24,2171,-16232,50,-73,22,26,120,-94,-73
,862,2018/03/15 00:37:45.65,20,2162,-16190,73,17,-10,-257,-172,-85,214
,863,2018/03/15 00:37:45.67,-69,2241,-16203,82,60,-34,-676,-604,-72,640
,864,2018/03/15 00:37:45.69,-29,2237,-16228,17,85,-28,-707,-647,-60,677
,865,2018/03/15 00:37:45.71,79,2256,-16298,-38,82,-15,-266,-210,-56,238
,866,2018/03/15 00:37:45.73,-12,2335,-16334,-118,46,-61,-152,-106,-46,129
,867,2018/03/15 00:37:45.75,28,2314,-16240,-160,8,-80,121,140,-19,-130
,868,2018/03/15 00:37:45.77,76,2309,-16222,-123,14,-120,210,229,-19,-219
,869,2018/03/15 00:37:45.79,100,2336,-16209,-71,28,-106,373,404,-31,-388
,870,2018/03/15 00:37:45.81,-18,2291,-16240,-36,59,-106,377,406,-29,-391
,871,2018/03/15 00:37:45.83,6,2320,-16225,-16,55,-62,319,351,-32,-335
,872,2018/03/15 00:37:45.85,26,2279,-16210,-67,29,-47,236,281,-45,-258
,873,2018/03/15 00:37:45.87,36,2353,-16209,-98,14,-43,33,85,-52,-59
,874,2018/03/15 00:37:45.89,8,2417,-16249,-95,13,-43,-384,-324,-60,354
,875,2018/03/15 00:37:45.91,119,2452,-16265,-81,-17,-71,79,144,-65,-111
,876,2018/03/15 00:37:45.93,90,2365,-16215,-70,-24,-75,7,76,-69,-41
,877,2018/03/15 00:37:45.95,21,2384,-16251,-57,-48,-89,-5,75,-80,-35
,878,2018/03/15 00:37:45.97,67,2355,-16267,-57,-96,-86,-333,-255,-78,294
,879,2018/03/15 00:37:45.99,79,2344,-16201,-73,-71,-87,-309,-241,-68,275
,880,2018/03/15 00:37:46.01,45,2318,-16204,-81,-40,-93,-111,-39,-72,75
,881,2018/03/15 00:37:46.03,19,2375,-16292,-60,-43,-64,298,396,-98,-347
,882,2018/03/15 00:37:46.05,-99,2329,-16238,0,-54,-7,32,131,-99,-81
,883,2018/03/15 00:37:46.07,-2,2392,-16246,66,-71,24,-148,-32,-116,90
,884,2018/03/15 00:37:46.09,-53,2389,-16096,81,-7,33,-131,-8,-123,69
,885,2018/03/15 00:37:46.11,20,2452,-16139,62,127,2,0,138,-138,-69
,886,2018/03/15 00:37:46.13,-18,2494,-16241,-9,149,-72,322,425,-103,-373
,887,2018/03/15 00:37:46.15,64,2500,-16320,-55,86,-175,157,195,-38,-176
,888,2018/03/15 00:37:46.17,74,2457,-16242,-94,-64,-138,-224,-80,-144,152
,889,2018/03/15 00:37:46.19,-9,2465,-16201,-131,-29,-223,-451,-255,-196,353
,890,2018/03/15 00:37:46.21,-30,2380,-16240,-87,40,-261,-435,-245,-190,340
,891,2018/03/15 00:37:46.23,52,2321,-16292,-107,112,-282,-637,-454,-183,545
,892,2018/03/15 00:37:46.25,18,2329,-16214,-143,66,-186,-580,-361,-219,470
,893,2018/03/15 00:37:46.27,91,2377,-16200,-203,23,-117,-589,-373,-216,481
,894,2018/03/15 00:37:46.29,11,2358,-16285,-262,7,-69,-424,-201,-223,312
,895,2018/03/15 00:37:46.31,79,2430,-16246,-278,-35,-79,-70,128,-198,-29
,896,2018/03/15 00:37:46.33,88,2310,-16184,-297,-24,-79,-53,108,-161,-27
,897,2018/03/15 00:37:46.35,115,2410,-16273,-249,-44,-87,-301,-153,-148,227
,898,2018/03/15 00:37:46.37,16,2427,-16267,-276,-42,-89,-270,-123,-147,196
,899,2018/03/15 00:37:46.39,5,2455,-16239,-334,-59,-82,8,150,-142,-79
,900,2018/03/15 00:37:46.41,9,2505,-16198,-315,-87,-74,-87,44,-131,21
,901,2018/03/15 00:37:46.43,12,2549,-16200,-332,-102,-74,-217,-90,-127,153
,902,2018/03/15 00:37:46.45,42,2511,-16269,-319,-134,-109,-449,-338,-111,393
,903,2018/03/15 00:37:46.47,75,2600,-16218,-313,-126,-124,71,180,-109,-125
,904,2018/03/15 00:37:46.49,-87,2555,-16212,-283,-128,-128,18,96,-78,-57
,905,2018/03/15 00:37:46.51,14,2593,-16176,-236,-80,-141,-551,-485,-66,518
,906,2018/03/15 00:37:46.53,3,2587,-16206,-200,-80,-105,-322,-265,-57,293
,907,2018/03/15 00:37:46.55,-38,2625,-16197,-171,-71,-100,-220,-167,-53,193
,908,2018/03/15 00:37:46.57,-17,2666,-16209,-166,-42,-87,266,348,-82,-307
,909,2018/03/15 00:37:46.59,-47,2670,-16203,-187,-56,-82,-35,50,-85,-7
,910,2018/03/15 00:37:46.61,-10,2669,-16196,-159,-73,-102,204,301,-97,-252
,911,2018/03/15 00:37:46.63,-23,2656,-16162,-187,-71,-125,847,968,-121,-907
,912,2018/03/15 00:37:46.65,-43,2674,-16159,-224,-85,-137,772,880,-108,-826
,913,2018/03/15 00:37:46.67,-67,2680,-16188,-274,-105,-188,149,240,-91,-194
,914,2018/03/15 00:37:46.69,-3,2665,-16148,-335,-98,-177,-474,-386,-88,430
,915,2018/03/15 00:37:46.71,-52,2647,-16172,-414,-93,-190,113,217,-104,-165
,916,2018/03/15 00:37:46.73,-46,2702,-16167,-443,-76,-207,115,209,-94,-162
,917,2018/03/15 00:37:46.75,-17,2724,-16198,-489,-113,-225,518,621,-103,-569
,918,2018/03/15 00:37:46.77,-81,2710,-16216,-623,-142,-276,51,134,-83,-92
,919,2018/03/15 00:37:46.79,-59,2803,-16109,-767,-191,-363,-423,-332,-91,377
,920,2018/03/15 00:37:46.81,-57,2778,-16142,-1005,-205,-490,157,273,-116,-215
,921,2018/03/15 00:37:46.83,-122,2730,-16074,-1287,-218,-645,436,561,-125,-498
,922,2018/03/15 00:37:46.85,-153,2712,-16129,-1618,-259,-825,-406,-297,-109,351
,923,2018/03/15 00:37:46.87,-142,2679,-16265,-2039,-341,-970,128,268,-140,-198
,924,2018/03/15 00:37:46.89,-87,2691,-16056,-2556,-459,-1129,282,421,-139,-351
,925,2018/03/15 00:37:46.91,-138,2878,-15981,-3215,-468,-1409,260,384,-124,-322
,926,2018/03/15 00:37:46.93,-95,3063,-16084,-3967,-512,-1768,229,338,-109,-283
,927,2018/03/15 00:37:46.95,-153,3293,-16171,-4842,-661,-2220,-118,-22,-96,70
,928,2018/03/15 00:37:46.97,-193,3599,-16184,-5839,-943,-2698,456,569,-113,-512
,929,2018/03/15 00:37:46.99,-296,3995,-16105,-6755,-1254,-3178,640,758,-118,-699
,930,2018/03/15 00:37:47.01,-382,4265,-16032,-7408,-1528,-3620,85,184,-99,-134
,931,2018/03/15 00:37:47.03,-535,4545,-15841,-7550,-1719,-3937,-59,50,-109,4
,932,2018/03/15 00:37:47.05,-759,4894,-15661,-7290,-1777,-4116,-99,5,-104,47
,933,2018/03/15 00:37:47.07,-844,5247,-15462,-6699,-1695,-4108,-458,-368,-90,413
,934,2018/03/15 00:37:47.09,-1107,5488,-15343,-6056,-1522,-3979,-352,-250,-102,301
,935,2018/03/15 00:37:47.11,-1241,5745,-15274,-5482,-1365,-3700,-40,66,-106,-13
,936,2018/03/15 00:37:47.13,-1432,5944,-15098,-5021,-1216,-3340,-320,-214,-106,267
,937,2018/03/15 00:37:47.15,-1373,5999,-14966,-4627,-1052,-2957,-136,-30,-106,83
,938,2018/03/15 00:37:47.17,-1548,6053,-14821,-4301,-861,-2573,-347,-244,-103,295
,939,2018/03/15 00:37:47.19,-1563,6142,-14806,-4088,-681,-2194,208,334,-126,-271
,940,2018/03/15 00:37:47.21,-1597,6462,-14713,-3816,-526,-1716,-125,-8,-117,66
,941,2018/03/15 00:37:47.23,-1661,6793,-14684,-3694,-495,-1492,-337,-229,-108,283
,942,2018/03/15 00:37:47.25,-1744,7007,-14673,-3542,-481,-1328,-152,-32,-120,92
,943,2018/03/15 00:37:47.27,-1737,7131,-14575,-3393,-516,-1233,-213,-93,-120,153
,944,2018/03/15 00:37:47.29,-1771,7194,-14512,-3282,-533,-1167,-467,-350,-117,408
,945,2018/03/15 00:37:47.31,-1730,7193,-14413,-3276,-561,-1098,125,264,-139,-194
,946,2018/03/15 00:37:47.33,-1842,7316,-14365,-3349,-558,-1035,508,635,-127,-571
,947,2018/03/15 00:37:47.35,-1930,7623,-14352,-3610,-611,-953,-200,-85,-115,142
,948,2018/03/15 00:37:47.37,-2024,7819,-14191,-3710,-694,-825,-439,-314,-125,376
,949,2018/03/15 00:37:47.39,-2037,7932,-14021,-3600,-686,-689,141,289,-148,-215
,950,2018/03/15 00:37:47.41,-2016,8136,-13890,-3243,-586,-566,290,437,-147,-363
,951,2018/03/15 00:37:47.43,-2140,8468,-13935,-2830,-451,-500,128,265,-137,-196
,952,2018/03/15 00:37:47.45,-2156,8679,-13951,-2389,-372,-443,-379,-248,-131,313
,953,2018/03/15 00:37:47.47,-2223,8792,-13945,-1977,-316,-363,120,266,-146,-193
,954,2018/03/15 00:37:47.49,-2222,8802,-13856,-1563,-271,-271,-272,-140,-132,206
,955,2018/03/15 00:37:47.51,-2187,8778,-13804,-1212,-214,-182,-640,-512,-128,576
,956,2018/03/15 00:37:47.53,-2219,8744,-13809,-912,-154,-105,-624,-490,-134,557
,957,2018/03/15 00:37:47.55,-2125,8732,-13844,-700,-97,-53,-558,-419,-139,488
,958,2018/03/15 00:37:47.57,-2159,8766,-13818,-500,-86,-43,-503,-372,-131,437
,959,2018/03/15 00:37:47.59,-2154,8712,-13837,-378,-101,-47,151,295,-144,-223
,960,2018/03/15 00:37:47.61,-2212,8685,-13822,-293,-143,-49,1797,1753,44,-1775
,961,2018/03/15 00:37:47.63,-2214,8644,-13728,-179,-156,-40,851,1118,-267,-984
,962,2018/03/15 00:37:47.65,-2167,8597,-13815,-165,-104,-37,-8,133,-141,-62
,963,2018/03/15 00:37:47.67,-2065,8560,-13807,-106,-92,-27,-133,-11,-122,72
,964,2018/03/15 00:37:47.69,-2188,8542,-13770,-112,-129,-34,178,316,-138,-247
,965,2018/03/15 00:37:47.71,-2175,8448,-13828,-150,-181,-8,345,493,-148,-419
,966,2018/03/15 00:37:47.73,-2204,8447,-13651,-168,-179,42,-20,107,-127,-43
,967,2018/03/15 00:37:47.75,-2137,8496,-13653,-277,-68,51,-304,-176,-128,240
,968,2018/03/15 00:37:47.77,-2195,8601,-13727,-423,-59,11,243,394,-151,-318
,969,2018/03/15 00:37:47.79,-2157,8655,-13763,-555,-110,-41,128,261,-133,-194
,970,2018/03/15 00:37:47.81,-2136,8731,-13733,-641,-161,-126,169,312,-143,-240
,971,2018/03/15 00:37:47.83,-2181,8623,-13669,-698,-186,-197,307,458,-151,-382
,972,2018/03/15 00:37:47.85,-2177,8511,-13633,-686,-205,-209,461,618,-157,-539
,973,2018/03/15 00:37:47.87,-2184,8626,-13704,-690,-207,-194,-270,-136,-134,203
,974,2018/03/15 00:37:47.89,-2217,8559,-13687,-699,-257,-139,-530,-399,-131,464
,975,2018/03/15 00:37:47.91,-2179,8691,-13636,-720,-278,-90,-664,-537,-127,600
,976,2018/03/15 00:37:47.93,-2244,8749,-13726,-791,-306,-41,-19,134,-153,-57
,977,2018/03/15 00:37:47.95,-2272,8749,-13617,-836,-348,-5,-388,-268,-120,328
,978,2018/03/15 00:37:47.97,-2223,8722,-13585,-886,-326,-6,-442,-312,-130,377
,979,2018/03/15 00:37:47.99,-2243,8721,-13540,-881,-298,-25,-446,-323,-123,384
,980,2018/03/15 00:37:48.01,-2289,8768,-13587,-933,-288,-64,-354,-218,-136,286
,981,2018/03/15 00:37:48.03,-2265,8850,-13534,-1006,-312,-94,790,956,-166,-873
,982,2018/03/15 00:37:48.05,-2247,8840,-13495,-1100,-325,-148,77,200,-123,-138
,983,2018/03/15 00:37:48.07,-2285,9065,-13457,-1125,-339,-173,-586,-465,-121,525
,984,2018/03/15 00:37:48.09,-2375,9136,-13472,-1112,-329,-193,-56,102,-158,-23
,985,2018/03/15 00:37:48.11,-2452,9164,-13442,-1043,-328,-180,648,795,-147,-721
,986,2018/03/15 00:37:48.13,-2434,9301,-13353,-951,-294,-160,145,275,-130,-210
,987,2018/03/15 00:37:48.15,-2479,9355,-13347,-789,-224,-111,-112,20,-132,46
,988,2018/03/15 00:37:48.17,-2533,9344,-13312,-638,-193,-56,-598,-470,-128,534
,989,2018/03/15 00:37:48.19,-2450,9354,-13271,-499,-159,-1,186,353,-167,-269
,990,2018/03/15 00:37:48.21,-2424,9427,-13266,-325,-126,58,396,543,-147,-469
,991,2018/03/15 00:37:48.23,-2438,9435,-13191,-179,-117,103,-211,-82,-129,146
,992,2018/03/15 00:37:48.25,-2444,9434,-13174,-109,-94,126,140,271,-131,-205
,993,2018/03/15 00:37:48.27,-2437,9380,-13169,-60,-85,122,-453,-341,-112,397
,994,2018/03/15 00:37:48.29,-2564,9410,-13148,-28,-63,132,-446,-322,-124,384
,995,2018/03/15 00:37:48.31,-2460,9419,-13110,26,-44,136,228,356,-128,-292
,996,2018/03/15 00:37:48.33,-2417,9482,-13094,99,-20,128,-478,-368,-110,423
,997,2018/03/15 00:37:48.35,-2450,9444,-13111,158,26,83,-672,-555,-117,613
,998,2018/03/15 00:37:48.37,-2463,9409,-13104,184,55,56,-613,-496,-117,554
,999,2018/03/15 00:37:48.39,-2393,9355,-13177,201,73,26,-364,-239,-125,301
,1000,2018/03/15 00:37:48.41,-2343,9288,-13201,212,55,-2,1336,1516,-180,-1426
,1001,2018/03/15 00:37:48.43,-2455,9309,-13216,248,23,-10,922,1066,-144,-994
,1002,2018/03/15 00:37:48.45,-2397,9317,-13196,252,19,-7,205,344,-139,-274
,1003,2018/03/15 00:37:48.47,-2424,9287,-13207,222,38,19,600,747,-147,-673
,1004,2018/03/15 00:37:48.49,-2455,9258,-13287,182,43,28,586,719,-133,-652
,1005,2018/03/15 00:37:48.51,-2400,9272,-13319,280,42,20,79,205,-126,-142
,1006,2018/03/15 00:37:48.53,-2341,9255,-13256,376,36,56,176,315,-139,-245
,1007,2018/03/15 00:37:48.55,-2326,9217,-13218,399,161,35,-116,10,-126,53
,1008,2018/03/15 00:37:48.57,-2455,9240,-13271,401,247,40,-670,-562,-108,616
,1009,2018/03/15 00:37:48.59,-2321,9221,-13347,366,256,12,-826,-721,-105,773
,1010,2018/03/15 00:37:48.61,-2301,9208,-13325,359,185,-27,-781,-675,-106,728
,1011,2018/03/15 00:37:48.63,-2334,9215,-13368,332,176,-86,-722,-610,-112,666
,1012,2018/03/15 00:37:48.65,-2291,9132,-13384,322,152,-116,-664,-548,-116,606
,1013,2018/03/15 00:37:48.67,-2322,8967,-13381,368,160,-106,-605,-496,-109,550
,1014,2018/03/15 00:37:48.69,-2340,8977,-13396,389,162,-62,-547,-430,-117,488
,1015,2018/03/15 00:37:48.71,-2356,8945,-13412,353,172,0,-102,37,-139,32
,1016,2018/03/15 00:37:48.73,-2305,9031,-13407,298,172,49,666,801,-135,-733
,1017,2018/03/15 00:37:48.75,-2201,8971,-13443,292,166,60,965,1116,-151,-1040
,1018,2018/03/15 00:37:48.77,-2233,8995,-13456,319,192,11,788,918,-130,-853
,1019,2018/03/15 00:37:48.79,-2131,8984,-13515,394,225,-60,-266,-157,-109,211
,1020,2018/03/15 00:37:48.81,-2047,8919,-13562,360,269,-144,577,731,-154,-654
,1021,2018/03/15 00:37:48.83,-2180,8818,-13658,277,179,-183,498,625,-127,-561
,1022,2018/03/15 00:37:48.85,-2100,8804,-13627,66,9,-156,199,320,-121,-259
,1023,2018/03/15 00:37:48.87,-2135,8701,-13697,-165,-211,-36,104,225,-121,-164
,1024,2018/03/15 00:37:48.89,-2287,8696,-13597,-235,-462,308,115,252,-137,-183
,1025,2018/03/15 00:37:48.91,-2387,8716,-13543,-140,-480,543,143,277,-134,-210
,1026,2018/03/15 00:37:48.93,-2368,8816,-13643,-9,-391,647,258,399,-141,-328
,1027,2018/03/15 00:37:48.95,-2268,8996,-13663,28,-255,577,-375,-252,-123,313
,1028,2018/03/15 00:37:48.97,-2219,9105,-13599,17,-130,336,-405,-276,-129,340
,1029,2018/03/15 00:37:48.99,-2031,9314,-13316,-95,95,-50,213,371,-158,-292
,1030,2018/03/15 00:37:49.01,-1993,9248,-13352,-339,407,-462,79,212,-133,-145
,1031,2018/03/15 00:37:49.03,-1774,9203,-13408,-547,514,-749,-643,-533,-110,588
,1032,2018/03/15 00:37:49.05,-1892,9227,-13286,-635,372,-834,-745,-634,-111,689
,1033,2018/03/15 00:37:49.07,-1989,9392,-13184,-607,101,-837,-687,-564,-123,625
,1034,2018/03/15 00:37:49.09,-2010,9512,-13270,-563,-124,-774,-640,-509,-131,574
,1035,2018/03/15 00:37:49.11,-1944,9423,-13276,-334,-266,-617,-506,-371,-135,438
,1036,2018/03/15 00:37:49.13,-1963,9351,-13312,6,-318,-447,-7,135,-142,-64
,1037,2018/03/15 00:37:49.15,-2080,9265,-13446,312,-466,-210,-219,-90,-129,154
,1038,2018/03/15 00:37:49.17,-2171,9095,-13436,603,-741,93,192,339,-147,-265
,1039,2018/03/15 00:37:49.19,-2371,8972,-13524,751,-1106,449,-23,112,-135,-44
,1040,2018/03/15 00:37:49.21,-2661,8852,-13455,920,-1570,874,-398,-268,-130,333
,1041,2018/03/15 00:37:49.23,-2996,8822,-13172,994,-1944,1284,-95,38,-133,28
,1042,2018/03/15 00:37:49.25,-3178,8915,-12996,992,-2122,1636,-75,62,-137,6
,1043,2018/03/15 00:37:49.27,-3385,9083,-12764,874,-1953,1803,361,513,-152,-437
,1044,2018/03/15 00:37:49.29,-3571,9308,-12765,972,-1597,1860,907,1073,-166,-990
,1045,2018/03/15 00:37:49.31,-3572,9482,-12828,1200,-1060,1816,306,438,-132,-372
,1046,2018/03/15 00:37:49.33,-3636,9530,-12974,1432,-498,1693,-495,-373,-122,434
,1047,2018/03/15 00:37:49.35,-3594,9474,-13146,1741,144,1487,-556,-434,-122,495
,1048,2018/03/15 00:37:49.37,-3303,9511,-13140,2213,700,1238,-526,-411,-115,468
,1049,2018/03/15 00:37:49.39,-3036,9758,-13236,2587,1385,897,-534,-418,-116,476
,1050,2018/03/15 00:37:49.41,-2775,9929,-13518,3152,1864,579,-516,-407,-109,461
,1051,2018/03/15 00:37:49.43,-2515,9927,-13657,3697,2222,298,602,726,-124,-664
,1052,2018/03/15 00:37:49.45,-2425,9684,-13907,4177,2493,87,1704,1729,-25,-1716
,1053,2018/03/15 00:37:49.47,-2426,9151,-14095,4857,2458,110,1063,1266,-203,-1164
,1054,2018/03/15 00:37:49.49,-2348,8863,-13928,5616,2275,295,736,887,-151,-811
,1055,2018/03/15 00:37:49.51,-2311,8675,-13978,6209,2424,556,19,127,-108,-73
,1056,2018/03/15 00:37:49.53,-2239,8351,-14008,6774,2647,831,90,225,-135,-157
,1057,2018/03/15 00:37:49.55,-1982,8081,-14331,7357,2968,1077,675,808,-133,-741
,1058,2018/03/15 00:37:49.57,-1794,7752,-14463,8122,3206,1337,-417,-322,-95,369
,1059,2018/03/15 00:37:49.59,-1547,7335,-14525,8953,3388,1563,-360,-245,-115,302
,1060,2018/03/15 00:37:49.61,-1228,7054,-14539,9499,3614,1698,379,501,-122,-440
,1061,2018/03/15 00:37:49.63,-1052,6926,-14592,9936,3985,1742,122,222,-100,-172
,1062,2018/03/15 00:37:49.65,-763,6526,-14539,10432,4386,1649,-126,-30,-96,78
,1063,2018/03/15 00:37:49.67,-530,5878,-14554,10560,4621,1525,-359,-260,-99,309
,1064,2018/03/15 00:37:49.69,-311,5040,-14486,10589,4661,1481,-442,-342,-100,392
,1065,2018/03/15 00:37:49.71,-17,4644,-14882,10792,4605,1444,-543,-455,-88,499
,1066,2018/03/15 00:37:49.73,240,4326,-15066,10529,4363,1378,-610,-531,-79,570
,1067,2018/03/15 00:37:49.75,478,3822,-15106,10028,4126,1259,-589,-502,-87,545
,1068,2018/03/15 00:37:49.77,772,2981,-15328,9173,3859,1084,-526,-442,-84,484
,1069,2018/03/15 00:37:49.79,1030,2225,-15790,8266,3277,998,-395,-299,-96,347
,1070,2018/03/15 00:37:49.81,1114,1619,-15722,7414,2468,957,-73,20,-93,26
,1071,2018/03/15 00:37:49.83,1211,1176,-15847,6490,1793,875,293,404,-111,-348
,1072,2018/03/15 00:37:49.85,1272,892,-16136,5588,1103,770,166,271,-105,-218
,1073,2018/03/15 00:37:49.87,1272,715,-15912,4522,358,648,-51,52,-103,0
,1074,2018/03/15 00:37:49.89,1223,561,-15728,3416,-253,584,-27,97,-124,-35
,1075,2018/03/15 00:37:49.91,1174,434,-15372,2424,-629,469,-202,-79,-123,140
,1076,2018/03/15 00:37:49.93,1154,317,-15456,1489,-708,385,-326,-217,-109,271
,1077,2018/03/15 00:37:49.95,1096,70,-15734,746,-779,406,-229,-126,-103,177
,1078,2018/03/15 00:37:49.97,1015,-161,-15669,286,-997,533,1028,1173,-145,-1100
,1079,2018/03/15 00:37:49.99,989,-140,-16082,-116,-1174,726,127,224,-97,-175
,1080,2018/03/15 00:37:50.01,908,-77,-16261,-555,-1406,900,-165,-50,-115,107
,1081,2018/03/15 00:37:50.03,754,112,-16693,-1098,-1640,1006,872,1017,-145,-944
,1082,2018/03/15 00:37:50.05,664,23,-17167,-1712,-1841,1152,331,431,-100,-381
,1083,2018/03/15 00:37:50.07,471,231,-17218,-2017,-2137,1322,34,139,-105,-86
,1084,2018/03/15 00:37:50.09,466,402,-16818,-2238,-2177,1371,-177,-76,-101,126
,1085,2018/03/15 00:37:50.11,480,663,-16131,-2057,-1841,1327,-524,-428,-96,476
,1086,2018/03/15 00:37:50.13,495,770,-16296,-1829,-1183,1204,-352,-251,-101,301
,1087,2018/03/15 00:37:50.15,402,773,-16765,-1437,-562,1021,-503,-407,-96,455
,1088,2018/03/15 00:37:50.17,257,690,-17382,-878,-241,908,-542,-450,-92,496
,1089,2018/03/15 00:37:50.19,256,562,-17599,-95,-159,881,-444,-368,-76,406
,1090,2018/03/15 00:37:50.21,137,499,-17615,664,-117,865,-428,-355,-73,391
,1091,2018/03/15 00:37:50.23,180,594,-17366,1395,70,808,-392,-314,-78,353
,1092,2018/03/15 00:37:50.25,206,627,-17262,1898,452,570,-345,-243,-102,294
,1093,2018/03/15 00:37:50.27,222,460,-17152,2112,908,251,75,184,-109,-129
,1094,2018/03/15 00:37:50.29,379,421,-16683,2349,1312,-51,262,360,-98,-311
,1095,2018/03/15 00:37:50.31,595,387,-16110,2456,2085,-473,503,613,-110,-558
,1096,2018/03/15 00:37:50.33,1023,418,-16099,2518,2958,-899,810,940,-130,-875
,1097,2018/03/15 00:37:50.35,1210,388,-16311,2660,3545,-1396,611,742,-131,-676
,1098,2018/03/15 00:37:50.37,1499,376,-16662,2762,3856,-1863,344,462,-118,-403
,1099,2018/03/15 00:37:50.39,1770,62,-17022,2876,3793,-2253,-166,-51,-115,108
,1100,2018/03/15 00:37:50.41,2107,-128,-16920,3057,3682,-2511,508,621,-113,-564
,1101,2018/03/15 00:37:50.43,2258,-338,-16884,3285,3616,-2685,570,656,-86,-613
,1102,2018/03/15 00:37:50.45,2336,-613,-17168,3363,3368,-2688,86,160,-74,-123
,1103,2018/03/15 00:37:50.47,2338,-914,-17370,3335,2803,-2519,-195,-121,-74,158
,1104,2018/03/15 00:37:50.49,2288,-1119,-17802,3124,2096,-2218,-160,-95,-65,127
,1105,2018/03/15 00:37:50.51,2154,-1417,-17229,2946,1344,-1841,131,192,-61,-161
,1106,2018/03/15 00:37:50.53,2017,-1504,-17050,2785,775,-1381,129,182,-53,-155
,1107,2018/03/15 00:37:50.55,2017,-1460,-16622,2540,355,-930,-162,-103,-59,132
,1108,2018/03/15 00:37:50.57,1971,-1446,-15887,2225,80,-496,-330,-267,-63,298
,1109,2018/03/15 00:37:50.59,1862,-1159,-16038,1018,-70,-74,-485,-423,-62,454
,1110,2018/03/15 00:37:50.61,1676,-1062,-16308,-95,-323,117,-508,-455,-53,481
,1111,2018/03/15 00:37:50.63,1642,-1050,-16112,-1144,-713,304,-438,-413,-25,425
,1112,2018/03/15 00:37:50.65,1523,-931,-15726,-1849,-954,441,-382,-412,30,397
,1113,2018/03/15 00:37:50.67,1452,-828,-15261,-2359,-956,533,-324,-419,95,371
,1114,2018/03/15 00:37:50.69,1445,-585,-15006,-2682,-860,564,-264,-398,134,331
,1115,2018/03/15 00:37:50.71,1508,-276,-15066,-3177,-651,455,-228,-387,159,307
,1116,2018/03/15 00:37:50.73,1600,-5,-15177,-3839,-539,252,-199,-376,177,287
,1117,2018/03/15 00:37:50.75,1646,503,-15477,-4843,-507,-145,-172,-343,171,257
